ImpactID	Desc	Name	IsForever	MaxOverlayCount	IsNeedNoticeClient	BuffIcon	BuffType	LogicID	DelayTime	EffectId	PlayTime	IsRemoveEffectFadeOut	FadeOutRule	MutexcollectionId	Mutexpriority	ParamValue_01	ParamValue_02	ParamValue_03	ParamValue_04	ParamValue_05	ParamValue_06	ParamValue_07	ParamValue_08	ParamValue_09	ParamValue_10	ParamValue_11	ParamValue_12	ParamValue_13	ParamValue_14	ParamValue_15
2456	类型伤害第2刀	阳关三叠10级	0	-1	0	-1	0	0	1067	-1	-1	0	2	-1	-1	225	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
2457	类型伤害第3刀	阳关三叠10级	0	-1	0	-1	0	0	1400	-1	-1	0	2	-1	-1	225	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
2458	类型伤害第4刀	阳关三叠10级	0	-1	0	-1	0	0	1733	-1	-1	0	2	-1	-1	225	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
2459	类型伤害第5刀	阳关三叠10级	0	-1	0	-1	0	0	2033	-1	-1	0	2	-1	-1	225	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
2460	类型伤害第6刀	阳关三叠10级	0	-1	0	-1	0	0	3300	-1	-1	0	2	-1	-1	225	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
2501	类型伤害	移花接木1级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2502	类型伤害	移花接木2级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	60	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2503	类型伤害	移花接木3级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	70	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2504	类型伤害	移花接木4级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	85	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2505	类型伤害	移花接木5级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2506	类型伤害	移花接木6级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	115	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2507	类型伤害	移花接木7级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	130	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2508	类型伤害	移花接木8级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	145	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2509	类型伤害	移花接木9级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	160	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
2510	类型伤害	移花接木10级	0	-1	0	-1	0	0	299	-1	-1	0	2	-1	-1	175	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3101	类型伤害	大理普攻	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3201	修正当前血量秒杀	暴雨梨花XP技	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	100	0	0	100	4	5	3	4	300	0	-1	-1	-1
3301	类型伤害	一阳指1级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	185	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3302	类型伤害	一阳指2级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	190	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3303	类型伤害	一阳指3级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	195	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3304	类型伤害	一阳指4级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3305	类型伤害	一阳指5级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	205	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3306	类型伤害	一阳指6级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	210	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3307	类型伤害	一阳指7级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	215	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3308	类型伤害	一阳指8级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	225	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3309	类型伤害	一阳指9级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	235	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3310	类型伤害	一阳指10级	0	-1	0	-1	0	0	700	-1	-1	0	2	-1	-1	245	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3401	类型伤害主伤害	六脉神剑1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	65	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3402	类型伤害分裂子伤害	六脉神剑1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	90	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3403	类型伤害主伤害	六脉神剑2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	70	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3404	类型伤害分裂子伤害	六脉神剑2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	90	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3405	类型伤害主伤害	六脉神剑3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	75	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3406	类型伤害分裂子伤害	六脉神剑3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	105	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3407	类型伤害主伤害	六脉神剑4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	80	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3408	类型伤害分裂子伤害	六脉神剑4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	105	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3409	类型伤害主伤害	六脉神剑5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	85	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3410	类型伤害分裂子伤害	六脉神剑5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	105	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3411	类型伤害主伤害	六脉神剑6级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	90	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3412	类型伤害分裂子伤害	六脉神剑6级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	120	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3413	类型伤害主伤害	六脉神剑7级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	95	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3414	类型伤害分裂子伤害	六脉神剑7级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	120	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3415	类型伤害主伤害	六脉神剑8级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	100	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3416	类型伤害分裂子伤害	六脉神剑8级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	135	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3417	类型伤害主伤害	六脉神剑9级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	105	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3418	类型伤害分裂子伤害	六脉神剑9级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	135	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3419	类型伤害主伤害	六脉神剑10级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	110	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3420	类型伤害分裂子伤害	六脉神剑10级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	150	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
3501	类型伤害主伤害	流星赶月1级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	65	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3502	类型伤害分裂子伤害	流星赶月1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	30	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3503	类型伤害主伤害	流星赶月2级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	80	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3504	类型伤害分裂子伤害	流星赶月2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	35	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3505	类型伤害主伤害	流星赶月3级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	95	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3506	类型伤害分裂子伤害	流星赶月3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	40	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3507	类型伤害主伤害	流星赶月4级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	110	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3508	类型伤害分裂子伤害	流星赶月4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	45	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3509	类型伤害主伤害	流星赶月5级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	125	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3510	类型伤害分裂子伤害	流星赶月5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3511	类型伤害主伤害	流星赶月6级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	140	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3512	类型伤害分裂子伤害	流星赶月6级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	55	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3513	类型伤害主伤害	流星赶月7级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	155	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3514	类型伤害分裂子伤害	流星赶月7级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	60	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3515	类型伤害主伤害	流星赶月8级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	170	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3516	类型伤害分裂子伤害	流星赶月8级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	65	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3517	类型伤害主伤害	流星赶月9级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	190	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3518	类型伤害分裂子伤害	流星赶月9级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	70	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3519	类型伤害主伤害	流星赶月10级	0	-1	0	-1	0	0	500	123	0	0	2	-1	-1	210	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3520	类型伤害分裂子伤害	流星赶月10级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	80	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3601	画地为牢陷阱伤害	画地为牢1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	150	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3602	画地为牢陷阱伤害	画地为牢2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	165	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3603	画地为牢陷阱伤害	画地为牢3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	180	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3604	画地为牢陷阱伤害	画地为牢4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3605	画地为牢陷阱伤害	画地为牢5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	215	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3606	画地为牢陷阱伤害	画地为牢6级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	230	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3607	画地为牢陷阱伤害	画地为牢7级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	245	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3608	画地为牢陷阱伤害	画地为牢8级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	260	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3609	画地为牢陷阱伤害	画地为牢9级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	280	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
3610	画地为牢陷阱伤害	画地为牢10级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4101	类型伤害	逍遥普攻	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4201	修正当前血量秒杀	毁天灭地XP技	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	100	0	0	100	4	5	3	4	300	0	-1	-1	-1
4301	类型伤害主伤害	小无相功1级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	200	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4302	类型伤害弹射第1次（1级技能不用）	小无相功1级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4303	类型伤害弹射第2次（1级技能不用）	小无相功1级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4304	类型伤害弹射第3次（1级技能不用）	小无相功1级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4305	类型伤害主伤害	小无相功2级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	205	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4306	类型伤害弹射第1次	小无相功2级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4307	类型伤害弹射第2次	小无相功2级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4308	类型伤害弹射第3次	小无相功2级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4309	类型伤害主伤害	小无相功3级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	210	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4310	类型伤害弹射第1次	小无相功3级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4311	类型伤害弹射第2次	小无相功3级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4312	类型伤害弹射第3次	小无相功3级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4313	类型伤害主伤害	小无相功4级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	215	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4314	类型伤害弹射第1次	小无相功4级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4315	类型伤害弹射第2次	小无相功4级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	20	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4316	类型伤害弹射第3次	小无相功4级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4317	类型伤害主伤害	小无相功5级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	220	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4318	类型伤害弹射第1次	小无相功5级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4319	类型伤害弹射第2次	小无相功5级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	20	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4320	类型伤害弹射第3次	小无相功5级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4321	类型伤害主伤害	小无相功6级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	225	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4322	类型伤害弹射第1次	小无相功6级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	60	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4323	类型伤害弹射第2次	小无相功6级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	30	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4324	类型伤害弹射第3次	小无相功6级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4325	类型伤害主伤害	小无相功7级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	230	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4326	类型伤害弹射第1次	小无相功7级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	60	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4327	类型伤害弹射第2次	小无相功7级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	30	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4328	类型伤害弹射第3次	小无相功7级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4329	类型伤害主伤害	小无相功8级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	240	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4330	类型伤害弹射第1次	小无相功8级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	70	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4331	类型伤害弹射第2次	小无相功8级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	40	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4332	类型伤害弹射第3次	小无相功8级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4333	类型伤害主伤害	小无相功9级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	250	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4334	类型伤害弹射第1次	小无相功9级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	70	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4335	类型伤害弹射第2次	小无相功9级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	40	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4336	类型伤害弹射第3次	小无相功9级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	10	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4337	类型伤害主伤害	小无相功10级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	260	0	0	0	30	0	0	0	0	0	0	0	-1	-1	-1
4338	类型伤害弹射第1次	小无相功10级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	70	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4339	类型伤害弹射第2次	小无相功10级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	40	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4340	类型伤害弹射第3次	小无相功10级	0	-1	0	-1	0	0	400	55	0	0	2	-1	-1	10	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4401	类型伤害单次	祝融掌1级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	30	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4402	类型伤害单次	祝融掌2级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	32	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4403	类型伤害单次	祝融掌3级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	34	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4404	类型伤害单次	祝融掌4级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	36	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4405	类型伤害单次	祝融掌5级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	38	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4406	类型伤害单次	祝融掌6级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	40	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4407	类型伤害单次	祝融掌7级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	42	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4408	类型伤害单次	祝融掌8级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	45	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4409	类型伤害单次	祝融掌9级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	47	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4410	类型伤害单次	祝融掌10级	0	-1	0	-1	0	0	0	56	0	0	2	-1	-1	50	0	0	0	0	100	4	5	3	4	300	0	-1	-1	-1
4501	类型伤害	北冥神功1级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	120	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4502	类型伤害	北冥神功2级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	125	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4503	类型伤害	北冥神功3级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	130	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4504	类型伤害	北冥神功4级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	140	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4505	类型伤害	北冥神功5级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	150	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4506	类型伤害	北冥神功6级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	160	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4507	类型伤害	北冥神功7级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	170	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4508	类型伤害	北冥神功8级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	180	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4509	类型伤害	北冥神功9级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	190	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4510	类型伤害	北冥神功10级	0	-1	0	-1	0	0	530	20	1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4603	类型伤害单次	寒霜怒雪1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	125	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4604	类型伤害单次	寒霜怒雪2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	130	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4605	类型伤害单次	寒霜怒雪3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	135	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4606	类型伤害单次	寒霜怒雪4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	140	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4607	类型伤害单次	寒霜怒雪5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	150	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4608	类型伤害单次	寒霜怒雪6级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	160	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4609	类型伤害单次	寒霜怒雪7级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	170	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4610	类型伤害单次	寒霜怒雪8级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	180	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4611	类型伤害单次	寒霜怒雪9级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	190	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
4612	类型伤害单次	寒霜怒雪10级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5001	类型伤害	动物伙伴普攻	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5010	类型伤害	爪击1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	90	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5011	类型伤害	爪击2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	140	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5012	类型伤害	爪击3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5013	类型伤害	爪击4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	260	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5014	类型伤害	爪击5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5020	类型伤害	淬毒1级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	50	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5021	类型伤害	淬毒2级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	90	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5022	类型伤害	淬毒3级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	120	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5023	类型伤害	淬毒4级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	170	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5024	类型伤害	淬毒5级	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	220	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
5025	定时派发子伤害buff	淬毒1级持续伤害派发	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	100	0	0	0	0	0	0	0	0	-1	-1	-1
5026	定时派发子伤害buff	淬毒2级持续伤害派发	0	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	300	0	0	0	0	0	0	0	0	-1	-1	-1
