Id	MissionType	MissionName	MissionDesc	MissionDoneDesc	FollowText	TargetNpcPosX	TargetNpcPosZ	TargetNpcSceneID	TargetNpcDataID	AccepteNpcPosX	AccepteNpcPosZ	AccepteNpcSceneID	AcceptNpcDataID	CompleteNpcPosX	CompleteNpcPosZ	CompleteNpcSceneID	CompleteNpcDataID	IsAcceptAutoFindPath
115	0	{0}【主】{1}危难	非是出家人不愿出力渡劫，实是本寺大敌当前，不敢耗损功力	$R稍安勿躁，此事并非没有化解的可能。	对话本因方丈：{0}{1}/1	46.58	17.45	20	192	46.58	17.45	20	192	46.58	17.45	20	192	1
116	2	{0}【主】{1}求助	无论四大恶人还是大轮明王均来者不善，后果非小，非本门师叔出来主持大局不可。	阿弥陀佛，此事老衲已知晓，$R来此实乃天意，或可助本寺渡过此劫难。	找枯荣大师：{0}{1}/1	58.52	42.27	20	193	46.58	17.45	20	192	58.52	42.27	20	193	1
117	1	{0}【主】{1}磨练	佛门武功注重修心，否则任你武功再高遇到高手后也会因为心智不够强大而产生诸般幻像，寺外游荡红熊正是你磨练心智的良机。	$R如此刻苦坚忍磨练心智，悟性又很高，很好，很好，将来必是栋梁之才。	除掉红熊：{0}{1}/20	24.21	43.85	20	154	58.52	42.27	20	193	58.52	42.27	20	193	1
118	1	{0}【主】{1}降怪	你除掉红熊，激起了熊王的凶性，恐怕要为祸百姓，$R前去将这畜生一并收服了吧。	熊王被收服，老衲就放心了。大轮明王也快到了，我去安排一下。	除掉熊王：{0}{1}/1	56.52	56.08	20	155	58.52	42.27	20	193	58.52	42.27	20	193	1
119	2	{0}【主】{1}福源	老衲暂时需要闭关修炼一段时间以应对大轮明王，$R先到本因师侄那里看看他有什么需要你做的。	师叔大智大慧，有此安排必然有深意，看来$R福源不浅。	找本因方丈：{0}{1}/1	46.58	17.45	20	192	58.52	42.27	20	193	46.58	17.45	20	192	1
120	1	{0}【主】{1}解困	近日我大理不知为何来了很多藩邦探子，出家人本不该多管闲事，但此事关乎我段氏基业，所以烦请$R代为处理。	看来大理短时间内不会再被他国窥视，一切都要感谢$R仗义出手。	藩邦探子：{0}{1}/20	18.01	6.45	20	152	46.58	17.45	20	192	46.58	17.45	20	192	1
121	4	{0}【主】{1}美景	$R来我天龙寺一直奔走操劳，还没有看过苍山美景，是老衲失礼了。	有风花雪月之称的美景，$R以为如何。	游览苍山美景：{0}{1}/1	25	14	20	192	46.58	17.45	20	192	46.58	17.45	20	192	1
122	1	{0}【主】{1}威胁	明王未到，随从却已先到。他们个个眼露精光，太阳穴高鼓，显是深藏武功，本寺只有我们几个老和尚会些拳脚，这对我们是个不小的威胁。	山雨欲来风满楼，天龙寺百年清誉决不能毁在我们手里。	明王随从：{0}{1}/20	50.49	10.05	20	153	46.58	17.45	20	192	46.58	17.45	20	192	1
123	3	{0}【主】{1}丹药	本寺丹房的存药有限，和明王一战损伤再所难免，天龙寺后山倒有不少名贵草本，$R可否帮忙采几株回来？	多谢$R，我这就让他们拿去加工成药。	采集草药：{0}{1}/1	11	45	20	-1	46.58	17.45	20	192	46.58	17.45	20	192	1
124	5	{0}【主】{1}爬塔	距离枯荣师叔出关还有一段时间，$R不如去见识下我天龙寺的藏经阁，说不定对$R会有些裨益。	阿弥陀佛，$R佛缘非浅，日后定有大造化。	藏经阁2层：{0}{1}/1	-1	-1	-1	-1	46.58	17.45	20	192	46.58	17.45	20	192	1
125	5	{0}【主】{1}重入	$R可愿再进入藏经阁一次？	阿弥陀佛，$R悟性之高，生平仅见。	藏经阁5层：{0}{1}/1	-1	-1	-1	-1	46.58	17.45	20	192	46.58	17.45	20	192	1
126	2	{0}【主】{1}提醒	师叔差不多该出关了，他嘱咐过出关之时叫你前去，有重要的事情交代。	$R到我近身前来。	找枯荣大师：{0}{1}/1	58.52	42.27	20	193	46.58	17.45	20	192	58.52	42.27	20	193	1
127	0	{0}【主】{1}挑衅	大轮明王已到，你在我身边即可，不要妄动。	明王出言威吓，天龙寺便将镇寺之宝双手奉上，成何体统！	聆听对话：{0}{1}/1	58.52	42.27	20	193	58.52	42.27	20	193	58.52	42.27	20	193	1
128	5	{0}【主】{1}比武	既然明王如此说，$R不如下场陪明王切磋切磋	明王既已精通少林七十二绝技，复又精擅大雪山大轮寺武功，当世恐已无敌手。	和鸠摩智比试：{0}{1}/1	58.52	42.27	20	193	58.52	42.27	20	193	58.52	42.27	20	193	1
129	5	{0}【主】{1}参悟	如今只有让$R参悟六脉神剑剑谱，成与不成全看你的造化了。	$R此时真气充沛，经脉顺畅，想是从剑谱中悟得真谛，受益匪浅。	参悟剑谱：{0}{1}/1	58.52	42.27	20	193	58.52	42.27	20	193	58.52	42.27	20	193	1
130	5	{0}【主】{1}焚烧	$R修炼六脉神剑后可敢再次挑战明王？	既然明王已印证了六脉神剑的精奥，这剑谱也没有留在世上的意义，老衲烧了这图谱就是。	打败鸠摩智：{0}{1}/1	58.52	42.27	20	193	58.52	42.27	20	193	58.52	42.27	20	193	1
131	2	{0}【主】{1}拜服	$R且去问问明王可还有话说。	六脉神剑天下第一，小僧今日得见大开眼界，可惜剑谱被焚烧。	与鸠摩智对话：{0}{1}/1	55.73	41.18	20	194	58.52	42.27	20	193	55.73	41.18	20	194	1
132	5	{0}【主】{1}剑谱	剑谱被焚，$R就是活剑谱，将你带去烧了也是一样的。慕容先生地下有人相伴，可不觉寂寞了！	$R，小僧屈你大驾北来，多有得罪，好生过意不去。	与鸠摩智对话：{0}{1}/1	60.69	49.68	13	197	55.73	41.18	20	194	60.69	49.68	13	197	1
133	0	{0}【主】{1}挟持	可知小僧此举，是何用意？	佛爷好意饶你性命，你偏执迷不悟。只有拿你去慕容先生墓前焚烧。	与鸠摩智对话：{0}{1}/1	60.69	49.68	13	197	60.69	49.68	13	197	60.69	49.68	13	197	1
134	2	{0}【主】{1}寻路	佛爷我许久不来中原，物是人非，已记不得慕容先生的住处了。 你去问问参合庄怎么走？	小店今天不开张，您要是打尖住店请移驾别处吧。	找卢煮：{0}{1}/1	109.33	70.9	13	195	60.69	49.68	13	197	109.33	70.9	13	195	1
135	0	{0}【主】{1}冤屈	我的饭庄都快保不住了，哪里有心思去想叁合庄在哪儿？	哎，这年月没钱没势怎么活啊。	对话卢煮：{0}{1}/1	109.33	70.9	13	195	109.33	70.9	13	195	109.33	70.9	13	195	1
136	2	{0}【主】{1}报答	我看$R穿着打扮也不是一般人，若能保得小店周全，我愿意将本店招牌菜的秘方送给$R以作报答。	我就是郑屠，江湖人称：笑面屠夫，哈哈哈，你找我有什么事吗？	找郑屠：{0}{1}/1	50.58	17.44	21	198	109.33	70.9	13	195	50.58	17.44	21	198	1
137	1	{0}【主】{1}恶奴	哈哈哈，让我放过姓卢的可以，不过先问过我的手下愿不愿意！	大侠饶命，小的有眼不识泰山，这房契我不要了，您放小的一马。	除掉恶奴：{0}{1}/30	62.03	25.2	21	158	50.58	17.44	21	198	50.58	17.44	21	198	1
138	2	{0}【主】{1}搭救	多谢您高抬贵手，以后小的决不敢再去找卢煮的麻烦了。	$R恩同再造，请受我一拜！ 	找卢煮：{0}{1}/1	109.33	70.9	13	195	50.58	17.44	21	198	109.33	70.9	13	195	1
139	2	{0}【主】{1}阿碧	阿碧姐姐住在燕子坞，她最有可能知道叁合庄在哪，恩人去问问她吧。	这位$R要去参合庄，有什么事么？	找阿碧：{0}{1}/1	92.69	67.67	13	196	109.33	70.9	13	195	92.69	67.67	13	196	1
140	0	{0}【主】{1}警惕	参合庄的名字，外边人不会晓得，$R从什么地方听来的？	从这里去燕子坞，走三九水路就到了。	对话阿碧：{0}{1}/1	92.69	67.67	13	196	92.69	67.67	13	196	92.69	67.67	13	196	1
141	2	{0}【主】{1}阿朱	府上的事全由阿朱姐姐做主，$R可到燕子坞寻找阿朱姐姐再做定夺，大和尚就由我先在这里伺候着。	是阿碧那丫头告诉$R的吧，要不一般人可不识得这里。	找阿朱：{0}{1}/1	60.76	51.64	21	200	92.69	67.67	13	196	60.76	51.64	21	200	1
142	0	{0}【主】{1}烦恼	这么说那鸠摩智未必是真心来送剑谱，再说焚烧活人也太过残忍，出家人怎能如此！	如果没什么事$R尽可放心待在此地，量那蕃僧一时半会也找不到这里。	对话阿朱：{0}{1}/1	60.76	51.64	21	200	60.76	51.64	21	200	60.76	51.64	21	200	1
143	3	{0}【主】{1}美食	江南此时的水红菱最是可口，浅水边就有很多，$R可不要错过机会。	怎么样，我没有骗你吧，阿碧最爱吃红菱，她要是在就好了。	采集红菱：{0}{1}/1	46.17	43.74	21	-1	60.76	51.64	21	200	60.76	51.64	21	200	1
144	5	{0}【主】{1}伪装	我一直怀疑有人假冒我们公子为非作歹，$R可愿陪我去燕子坞副本查个明白。	我敢断定他们都是假冒的，居然连邓大哥他们也一并假冒了，真是做的天衣无缝，不是自家人根本识破不了。	燕子坞副本：{0}{1}/1	60.76	51.64	21	200	60.76	51.64	21	200	60.76	51.64	21	200	1
145	5	{0}【主】{1}宝贝	人虽然是假的，但他们私藏的玄铁石是好东西，我来教你怎么用这宝贝。	照我说的方法你会更强的，以后捡到这东西可不能乱丢。	对话阿朱：{0}{1}/1	60.76	51.64	21	200	60.76	51.64	21	200	60.76	51.64	21	200	1
146	2	{0}【主】{1}告知	$R去问问管家老黄，看看公子爷回来了没有，有人冒充之事得让他早点知道为好。	阿朱托付的人，自然是信得过的人。我这里来了好几拨人，把府上闹得鸡犬不宁，我正不知如何是好。	找老黄：{0}{1}/1	8.44	55.49	21	201	60.76	51.64	21	200	8.44	55.49	21	201	1
147	0	{0}【主】{1}演戏	公子爷和几位大爷都不在家，我这把老骨头对他们是无可奈何啊。	我虽然是慕容家的管家，但并不懂得武功，这些人到这里又吃又闹，我一点办法也没有。	对话老黄：{0}{1}/1	8.44	55.49	21	201	8.44	55.49	21	201	8.44	55.49	21	201	1
148	1	{0}【主】{1}出手	最可恶的就是秦家寨这些家伙，我顶撞了他们几句，就把我打了一顿，哎呦。	多亏$R来了，不然我这顿打是白挨了。我们公子爷也不知道什么时候能回来。	秦家寨弟子：{0}{1}/30	17.92	55.37	21	156	8.44	55.49	21	201	8.44	55.49	21	201	1
149	2	{0}【主】{1}教训	我看这些青城派的也不是什么好东西，不说话时活像个僵尸似的，看着就晦气，阿朱酿的玫瑰花露都让他们打碎了。	太痛快了，公子爷回来我也可以有个交代了，多谢$R出手。	青城弟子：{0}{1}/30	21.7	19.68	21	157	8.44	55.49	21	201	8.44	55.49	21	201	1
150	5	{0}【主】{1}神兽	$R帮了老夫这么大的忙，老夫无以为报。我这里养了不少珍兽，$R去选一只	$R慧眼，这只珍兽真的很不错，跟着$R也算是它的造化。	抽取伙伴：{0}{1}/1	8.44	55.49	21	201	8.44	55.49	21	201	8.44	55.49	21	201	1
151	1	{0}【主】{1}暂避	$R教训了这两拨人，恐怕姚伯当和司马林不会善罢甘休，他们都不是好惹的主，$R要不先回阿朱那里避一避。	$R不顾自己安危，解救听香水榭之围，阿朱感激万分。	找阿朱：{0}{1}/1	60.76	51.64	21	200	8.44	55.49	21	201	60.76	51.64	21	200	1
152	0	{0}【主】{1}澄清	这么躲下去也不是办法，再说也不能让他们小瞧了燕子坞的人。	包三哥武功高强，就算说不通也不怕他们动手。	和阿朱交谈：{0}{1}/1	60.76	51.64	21	200	60.76	51.64	21	200	60.76	51.64	21	200	1
153	5	{0}【主】{1}燕子坞	就让包三哥和$R一起去吧，谅他们也不敢造次。	这件事总算有个了结了，这些江湖人也真是的，公子爷怎么会去杀他们的人，荒谬。	通关副本：{0}{1}/1	60.76	51.64	21	200	60.76	51.64	21	200	60.76	51.64	21	200	1
154	1	{0}【主】{1}同门	阿碧用飞鸽送来书信，吐蕃和尚已经走了，而且$R的同门似乎正在寻找$R。	听说$R在燕子坞打败假公子爷还教训了闯入听香水榭的人，真让人惊喜。	找阿碧：{0}{1}/1	92.69	67.67	13	196	60.76	51.64	21	200	92.69	67.67	13	196	1
155	1	{0}【主】{1}门派	$R，你门派的人正在找你，似乎有什么重要的事情。	$R总算来了，本门发生了重大事情。	找门派接引人：{0}{1}/1	98.08	52.84	13	319	92.69	67.67	13	196	98.08	52.84	13	319	1
156	0	{0}【主】{1}报仇	自从你下山后家师一直挂念你，一直也没有你的音信，他老人家很担心。	你找到线索就来这里找我，我会在这里一直等着。	门派接引人：{0}{1}/1	98.08	52.84	13	319	98.08	52.84	13	319	98.08	52.84	13	319	1
157	5	{0}【主】{1}历练	除了找寻线索外，师傅还交代了一些任务，这些任务都是作为你日常历练的内容。	很好，师傅他老人家知道了一定会很高兴的。	完成门派任务：{0}{1}/1	-1	-1	-1	-1	98.08	52.84	13	319	98.08	52.84	13	319	1
158	1	{0}【主】{1}秘笈	我听说有个叫琅嬛玉洞的地方收集着天下武学典籍，莫非我们的秘笈也被这琅嬛玉洞的主人收藏了，就算不是也要弄个清楚。	好大的胆子竟敢擅闯我曼陀山庄，来人给我拉下去砍掉双脚做花肥。	找王夫人：{0}{1}/1	24.98	52.66	9	217	98.08	52.84	13	319	24.98	52.66	9	217	1
159	2	{0}【主】{1}花肥	不去做花肥也行，你替我去找些花肥来。	我这满园的茶花，这点花肥怎么够。	除掉宵小：{0}{1}/40	54.17	32.03	9	161	24.98	52.66	9	217	24.98	52.66	9	217	1
160	2	{0}【主】{1}免罚	你再去杀几个强盗，就免去砍你双脚之罚	身手还不错，杀了你确实有点可惜。	除掉强盗：{0}{1}/40	23.21	44.27	9	163	24.98	52.66	9	217	24.98	52.66	9	217	1
161	0	{0}【主】{1}寻找	你到我曼陀山庄来做什么？	不管你有什么理由，琅嬛玉洞都是不能让外人进入的。	与王夫人对话：{0}{1}/1	24.98	52.66	9	217	24.98	52.66	9	217	24.98	52.66	9	217	1
162	1	{0}【主】{1}琅嬛	看在你为师门奔走操劳的情份上，我破例让你见见小女，她虽不会武功但天下武功可说是烂熟于心，说不定可以帮你的忙。	$R是从外面来的么，我怎么从来没见过你？	找王语嫣：{0}{1}/1	12.08	33.57	9	218	24.98	52.66	9	217	12.08	33.57	9	218	1
163	0	{0}【主】{1}外界	我从来没出去过，这里也难得有外人来，外面的事情一点也不知，$R能给我讲讲么？	少林寺百年名刹自然明辨是非，就怕表哥脾气上来，和人动起手恐怕沾不到便宜，真是担心。	与王语嫣对话：{0}{1}/1	12.08	33.57	9	218	12.08	33.57	9	218	12.08	33.57	9	218	1
164	2	{0}【主】{1}招式	你看我光顾着自说自话了。 $R可否将本门武功演示一二给我看看。	$R武功精湛，动作行云流水，若勤加练习定能炉火纯青。	打木桩：{0}{1}/1	16.14	36.15	9	220	12.08	33.57	9	218	12.08	33.57	9	218	1
165	1	{0}【主】{1}丐帮	$R所说的武功秘笈我在琅嬛玉洞中未曾见过。不如$R找丐帮的人打听一下，若论消息灵通，丐帮可是天下第一。	在下丐帮执法长老白世镜，不知$R有何指教。	找白世镜：{0}{1}/1	35.44	8.01	9	219	12.08	33.57	9	218	35.44	8.01	9	219	1
166	2	{0}【主】{1}剿匪	我赶往无锡分舵途中，遇到了大量马贼抢劫财物，无奈我势单力薄，不能将这些祸害一一杀尽，$R可愿助我？	$R身手不凡，贵派能培养出$R如此新秀，真是可喜可贺。	除掉马贼：{0}{1}/40	18.88	25.72	9	162	35.44	8.01	9	219	35.44	8.01	9	219	1
167	3	{0}【主】{1}遗失	糟糕，我身上的书信定是在之前的打斗中失落在某个地方了。此书信事关重大，$R可否帮忙找寻一下。	正是此信，多谢$R。	找到书信：{0}{1}/1	23.21	44.27	9	163	35.44	8.01	9	219	35.44	8.01	9	219	1
168	0	{0}【主】{1}蹊跷	$R，可否将本门发生的事详细说来，能帮上忙，丐帮上下义不容辞。	希望乔帮主此次能查明真相，为我丐帮讨回一个公道。	与白世镜对话：{0}{1}/1	35.44	8.01	9	219	35.44	8.01	9	219	35.44	8.01	9	219	1
169	1	{0}【主】{1}同行	我还有其他要事不能陪同$R赶往本帮，不过吕长老他们此刻正在杏子林，你去那里找他吧	在下正是丐帮吕章，白长老已经飞鸽传书与我说明$R来意。	找吕长老：{0}{1}/1	49.52	10.66	26	221	35.44	8.01	9	219	49.52	10.66	26	221	1
170	2	{0}【主】{1}平乱	丐帮此刻正处于大危机中，宋奚陈吴四长老误信人言，图谋叛乱。	其实大部分兄弟还是相信乔帮主的，一定是有人在暗中策划挑拨。	丐帮叛徒：{0}{1}/50	36.95	4.95	26	164	49.52	10.66	26	221	49.52	10.66	26	221	1
171	1	{0}【主】{1}帮主	$R帮忙平乱，丐帮上下十分感激， 乔帮主正在前面处理帮务，请$R过去相谈。	哈哈，洱海小别，$R的武功又似精进了不少。	找乔峰：{0}{1}/1	57.48	27.68	26	222	49.52	10.66	26	221	57.48	27.68	26	222	1
172	0	{0}【主】{1}不解	乔某兢兢业业治理丐帮，万没想到今日属下会图谋反我，真是让人想不通。	愚兄倒没有想到这一节，还是$R心思缜密。	与乔峰对话：{0}{1}/1	57.48	27.68	26	222	57.48	27.68	26	222	57.48	27.68	26	222	1
173	2	{0}【主】{1}御敌	眼下有大批西夏武士在驻扎在此地，对我大宋图谋不轨，我已命令丐帮弟子全力抵御，请$R助我一臂之力。	这样打下去不是办法，对方兵力充足我们一时难以取胜，古语有云擒贼先擒王。	西夏武士：{0}{1}/50	40.25	40.56	26	165	57.48	27.68	26	222	57.48	27.68	26	222	1
174	1	{0}【主】{1}擒王	对方大将是西夏将军赫连铁树，我曾与他多次交手，此人诡计多端，小心为上。	乔峰让你捎了什么话来？	找赫连铁树：{0}{1}/1	57.07	52.47	26	223	57.48	27.68	26	222	57.07	52.47	26	223	1
175	0	{0}【主】{1}拉拢	我西夏勇士前来是朝见宋朝之主，你们刀剑相向，这岂是待客之礼。	今天就让你见识见识我西夏一品堂的厉害。	与赫连铁树对话：{0}{1}/1	57.07	52.47	26	223	57.07	52.47	26	223	57.07	52.47	26	223	1
176	2	{0}【主】{1}高手	你今天若能在我西夏一品堂高手手下活命，我就退兵不再为难丐帮，$R一言可决。	哼，一帮废物。 我西夏一品堂的面子都给丢尽了。	一品堂高手：{0}{1}/50	23.91	43	26	166	57.07	52.47	26	223	57.07	52.47	26	223	1
177	1	{0}【主】{1}恐吓	你回去转告乔峰，一品堂早晚会将中原各大门派打的七零八落，哈哈哈	若让他们得逞，日后定会引兵犯界，长驱直入。	找乔峰：{0}{1}/1	57.48	27.68	26	222	57.07	52.47	26	223	57.48	27.68	26	222	1
178	5	{0}【主】{1}劲敌	这赫连铁树端得狡猾，他边撤兵边派出高手来挑衅中原各派，有叫李延宗的高手已经连挫几名丐帮好手，$R可愿去会会他。	除去此劲敌，一品堂再不敢轻易出手对付各大门派，$R大功一件。	除掉李延宗：{0}{1}/1	-1	-1	-1	-1	57.48	27.68	26	222	57.48	27.68	26	222	1
179	5	{0}【主】{1}宝石	我刚才从几个一品堂的人身上搜到了一些好东西，其中一件我想你一定喜欢，你猜猜是什么？	宝石可以提升装备属性，还可以反复使用，我听帮里的长老说等级越高效果越好，以后你可以试试。	镶嵌宝石：{0}{1}/1	57.48	27.68	26	222	57.48	27.68	26	222	57.48	27.68	26	222	1
180	1	{0}【主】{1}身世	这里的事情忙的差不多了。我要赶往少室山去查明我的身世，此地离无锡不远你先到那里等我。	这种时候$R怎么还敢和乔峰走的这么近，难道你没听到江湖上的传闻吗？	找鲍千灵：{0}{1}/1	60.24	15.4	22	322	57.48	27.68	26	222	60.24	15.4	22	322	1
181	0	{0}【主】{1}争辩	不怕$R笑话，乔帮主曾经救过我的命，不过此次事关重大，若乔峰真是契丹人，那我不能站在他一边。	$R，民族大义为重，你要三思而行。	对话鲍千灵：{0}{1}/1	60.24	15.4	22	322	60.24	15.4	22	322	60.24	15.4	22	322	1
182	2	{0}【主】{1}怒气	$R若不信可去打听打听，是否只我一人如此说法。	鲍千灵绝非信口雌黄，却有此事，哎，枉我快刀祁六还当他是条好汉。	找祁六：{0}{1}/1	46.71	45.35	22	323	60.24	15.4	22	322	46.71	45.35	22	323	1
183	2	{0}【主】{1}求证	湘东向望海向大爷也为此事而来，$R也可求证于他。	乔峰这厮一向名头很大，假仁假义，倒给他骗了不少人，哪想得到竟会干出这样滔天的罪行来。	找向望海：{0}{1}/1	53.38	70.27	22	324	46.71	45.35	22	323	53.38	70.27	22	324	1
184	0	{0}【主】{1}神医	我们都收到了薛神医的英雄帖赶往此地，$R也接到了英雄帖么？	江湖上近来除了乔峰行恶之外，也没别的什么大事了。	对话向望海：{0}{1}/1	53.38	70.27	22	324	53.38	70.27	22	324	53.38	70.27	22	324	1
185	2	{0}【主】{1}发帖	$R不如亲自去找薛神医问个明白。	老夫发的是无名帖，帖上不署宾客姓名，见者有份，只要是武林中人一概欢迎。	找薛神医：{0}{1}/1	9.58	35.14	22	325	53.38	70.27	22	324	9.58	35.14	22	325	1
186	0	{0}【主】{1}聚众	乔峰这厮乃契丹狗种，就算他大仁大义，咱们也当将他除了，何况他恶性已显，为祸日烈。	武林的朋友也都到得差不多了，乔峰若敢来定叫他插翅难飞。	对话薛神医：{0}{1}/1	9.58	35.14	22	325	9.58	35.14	22	325	9.58	35.14	22	325	1
187	2	{0}【主】{1}送信	咱们明人不做暗事，既然是要杀他，需让他明明白白，有劳$R通知乔峰，我等在聚贤庄等他。	感谢$R来通知我，那些无知小人对我乔某造谣诬蔑，倒是不难，要出手伤我，未必有这么容易。	找乔峰：{0}{1}/1	16.67	13.81	22	326	9.58	35.14	22	325	16.67	13.81	22	326	1
188	0	{0}【主】{1}奇冤	我乔峰自踏入江湖以来，只有为友所敬、为敌所惧，哪有像这几日中如此受人轻贱卑视！	一日之中，我竟身遭杀父、杀母、杀师这三件奇冤！老天待我太也不公！	对话乔峰：{0}{1}/1	16.67	13.81	22	326	16.67	13.81	22	326	16.67	13.81	22	326	1
189	2	{0}【主】{1}续命	阿朱身受重伤，连日来靠着我输入内力替她续命，也维持不了多少日，你去看看她吧。	乔大哥，每给我渡一次气，自己的内力便消减一次，练武功之人，真气内力是第一要紧的东西，我真不想这样下去。	找阿朱：{0}{1}/1	24.42	13.83	22	327	16.67	13.81	22	326	24.42	13.83	22	327	1
190	1	{0}【主】{1}犯险	乔大哥宅心仁厚，不愿伤了武林同道，但此去势必凶险，我有个不情之请望$R答应。	都是因为我乔大哥才犯险，我该如何报答他的恩情。	除掉刀客：{0}{1}/50	57.64	58.27	22	169	24.42	13.83	22	327	24.42	13.83	22	327	1
191	1	{0}【主】{1}担忧	薛神医邀请来的好手不少，他们这么多人一起围攻乔大哥一个，就算他武功了得也难免受伤。	那些人要如$R一般明事理就好了。汉人和契丹人又有何分别呢，契丹人中也有好人，汉人中也有坏人。	除掉剑客：{0}{1}/60	25.92	72.03	22	168	24.42	13.83	22	327	24.42	13.83	22	327	1
192	0	{0}【主】{1}托付	薛神医真的有传说的那么高明么，什么死人也能医活，我看多半是假的。	我若真的熬不过这一关，以后谁来照顾乔大哥呢？其实他内心很苦，很是可怜。	对话阿朱：{0}{1}/1	24.42	13.83	22	327	24.42	13.83	22	327	24.42	13.83	22	327	1
193	1	{0}【主】{1}埋伏	游氏双雄必定在庄子内安排了大量的家丁埋伏，就算乔大哥到时有抽身退走之意，恐怕也难上加难了。	能否全身而退，一切听天由命了，老天保佑乔大哥平安无事。	除掉家丁：{0}{1}/60	21.61	33.83	22	170	24.42	13.83	22	327	24.42	13.83	22	327	1
194	2	{0}【主】{1}牵挂	我还是担心乔大哥有个三长两短的，$R能不能帮我劝劝他，就算阿朱只有几日的命，能和他在一起也知足了。	阿朱姑娘如此说，我更加不能不顾她的生死。	找乔峰：{0}{1}/1	16.67	13.81	22	326	24.42	13.83	22	327	16.67	13.81	22	326	1
195	5	{0}【主】{1}杀戮	既然他们不分青红皂白，一切都算在我的帐上，却又如何？$R可敢与我闯一闯这龙潭虎穴。	我果然没有看错$R，今后我与$R有福同享有难同当，如违誓言，血溅当场。	聚贤庄副本：{0}{1}/1	-1	-1	-1	-1	16.67	13.81	22	326	16.67	13.81	22	326	1
196	2	{0}【主】{1}医治	今日我乔峰造了许多杀孽，无言再面对武林同道，我打算去雁门关的石碑看看，请$R照顾阿朱姑娘平安周全。	我可以答应救治这位姑娘，但$R也要应允我一件事。	找薛神医：{0}{1}/1	9.58	35.14	22	325	16.67	13.81	22	326	9.58	35.14	22	325	1
197	2	{0}【主】{1}和尚	我曾答应一个僧人替他医病，他传我一套少林绝技，可是眼下出了这么大的事情，我恐怕不能践约了。	什么这混小子不来了？ 那我的病谁来治啊，气死我了，看我见了他不把他胡子都拔光。	找灵隐和尚：{0}{1}/1	55.87	15.5	15	320	9.58	35.14	22	325	55.87	15.5	15	320	1
198	5	{0}【主】{1}吃肉	娃娃我看你不错，留下来陪我玩玩，我好几天没吃肉了，你能不能给我弄点来？	恩，这老虎肉真不错，拿来烤着吃一定是很香的。	找老虎肉：{0}{1}/1	47.96	15.45	15	172	55.87	15.5	15	320	55.87	15.5	15	320	1
199	0	{0}【主】{1}无趣	寺里的和尚都呆头呆脑，一本正经的，无趣！无趣！	我想起来了， 我好像本是姓赵的。	对话灵隐：{0}{1}/1	55.87	15.5	15	320	55.87	15.5	15	320	55.87	15.5	15	320	1
200	1	{0}【主】{1}寻乐	每日烦了我就和少林寺的铜人玩，它们不说话，也不知道疼，打起来很过瘾，你也试试？	怎么样，我没骗你吧？不知道扫地老僧在不在附近，和他打更过瘾。	打少林铜人：{0}{1}/60	40.27	28.12	15	171	55.87	15.5	15	320	55.87	15.5	15	320	1
201	2	{0}【主】{1}玄慈	娃娃你帮我个忙，你去找玄慈老小子说说情，让我下山一日半日的，好不好？	阿弥陀佛，想不到施主竟遇到了师叔，他和你说了什么？	找玄慈：{0}{1}/1	37.49	18.1	15	321	55.87	15.5	15	320	37.49	18.1	15	321	1
202	0	{0}【主】{1}秘密	我佛慈悲，灵隐师叔业障未消，我等后辈只能将他困在此处。	此间推测实无根据，$R要守诺保守秘密才是。	对话玄慈：{0}{1}/1	37.49	18.1	15	321	37.49	18.1	15	321	37.49	18.1	15	321	1
203	2	{0}【主】{1}疯癫	师叔一会疯癫一会正常，还是看着他为妙。他要什么先答应着他吧，只是不能让他下山。	怎么样，怎么样，玄慈答应了吗？	找灵隐：{0}{1}/1	55.87	15.5	15	320	37.49	18.1	15	321	55.87	15.5	15	320	1
204	5	{0}【主】{1}喝酒	除了下山其他都答应？ 那我要喝酒， 我看那边几个星宿弟子身上都带着酒葫芦，你去帮我弄来，咱俩一起喝。	怎么才这么点，都给我吧，我自己一个人都嫌不够。 	找酒葫芦：{0}{1}/1	14.62	42.73	15	173	55.87	15.5	15	320	55.87	15.5	15	320	1
205	2	{0}【主】{1}帮派	看在你帮我找酒的份上，我推荐你去见一个人，他是年轻时的酒友，威望很高。你去苏州找他吧	原来四皇子还活着，真是太好了，他还记得我。	找帮派管理员：{0}{1}/1	40.36	40.22	13	214	55.87	15.5	15	320	40.36	40.22	13	214	1
206	5	{0}【支】{1}入帮	$R天庭饱满，气宇不凡，是做个大事的人，但一个人的力量终究有限，要在江湖上立足，没有自己的组织是不行的。	呵呵，$R好好发展，说不定我以后就仰仗$R了。	建帮/入帮：{0}{1}/1	40.36	40.22	13	214	40.36	40.22	13	214	40.36	40.22	13	214	1
207	5	{0}【主】{1}日常	你师门派人送来信，让我督促你多加磨练，依我看日常任务是个不错的选择。	以后每天没事做就去做做日常吧。	日常任务：{0}{1}/5	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
208	1	{0}【主】{1}人质	圣使，段公子已经放了，还望圣使在童姥面前给属下美言几句。	你……你就是圣使？我怎么觉得你很面熟。	找段誉：{0}{1}/1	48.49	55.35	2	33	51.77	53.41	2	35	48.49	55.35	2	33	1
