Id	Desc	Name	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SortId	CompoundType	CompondLevel	MaxStorageCount	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	Exp	IsCanConsign	IsCanCangKu	IsCanQianKunDai	IsCanBatchUse	IsNeedAddRemind
16550	职业橙套丐帮手腕(100)4阶	丐帮排云腕·4阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16558	职业橙套丐帮手腕(80)5阶	丐帮亢龙腕·5阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16559	职业橙套丐帮手腕(90)5阶	丐帮龙战腕·5阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16560	职业橙套丐帮手腕(100)5阶	丐帮排云腕·5阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16570	职业橙套丐帮手腕(100)6阶	丐帮排云腕·6阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16580	职业橙套丐帮手腕(100)7阶	丐帮排云腕·7阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16590	职业橙套丐帮手腕(100)8阶	丐帮排云腕·8阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16600	职业橙套丐帮手腕(100)9阶	丐帮排云腕·9阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16610	职业橙套丐帮手腕(100)10阶	丐帮排云腕·10阶	shoutao08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	5	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_HuWan	0.005	-1	0	0	1	1	0	1	0
16618	职业橙套丐帮武器(80)1阶	丐帮亢龙·1阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16619	职业橙套丐帮武器(90)1阶	丐帮龙战·1阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16620	职业橙套丐帮武器(100)1阶	丐帮排云·1阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16621	VIP丐帮武器(90)1阶	丐帮降龙·1阶	wenhao	中宵自入定，非是欲降龙	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16628	职业橙套丐帮武器(80)2阶	丐帮亢龙·2阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16629	职业橙套丐帮武器(90)2阶	丐帮龙战·2阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16630	职业橙套丐帮武器(100)2阶	丐帮排云·2阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16631	VIP丐帮武器(90)2阶	丐帮降龙·2阶	wenhao	中宵自入定，非是欲降龙	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16638	职业橙套丐帮武器(80)3阶	丐帮亢龙·3阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16639	职业橙套丐帮武器(90)3阶	丐帮龙战·3阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16640	职业橙套丐帮武器(100)3阶	丐帮排云·3阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16641	VIP丐帮武器(90)3阶	丐帮降龙·3阶	wenhao	中宵自入定，非是欲降龙	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16648	职业橙套丐帮武器(80)4阶	丐帮亢龙·4阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16649	职业橙套丐帮武器(90)4阶	丐帮龙战·4阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16650	职业橙套丐帮武器(100)4阶	丐帮排云·4阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16651	VIP丐帮武器(90)4阶	丐帮降龙·4阶	wenhao	中宵自入定，非是欲降龙	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16658	职业橙套丐帮武器(80)5阶	丐帮亢龙·5阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16659	职业橙套丐帮武器(90)5阶	丐帮龙战·5阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16660	职业橙套丐帮武器(100)5阶	丐帮排云·5阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16661	VIP丐帮武器(90)5阶	丐帮降龙·5阶	wenhao	中宵自入定，非是欲降龙	1	1	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16670	职业橙套丐帮武器(100)6阶	丐帮排云·6阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16680	职业橙套丐帮武器(100)7阶	丐帮排云·7阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16690	职业橙套丐帮武器(100)8阶	丐帮排云·8阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16700	职业橙套丐帮武器(100)9阶	丐帮排云·9阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16710	职业橙套丐帮武器(100)10阶	丐帮排云·10阶	wenhao	醉卧江湖君莫笑，纵死犹闻侠骨香	1	1	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	0	1	1	0	1	0
16718	职业橙套丐帮饰品1(80)1阶	丐帮亢龙坠·1阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16719	职业橙套丐帮饰品1(90)1阶	丐帮龙战坠·1阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16720	职业橙套丐帮饰品1(100)1阶	丐帮排云坠·1阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16721	VIP丐帮饰品1(90)1阶	丐帮降龙坠·1阶	shipin08	中宵自入定，非是欲降龙	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16728	职业橙套丐帮饰品1(80)2阶	丐帮亢龙坠·2阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16729	职业橙套丐帮饰品1(90)2阶	丐帮龙战坠·2阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16730	职业橙套丐帮饰品1(100)2阶	丐帮排云坠·2阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16731	VIP丐帮饰品1(90)2阶	丐帮降龙坠·2阶	shipin08	中宵自入定，非是欲降龙	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16738	职业橙套丐帮饰品1(80)3阶	丐帮亢龙坠·3阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16739	职业橙套丐帮饰品1(90)3阶	丐帮龙战坠·3阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16740	职业橙套丐帮饰品1(100)3阶	丐帮排云坠·3阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16741	VIP丐帮饰品1(90)3阶	丐帮降龙坠·3阶	shipin08	中宵自入定，非是欲降龙	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16748	职业橙套丐帮饰品1(80)4阶	丐帮亢龙坠·4阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16749	职业橙套丐帮饰品1(90)4阶	丐帮龙战坠·4阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16750	职业橙套丐帮饰品1(100)4阶	丐帮排云坠·4阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16751	VIP丐帮饰品1(90)4阶	丐帮降龙坠·4阶	shipin08	中宵自入定，非是欲降龙	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16758	职业橙套丐帮饰品1(80)5阶	丐帮亢龙坠·5阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16759	职业橙套丐帮饰品1(90)5阶	丐帮龙战坠·5阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16760	职业橙套丐帮饰品1(100)5阶	丐帮排云坠·5阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16761	VIP丐帮饰品1(90)5阶	丐帮降龙坠·5阶	shipin08	中宵自入定，非是欲降龙	1	7	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16770	职业橙套丐帮饰品1(100)6阶	丐帮排云坠·6阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16780	职业橙套丐帮饰品1(100)7阶	丐帮排云坠·7阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16790	职业橙套丐帮饰品1(100)8阶	丐帮排云坠·8阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16800	职业橙套丐帮饰品1(100)9阶	丐帮排云坠·9阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16810	职业橙套丐帮饰品1(100)10阶	丐帮排云坠·10阶	shipin08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	7	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	0	1	1	0	1	0
16818	职业橙套丐帮饰品2(80)1阶	丐帮亢龙戒·1阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16819	职业橙套丐帮饰品2(90)1阶	丐帮龙战戒·1阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16820	职业橙套丐帮饰品2(100)1阶	丐帮排云戒·1阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16828	职业橙套丐帮饰品2(80)2阶	丐帮亢龙戒·2阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16829	职业橙套丐帮饰品2(90)2阶	丐帮龙战戒·2阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16830	职业橙套丐帮饰品2(100)2阶	丐帮排云戒·2阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16838	职业橙套丐帮饰品2(80)3阶	丐帮亢龙戒·3阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16839	职业橙套丐帮饰品2(90)3阶	丐帮龙战戒·3阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16840	职业橙套丐帮饰品2(100)3阶	丐帮排云戒·3阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16848	职业橙套丐帮饰品2(80)4阶	丐帮亢龙戒·4阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16849	职业橙套丐帮饰品2(90)4阶	丐帮龙战戒·4阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16850	职业橙套丐帮饰品2(100)4阶	丐帮排云戒·4阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16858	职业橙套丐帮饰品2(80)5阶	丐帮亢龙戒·5阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	80	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16859	职业橙套丐帮饰品2(90)5阶	丐帮龙战戒·5阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	90	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16860	职业橙套丐帮饰品2(100)5阶	丐帮排云戒·5阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16870	职业橙套丐帮饰品2(100)6阶	丐帮排云戒·6阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16880	职业橙套丐帮饰品2(100)7阶	丐帮排云戒·7阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16890	职业橙套丐帮饰品2(100)8阶	丐帮排云戒·8阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16900	职业橙套丐帮饰品2(100)9阶	丐帮排云戒·9阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
16910	职业橙套丐帮饰品2(100)10阶	丐帮排云戒·10阶	jiezhi08	醉卧江湖君莫笑，纵死犹闻侠骨香	1	8	1	5	100	200	1	2	1	20	0	1	4	100	-1	-1	999	5	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	1	1	0	1	0
18100	新手装少林头部(1)	少林新手帽	maozi01	以禅入武，习武修禅	1	2	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_MaoZi	0.005	-1	0	3	1	1	0	1	0
18200	新手装少林上衣(1)	少林新手衣	shangyi_shaolin_10	以禅入武，习武修禅	1	3	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_YiFu	0.005	-1	0	3	1	1	0	1	0
18300	新手装少林下衣(1)	少林新手裤	kuzi01	以禅入武，习武修禅	1	4	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_KuZi	0.005	-1	0	3	1	1	0	1	0
18400	新手装少林鞋子(1)	少林新手靴	xiezi01	以禅入武，习武修禅	1	6	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_XieZi	0.005	-1	0	3	1	1	0	1	0
18500	新手装少林手腕(1)	少林新手腕	shoutao01	以禅入武，习武修禅	1	5	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_HuWan	0.005	-1	0	3	1	1	0	1	0
18600	新手装少林武器(1)	少林新手棍	wuqi_shaolin_10	以禅入武，习武修禅	1	1	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	3	1	1	0	1	0
18700	新手装少林饰品1(1)	少林新手吊坠	shipin_01	以禅入武，习武修禅	1	7	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	3	1	1	0	1	0
18800	新手装少林饰品2(1)	少林新手戒指	jiezhi_01	以禅入武，习武修禅	1	8	1	1	1	200	0	2	1	2	0	1	0	2000	-1	-1	999	1	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	3	1	1	0	1	0
19100	新手装天山头部(1)	天山新手帽	maozi01	阵云朝晦天山，寒沙夕涨迷城	1	2	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_MaoZi	0.005	-1	0	3	1	1	0	1	0
19200	新手装天山上衣(1)	天山新手衣	shangyi_tianshan_10	阵云朝晦天山，寒沙夕涨迷城	1	3	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_YiFu	0.005	-1	0	3	1	1	0	1	0
19300	新手装天山下衣(1)	天山新手裤	kuzi01	阵云朝晦天山，寒沙夕涨迷城	1	4	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_KuZi	0.005	-1	0	3	1	1	0	1	0
19400	新手装天山鞋子(1)	天山新手靴	xiezi01	阵云朝晦天山，寒沙夕涨迷城	1	6	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_XieZi	0.005	-1	0	3	1	1	0	1	0
19500	新手装天山手腕(1)	天山新手腕	shoutao01	阵云朝晦天山，寒沙夕涨迷城	1	5	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_HuWan	0.005	-1	0	3	1	1	0	1	0
19600	新手装天山武器(1)	天山新手刺	wuqi_tianshan_10	阵云朝晦天山，寒沙夕涨迷城	1	1	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_WuQi_TianShan	0.005	-1	0	3	1	1	0	1	0
19700	新手装天山饰品1(1)	天山新手吊坠	shipin_01	阵云朝晦天山，寒沙夕涨迷城	1	7	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_ShiPin	0.005	-1	0	3	1	1	0	1	0
19800	新手装天山饰品2(1)	天山新手戒指	jiezhi_01	阵云朝晦天山，寒沙夕涨迷城	1	8	1	1	1	200	0	2	1	2	0	1	1	2000	-1	-1	999	1	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	3	1	1	0	1	0
20100	新手装逍遥头部(1)	逍遥新手帽	maozi01	始知驾鹤乘云外，别有逍遥地上仙	1	2	1	1	1	200	0	2	1	2	0	1	3	2000	-1	-1	999	1	-1	-1	DiaoLuo_MaoZi	0.005	-1	0	3	1	1	0	1	0
