Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	CombatNPC	MissionNpcFlag
109	聚贤庄副本-单人-困难-玄难小怪	178	少林弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	29	2	1	0
110	聚贤庄副本-单人-挑战-玄难小怪	178	少林弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	30	2	1	0
111	聚贤庄副本-队伍-简单-玄难小怪	178	少林弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	31	2	1	0
112	聚贤庄副本-队伍-困难-玄难小怪	178	少林弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	32	2	1	0
113	聚贤庄副本-队伍-挑战-玄难小怪	178	少林弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	33	2	1	0
114	聚贤庄副本-单人-简单-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	28	2	1	0
115	聚贤庄副本-单人-困难-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	29	2	1	0
116	聚贤庄副本-单人-挑战-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	30	2	1	0
117	聚贤庄副本-队伍-简单-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	31	2	1	0
118	聚贤庄副本-队伍-困难-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	32	2	1	0
119	聚贤庄副本-队伍-挑战-向望海小怪	179	江湖宵小	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	33	2	1	0
120	聚贤庄副本-单人-简单-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	28	2	1	0
121	聚贤庄副本-单人-困难-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	29	2	1	0
122	聚贤庄副本-单人-挑战-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	2	100	1	-1	-1	-1	30	2	1	0
123	聚贤庄副本-队伍-简单-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	31	2	1	0
124	聚贤庄副本-队伍-困难-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	32	2	1	0
125	聚贤庄副本-队伍-挑战-白世镜小怪	176	丐帮弟子	1	0	1	0	0	0	200	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	3	100	1	-1	-1	-1	33	2	1	0
126	剑湖宫—副本小怪	80	剑宗弟子	1	0	10	0	0	0	1502	0	0	70	100	70	100	10000	-4000	3000	0	0	0	0	0	2000	375	3	20	3	1	2	3000	2000	-1	2	-1	72	1	-1	-1	-1	-1	2	1	0
127	测试用怪	0	金刚不坏	1	2	200	0	0	-1	3000000	100	0	99999	0	99999	0	0	0	0	0	0	0	0	0	0	375	2	20	5	0	0	3000	2000	-1	2	2	100	1	-1	-1	-1	-1	2	1	0
128	聚贤庄副本-单人-简单-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	28	2	0	0
129	聚贤庄副本-单人-困难-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	29	2	0	0
130	聚贤庄副本-单人-挑战-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	30	2	0	0
131	聚贤庄副本-队伍-简单-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	31	2	0	0
132	聚贤庄副本-队伍-困难-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	32	2	0	0
133	聚贤庄副本-队伍-挑战-蛇	180	毒蟾除	1	0	15	0	0	0	1482	100	0	84	280	84	280	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	33	2	0	0
134	聚贤庄副本-单人-简单-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	28	2	0	0
135	聚贤庄副本-单人-困难-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	29	2	0	0
136	聚贤庄副本-单人-挑战-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	30	2	0	0
137	聚贤庄副本-队伍-简单-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	31	2	0	0
138	聚贤庄副本-队伍-困难-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	32	2	0	0
139	聚贤庄副本-队伍-挑战-蝎	181	毒狼	1	0	17	0	0	0	1760	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	-1	1	197	-1	-1	33	2	0	0
140	聚贤庄副本-单人-简单-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	28	2	0	0
141	聚贤庄副本-单人-困难-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	29	2	0	0
142	聚贤庄副本-单人-挑战-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	30	2	0	0
143	聚贤庄副本-队伍-简单-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	31	2	0	0
144	聚贤庄副本-队伍-困难-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	32	2	0	0
145	聚贤庄副本-队伍-挑战-精钢盾	182	精钢盾	1	0	17	0	0	16	17600	100	0	102	331	102	331	10000	-4000	3000	0	0	0	0	0	1200	0	3	12	5	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	33	2	0	0
146	聚贤庄副本-单人-简单-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	22	2	0	0
147	聚贤庄副本-单人-困难-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	23	2	0	0
148	聚贤庄副本-单人-挑战-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	24	2	0	0
149	聚贤庄副本-队伍-简单-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	25	2	0	0
150	聚贤庄副本-队伍-困难-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	26	2	0	0
151	聚贤庄副本-队伍-挑战-吴长老	154	吴长老	0	0	1	0	0	0	20000	100	0	20	85	0	85	10000	0	5000	0	0	0	0	0	1200	375	8	12	5	0	0	3000	2000	-1	2	-1	-1	1	197	-1	-1	27	2	0	0
152	苍山—野怪	133	藩邦探子	0	0	25	0	0	0	5880	0	0	163	468	163	468	10322	-1840	2092	-895	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	4	162	1	-1	-1	-1	-1	2	1	0
153	苍山—野怪	114	明王随从	0	0	25	1	0	0	5880	0	0	163	468	163	468	10322	-1840	2092	-895	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	4	162	1	-1	-1	-1	-1	2	1	0
154	苍山—野怪	113	红熊	0	0	25	0	0	0	5880	0	0	163	468	163	468	10322	-1840	2092	-895	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	4	162	1	-1	-1	-1	-1	2	0	0
155	苍山—野外BOSS	115	熊王	0	2	25	0	0	0	21550	0	0	171	522	171	522	10322	-1840	2092	-895	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	-1	1620	1	-1	-1	2	-1	2	0	1
156	燕子坞—野怪	110	秦家寨弟子	0	0	30	0	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	0	-1	-1	-1	-1	2	1	0
157	燕子坞—野怪	134	青城弟子	0	0	30	0	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	1	-1	-1	-1	-1	2	1	0
158	燕子坞—野怪	141	恶奴	0	0	30	1	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	1	-1	-1	-1	-1	2	1	0
159	燕子坞—副本任务BOSS	135	姚伯当	0	2	30	0	0	0	28600	0	0	223	675	223	675	10373	-1710	2132	-847	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1920	1	-1	-1	2	-1	2	1	0
160	燕子坞—副本任务BOSS	116	司马林	0	2	30	1	0	0	28600	0	0	223	675	223	675	10373	-1710	2132	-847	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1920	1	-1	-1	2	-1	2	1	0
161	小镜湖—野怪	361	宵小	0	0	30	0	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	1	-1	-1	-1	-1	2	1	0
162	小镜湖—野怪	110	马贼	0	0	30	0	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	1	-1	-1	-1	-1	2	1	0
163	小镜湖—野怪	136	漕运强盗	0	0	30	0	0	0	8145	0	0	212	610	212	610	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	192	1	-1	-1	-1	-1	2	1	0
164	杏子林—野怪	118	丐帮叛徒	0	0	35	0	0	0	10465	0	0	272	785	272	785	10440	-1543	2185	-784	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	222	1	-1	-1	-1	-1	2	1	0
165	杏子林—野怪	121	西夏武士	0	0	35	0	0	0	10465	0	0	272	785	272	785	10440	-1543	2185	-784	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	222	1	-1	-1	-1	-1	2	1	0
166	杏子林—野怪	122	一品堂高手	0	0	35	1	0	0	10465	0	0	272	785	272	785	10440	-1543	2185	-784	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	5	222	1	-1	-1	-1	-1	2	1	0
167	杏子林—野外BOSS	142	李延宗	0	2	40	0	0	0	47200	0	0	352	1064	352	1064	10512	-1375	2240	-720	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	2520	1	-1	-1	-1	-1	2	1	0
168	聚贤庄—野怪	139	剑客	0	0	40	0	0	0	12811	0	0	336	968	336	968	10512	-1375	2240	-720	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	252	0	-1	-1	-1	-1	2	1	0
169	聚贤庄—野怪	140	刀客	0	0	40	0	0	0	12811	0	0	336	968	336	968	10512	-1375	2240	-720	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	252	0	-1	-1	-1	-1	2	1	0
170	聚贤庄—野怪	141	家丁	0	0	40	1	0	0	12811	0	0	336	968	336	968	10512	-1375	2240	-720	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	252	0	-1	-1	-1	-1	2	1	0
171	少室山—野怪	138	少林铜人	0	0	45	0	0	0	19784	0	0	506	1132	506	1132	10645	-1070	2340	-603	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	282	0	-1	-1	-1	-1	2	1	0
172	少室山—野怪	223	猛虎	0	0	45	0	0	0	19784	0	0	506	1132	506	1132	10645	-1070	2340	-603	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	282	1	-1	-1	-1	-1	2	0	0
173	少室山—野怪	86	星宿弟子	0	0	45	1	0	0	19784	0	0	506	1132	506	1132	10645	-1070	2340	-603	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	6	282	0	-1	-1	-1	-1	2	1	0
174	雁门关—野怪	110	戈壁马匪	0	0	50	0	0	0	38619	0	0	904	2619	904	2619	10789	-779	2444	-478	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	7	312	0	-1	-1	-1	-1	2	1	0
175	雁门关—野怪	85	宋兵	0	0	50	0	0	0	38619	0	0	904	2619	904	2619	10789	-779	2444	-478	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	7	312	0	-1	-1	-1	-1	2	1	0
176	雁门关—野怪	93	荒原豹	0	0	50	1	0	0	38619	0	0	904	2619	904	2619	10789	-779	2444	-478	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	7	312	1	-1	-1	-1	-1	2	0	0
177	敦煌—野怪	125	西夏兵	0	0	60	1	0	0	61468	0	0	1388	4019	1388	4019	11290	94	2787	-69	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	8	372	1	-1	-1	-1	-1	2	1	0
178	敦煌—野怪	124	辽兵	0	0	60	0	0	0	61468	0	0	1388	4019	1388	4019	11290	94	2787	-69	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	8	372	1	-1	-1	-1	-1	2	1	0
179	敦煌—野怪	109	盗贼	0	0	60	0	0	0	61468	0	0	1388	4019	1388	4019	11290	94	2787	-69	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	8	372	1	-1	-1	-1	-1	2	1	0
180	雪原—野怪	119	女真猎手	0	0	70	0	0	0	95200	0	0	1828	5289	1828	5289	11690	661	3037	229	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	9	432	1	-1	-1	-1	-1	2	1	0
181	雪原—野怪	79	冰原狼	0	0	70	1	0	0	95200	0	0	1828	5289	1828	5289	11690	661	3037	229	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	9	432	0	-1	-1	-1	-1	2	0	0
182	雪原—野怪	94	雪豹	0	0	70	0	0	0	95200	0	0	1828	5289	1828	5289	11690	661	3037	229	0	0	0	0	1200	375	3	12	5	1	1	3000	2000	-1	2	9	432	0	-1	-1	-1	-1	2	0	0
183	缥缈峰—野怪	143	玄天部众	0	0	80	1	0	0	138493	0	0	2452	7077	2452	7077	12370	1420	3427	697	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	10	492	0	-1	-1	-1	-1	2	1	0
184	缥缈峰—野怪	144	昊天部众	0	0	80	0	0	0	138493	0	0	2452	7077	2452	7077	12370	1420	3427	697	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	10	492	1	-1	-1	-1	-1	2	1	0
185	缥缈峰—野怪	145	叛乱洞主	0	0	80	0	0	0	138493	0	0	2452	7077	2452	7077	12370	1420	3427	697	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	10	492	1	-1	-1	-1	-1	2	1	0
186	洱海—野怪	78	豺	0	0	5	0	0	0	516	0	0	42	118	42	118	10219	-2101	2010	-990	0	0	0	0	1200	375	2	12	5	1	2	3000	2000	-1	2	-1	42	1	-1	-1	-1	-1	2	0	0
187	洱海—NPC	254	店小二	0	0	1	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	39	2	-1	100	1	-1	-1	-1	-1	2	0	0
188	万劫谷—NPC	255	岳老三	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	41	2	-1	100	1	-1	-1	2	-1	2	0	0
189	万劫谷—NPC	256	刀白凤	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	42	2	-1	100	1	-1	-1	-1	-1	2	0	0
190	万劫谷—NPC	107	叶二娘	0	2	20	0	0	0	14500	0	0	123	374	123	374	10273	-1964	2052	-940	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	-1	220	1	-1	-1	2	-1	2	1	0
191	万劫谷—NPC	117	云中鹤	0	2	20	0	0	0	14500	0	0	123	374	123	374	10273	-1964	2052	-940	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	-1	220	1	-1	-1	2	-1	2	1	0
192	苍山—NPC	257	本因	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	43	2	-1	100	1	-1	-1	-1	-1	2	0	0
193	苍山—NPC	251	枯荣大师	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	44	2	-1	100	1	-1	-1	-1	-1	2	0	0
194	苍山—NPC	258	鸠摩智	0	2	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	45	2	-1	100	1	-1	-1	2	-1	2	0	0
195	苏州—NPC	241	卢煮	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	46	2	-1	100	1	-1	-1	-1	-1	2	0	0
196	苏州—NPC	146	阿碧	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	48	2	-1	100	1	-1	-1	-1	-1	2	0	0
197	苏州—NPC	258	鸠摩智	0	2	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	59	2	-1	100	1	-1	-1	-1	-1	2	0	0
198	燕子坞—NPC	149	郑屠	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	47	2	-1	100	1	-1	-1	-1	-1	2	0	0
199	燕子坞—刷出怪	40	恶奴	0	0	30	0	0	0	28600	0	0	223	675	223	675	10373	-1710	2132	-847	0	0	0	0	1200	375	2	12	5	0	0	3000	2000	-1	2	-1	320	1	-1	-1	-1	-1	2	1	0
200	燕子坞—NPC	147	阿朱	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	49	2	-1	100	1	-1	-1	-1	-1	2	0	0
201	燕子坞—NPC	148	老黄	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	50	2	-1	100	1	-1	-1	-1	-1	2	0	0
202	苏州—NPC	242	少林弟子	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	26	2	-1	100	1	-1	-1	-1	-1	2	0	0
203	苏州—NPC	243	天山弟子	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	27	2	-1	100	1	-1	-1	-1	-1	2	0	0
204	苏州—NPC	245	逍遥弟子	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	25	2	-1	100	1	-1	-1	-1	-1	2	0	0
205	苏州—NPC	244	大理弟子	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	28	2	-1	100	1	-1	-1	-1	-1	2	0	0
206	苏州—NPC	10	结婚	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	10	2	-1	100	1	-1	-1	-1	-1	2	0	0
207	苏州—NPC	197	强化	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	11	2	-1	100	1	-1	-1	-1	-1	2	0	0
208	苏州—NPC	12	节日	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	20	2	-1	100	1	-1	-1	-1	-1	2	0	0
209	苏州—NPC	32	伙伴	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	13	2	-1	100	1	-1	-1	-1	-1	2	0	0
210	苏州—NPC	21	商人	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	14	2	-1	100	1	-1	-1	-1	-1	2	0	0
211	苏州—NPC	16	铁匠	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	15	2	-1	100	1	-1	-1	-1	-1	2	0	0
212	苏州—NPC	17	活动	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	16	2	-1	100	1	-1	-1	-1	-1	2	0	0
213	苏州—NPC	19	酒楼	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	18	2	-1	100	1	-1	-1	-1	-1	2	0	0
214	苏州—NPC	8	帮会	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	68	2	-1	100	1	-1	-1	-1	-1	2	0	0
215	苏州—NPC	25	奖励	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	23	2	-1	100	1	-1	-1	-1	-1	2	0	0
216	苏州—NPC	31	仓库	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	24	2	-1	100	1	-1	-1	-1	-1	2	0	0
217	小镜湖—NPC	150	王夫人	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	52	2	-1	100	1	-1	-1	-1	-1	2	0	0
218	小镜湖—NPC	151	王语嫣	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	53	2	-1	100	1	-1	-1	-1	-1	2	0	0
219	小镜湖—NPC	152	白世镜	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	54	2	-1	100	1	-1	-1	-1	-1	2	0	0
220	小镜湖—NPC	153	木桩	0	0	1	0	0	0	28000	100	0	212	85	212	85	10000	-4000	3000	0	0	0	0	0	1200	0	2	12	0	0	0	3000	2000	-1	2	-1	100	1	-1	-1	-1	-1	2	0	1
221	杏子林—NPC	154	吕长老	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	55	2	-1	100	1	-1	-1	-1	-1	2	0	0
222	杏子林—NPC	8	乔峰	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	56	2	-1	100	1	-1	-1	-1	-1	2	0	0
