Id	Desc	ModelId	EffectId	Component	SetId	Durable	HP	HP_Per	MP	MP_Per	PhysicsAttack	PhysicsAttack_Per	MagicAttack	MagicAttack_Per	PhysicsDefence	PhysicsDefence_Per	MagicDefence	MagicDefence_Per	AttackSpeed	AttackSpeed_Per	AllAttack	AllAttack_Per	AllDefence	AllDefence_Per	AddAttrType1	AddAttrValue1	AddAttrPer1	AddAttrType2	AddAttrValue2	AddAttrPer2	AddAttrType3	AddAttrValue3	AddAttrPer3	AddAttrType4	AddAttrValue4	AddAttrPer4
31706	散件蓝天山饰品1(60)	-1	-1	7	-1	-1	0	0	0	0	301	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	390	0	-1	0	0	9	342	0	-1	0	0
31806	散件蓝天山饰品2(60)	-1	-1	8	-1	-1	2256	0	296	0	226	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	195	0	-1	0	0	9	228	0	-1	0	0
31107	散件蓝天山头部(70)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	437	0	267	0	-1	0	0	0	0	0	-1	0	0	8	176	0	-1	0	0	10	64	0
31207	散件蓝天山上衣(70)	5	-1	3	-1	-1	5232	0	504	0	0	0	0	0	328	0	200	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	64	0
31307	散件蓝天山下衣(70)	-1	-1	4	-1	-1	7848	0	504	0	0	0	0	0	218	0	134	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	128	0
31407	散件蓝天山鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	109	0	67	0	-1	0	0	0	0	0	-1	0	0	8	706	0	-1	0	0	10	64	0
31507	散件蓝天山手腕(70)	-1	-1	5	-1	-1	7848	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	319	0
31607	散件蓝天山武器(70)	5	-1	1	-1	-1	0	0	0	0	862	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	222	0	-1	0	0	9	387	0	-1	0	0
31707	散件蓝天山饰品1(70)	-1	-1	7	-1	-1	0	0	0	0	345	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	445	0	-1	0	0	9	387	0	-1	0	0
31807	散件蓝天山饰品2(70)	-1	-1	8	-1	-1	2616	0	336	0	259	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	222	0	-1	0	0	9	258	0	-1	0	0
31108	散件蓝天山头部(80)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	493	0	299	0	-1	0	0	0	0	0	-1	0	0	8	198	0	-1	0	0	10	71	0
31208	散件蓝天山上衣(80)	5	-1	3	-1	-1	5952	0	564	0	0	0	0	0	370	0	224	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	71	0
31308	散件蓝天山下衣(80)	-1	-1	4	-1	-1	8928	0	564	0	0	0	0	0	246	0	150	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	142	0
31408	散件蓝天山鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	123	0	75	0	-1	0	0	0	0	0	-1	0	0	8	790	0	-1	0	0	10	71	0
31508	散件蓝天山手腕(80)	-1	-1	5	-1	-1	8928	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	356	0
31608	散件蓝天山武器(80)	5	-1	1	-1	-1	0	0	0	0	972	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	250	0	-1	0	0	9	432	0	-1	0	0
31708	散件蓝天山饰品1(80)	-1	-1	7	-1	-1	0	0	0	0	389	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	499	0	-1	0	0	9	432	0	-1	0	0
31808	散件蓝天山饰品2(80)	-1	-1	8	-1	-1	2976	0	376	0	292	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	250	0	-1	0	0	9	288	0	-1	0	0
31109	散件蓝天山头部(90)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	549	0	331	0	-1	0	0	0	0	0	-1	0	0	8	220	0	-1	0	0	10	80	0
31209	散件蓝天山上衣(90)	5	-1	3	-1	-1	6672	0	624	0	0	0	0	0	412	0	248	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	80	0
31309	散件蓝天山下衣(90)	-1	-1	4	-1	-1	10008	0	624	0	0	0	0	0	274	0	166	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	160	0
31409	散件蓝天山鞋子(90)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	137	0	83	0	-1	0	0	0	0	0	-1	0	0	8	880	0	-1	0	0	10	80	0
31509	散件蓝天山手腕(90)	-1	-1	5	-1	-1	10008	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	400	0
31609	散件蓝天山武器(90)	5	-1	1	-1	-1	0	0	0	0	1082	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	280	0	-1	0	0	9	480	0	-1	0	0
31709	散件蓝天山饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	433	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	560	0	-1	0	0	9	480	0	-1	0	0
31809	散件蓝天山饰品2(90)	-1	-1	8	-1	-1	3336	0	416	0	325	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	280	0	-1	0	0	9	320	0	-1	0	0
31110	散件蓝天山头部(100)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	605	0	363	0	-1	0	0	0	0	0	-1	0	0	8	241	0	-1	0	0	10	87	0
31210	散件蓝天山上衣(100)	5	-1	3	-1	-1	7392	0	684	0	0	0	0	0	454	0	272	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	87	0
31310	散件蓝天山下衣(100)	-1	-1	4	-1	-1	11088	0	684	0	0	0	0	0	302	0	182	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	175	0
31410	散件蓝天山鞋子(100)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	151	0	91	0	-1	0	0	0	0	0	-1	0	0	8	965	0	-1	0	0	10	87	0
31510	散件蓝天山手腕(100)	-1	-1	5	-1	-1	11088	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	437	0
31610	散件蓝天山武器(100)	5	-1	1	-1	-1	0	0	0	0	1192	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	307	0	-1	0	0	9	525	0	-1	0	0
31710	散件蓝天山饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	477	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	614	0	-1	0	0	9	525	0	-1	0	0
31810	散件蓝天山饰品2(100)	-1	-1	8	-1	-1	3696	0	456	0	358	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	307	0	-1	0	0	9	350	0	-1	0	0
32101	散件蓝逍遥头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	75	0	101	0	-1	0	0	0	0	0	-1	0	0	8	33	0	-1	0	0	10	19	0
32201	散件蓝逍遥上衣(10)	-1	-1	3	-1	-1	875	0	166	0	0	0	0	0	56	0	76	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	19	0
32301	散件蓝逍遥下衣(10)	-1	-1	4	-1	-1	1313	0	166	0	0	0	0	0	38	0	50	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	39	0
32401	散件蓝逍遥鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	19	0	25	0	-1	0	0	0	0	0	-1	0	0	8	133	0	-1	0	0	10	19	0
32501	散件蓝逍遥手腕(10)	-1	-1	5	-1	-1	1313	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	97	0
32601	散件蓝逍遥武器(10)	-1	-1	1	-1	-1	0	0	0	0	0	0	228	0	0	0	0	0	0.6	0	0	0	0	0	7	59	0	-1	0	0	9	109	0	-1	0	0
32701	散件蓝逍遥饰品1(10)	-1	-1	7	-1	-1	0	0	0	0	0	0	91	0	0	0	0	0	-1	0	0	0	0	0	7	118	0	-1	0	0	9	109	0	-1	0	0
32801	散件蓝逍遥饰品2(10)	-1	-1	8	-1	-1	438	0	110	0	0	0	68	0	0	0	0	0	-1	0	0	0	0	0	7	59	0	-1	0	0	9	73	0	-1	0	0
32102	散件蓝逍遥头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	107	0	157	0	-1	0	0	0	0	0	-1	0	0	8	46	0	-1	0	0	10	27	0
32202	散件蓝逍遥上衣(20)	5	-1	3	-1	-1	1563	0	250	0	0	0	0	0	80	0	118	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	27	0
32302	散件蓝逍遥下衣(20)	-1	-1	4	-1	-1	2345	0	250	0	0	0	0	0	54	0	78	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	54	0
32402	散件蓝逍遥鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	27	0	39	0	-1	0	0	0	0	0	-1	0	0	8	186	0	-1	0	0	10	27	0
32502	散件蓝逍遥手腕(20)	-1	-1	5	-1	-1	2345	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	134	0
32602	散件蓝逍遥武器(20)	5	-1	1	-1	-1	0	0	0	0	0	0	358	0	0	0	0	0	0.6	0	0	0	0	0	7	86	0	-1	0	0	9	155	0	-1	0	0
32702	散件蓝逍遥饰品1(20)	-1	-1	7	-1	-1	0	0	0	0	0	0	143	0	0	0	0	0	-1	0	0	0	0	0	7	173	0	-1	0	0	9	155	0	-1	0	0
32802	散件蓝逍遥饰品2(20)	-1	-1	8	-1	-1	782	0	166	0	0	0	107	0	0	0	0	0	-1	0	0	0	0	0	7	86	0	-1	0	0	9	104	0	-1	0	0
32103	散件蓝逍遥头部(30)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	139	0	213	0	-1	0	0	0	0	0	-1	0	0	8	60	0	-1	0	0	10	34	0
32203	散件蓝逍遥上衣(30)	5	-1	3	-1	-1	2251	0	334	0	0	0	0	0	104	0	160	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	34	0
32303	散件蓝逍遥下衣(30)	-1	-1	4	-1	-1	3377	0	334	0	0	0	0	0	70	0	106	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	68	0
32403	散件蓝逍遥鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	35	0	53	0	-1	0	0	0	0	0	-1	0	0	8	238	0	-1	0	0	10	34	0
32503	散件蓝逍遥手腕(30)	-1	-1	5	-1	-1	3377	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	171	0
32603	散件蓝逍遥武器(30)	5	-1	1	-1	-1	0	0	0	0	0	0	488	0	0	0	0	0	0.6	0	0	0	0	0	7	114	0	-1	0	0	9	202	0	-1	0	0
32703	散件蓝逍遥饰品1(30)	-1	-1	7	-1	-1	0	0	0	0	0	0	195	0	0	0	0	0	-1	0	0	0	0	0	7	227	0	-1	0	0	9	202	0	-1	0	0
32803	散件蓝逍遥饰品2(30)	-1	-1	8	-1	-1	1126	0	222	0	0	0	146	0	0	0	0	0	-1	0	0	0	0	0	7	114	0	-1	0	0	9	134	0	-1	0	0
32104	散件蓝逍遥头部(40)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	171	0	269	0	-1	0	0	0	0	0	-1	0	0	8	73	0	-1	0	0	10	42	0
32204	散件蓝逍遥上衣(40)	5	-1	3	-1	-1	2939	0	418	0	0	0	0	0	128	0	202	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	42	0
32304	散件蓝逍遥下衣(40)	-1	-1	4	-1	-1	4409	0	418	0	0	0	0	0	86	0	134	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	83	0
32404	散件蓝逍遥鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	43	0	67	0	-1	0	0	0	0	0	-1	0	0	8	291	0	-1	0	0	10	42	0
32504	散件蓝逍遥手腕(40)	-1	-1	5	-1	-1	4409	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	208	0
32604	散件蓝逍遥武器(40)	5	-1	1	-1	-1	0	0	0	0	0	0	618	0	0	0	0	0	0.6	0	0	0	0	0	7	141	0	-1	0	0	9	248	0	-1	0	0
32704	散件蓝逍遥饰品1(40)	-1	-1	7	-1	-1	0	0	0	0	0	0	247	0	0	0	0	0	-1	0	0	0	0	0	7	282	0	-1	0	0	9	248	0	-1	0	0
32804	散件蓝逍遥饰品2(40)	-1	-1	8	-1	-1	1470	0	278	0	0	0	185	0	0	0	0	0	-1	0	0	0	0	0	7	141	0	-1	0	0	9	165	0	-1	0	0
32105	散件蓝逍遥头部(50)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	203	0	325	0	-1	0	0	0	0	0	-1	0	0	8	86	0	-1	0	0	10	49	0
32205	散件蓝逍遥上衣(50)	5	-1	3	-1	-1	3627	0	502	0	0	0	0	0	152	0	244	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	49	0
32305	散件蓝逍遥下衣(50)	-1	-1	4	-1	-1	5441	0	502	0	0	0	0	0	102	0	162	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	98	0
32405	散件蓝逍遥鞋子(50)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	51	0	81	0	-1	0	0	0	0	0	-1	0	0	8	344	0	-1	0	0	10	49	0
32505	散件蓝逍遥手腕(50)	-1	-1	5	-1	-1	5441	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	245	0
32605	散件蓝逍遥武器(50)	5	-1	1	-1	-1	0	0	0	0	0	0	748	0	0	0	0	0	0.6	0	0	0	0	0	7	168	0	-1	0	0	9	294	0	-1	0	0
32705	散件蓝逍遥饰品1(50)	-1	-1	7	-1	-1	0	0	0	0	0	0	299	0	0	0	0	0	-1	0	0	0	0	0	7	336	0	-1	0	0	9	294	0	-1	0	0
32805	散件蓝逍遥饰品2(50)	-1	-1	8	-1	-1	1814	0	334	0	0	0	224	0	0	0	0	0	-1	0	0	0	0	0	7	168	0	-1	0	0	9	196	0	-1	0	0
32106	散件蓝逍遥头部(60)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	235	0	381	0	-1	0	0	0	0	0	-1	0	0	8	99	0	-1	0	0	10	56	0
32206	散件蓝逍遥上衣(60)	5	-1	3	-1	-1	4315	0	586	0	0	0	0	0	176	0	286	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	56	0
32306	散件蓝逍遥下衣(60)	-1	-1	4	-1	-1	6473	0	586	0	0	0	0	0	118	0	190	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	113	0
32406	散件蓝逍遥鞋子(60)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	59	0	95	0	-1	0	0	0	0	0	-1	0	0	8	397	0	-1	0	0	10	56	0
32506	散件蓝逍遥手腕(60)	-1	-1	5	-1	-1	6473	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	282	0
32606	散件蓝逍遥武器(60)	5	-1	1	-1	-1	0	0	0	0	0	0	878	0	0	0	0	0	0.6	0	0	0	0	0	7	195	0	-1	0	0	9	340	0	-1	0	0
32706	散件蓝逍遥饰品1(60)	-1	-1	7	-1	-1	0	0	0	0	0	0	351	0	0	0	0	0	-1	0	0	0	0	0	7	390	0	-1	0	0	9	340	0	-1	0	0
32806	散件蓝逍遥饰品2(60)	-1	-1	8	-1	-1	2158	0	390	0	0	0	263	0	0	0	0	0	-1	0	0	0	0	0	7	195	0	-1	0	0	9	227	0	-1	0	0
32107	散件蓝逍遥头部(70)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	267	0	437	0	-1	0	0	0	0	0	-1	0	0	8	112	0	-1	0	0	10	64	0
32207	散件蓝逍遥上衣(70)	5	-1	3	-1	-1	5003	0	670	0	0	0	0	0	200	0	328	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	64	0
32307	散件蓝逍遥下衣(70)	-1	-1	4	-1	-1	7505	0	670	0	0	0	0	0	134	0	218	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	128	0
32407	散件蓝逍遥鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	67	0	109	0	-1	0	0	0	0	0	-1	0	0	8	450	0	-1	0	0	10	64	0
32507	散件蓝逍遥手腕(70)	-1	-1	5	-1	-1	7505	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	319	0
32607	散件蓝逍遥武器(70)	5	-1	1	-1	-1	0	0	0	0	0	0	1008	0	0	0	0	0	0.6	0	0	0	0	0	7	222	0	-1	0	0	9	386	0	-1	0	0
32707	散件蓝逍遥饰品1(70)	-1	-1	7	-1	-1	0	0	0	0	0	0	403	0	0	0	0	0	-1	0	0	0	0	0	7	445	0	-1	0	0	9	386	0	-1	0	0
32807	散件蓝逍遥饰品2(70)	-1	-1	8	-1	-1	2502	0	446	0	0	0	302	0	0	0	0	0	-1	0	0	0	0	0	7	222	0	-1	0	0	9	258	0	-1	0	0
32108	散件蓝逍遥头部(80)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	299	0	493	0	-1	0	0	0	0	0	-1	0	0	8	126	0	-1	0	0	10	71	0
32208	散件蓝逍遥上衣(80)	5	-1	3	-1	-1	5691	0	754	0	0	0	0	0	224	0	370	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	71	0
32308	散件蓝逍遥下衣(80)	-1	-1	4	-1	-1	8537	0	754	0	0	0	0	0	150	0	246	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	142	0
32408	散件蓝逍遥鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	75	0	123	0	-1	0	0	0	0	0	-1	0	0	8	502	0	-1	0	0	10	71	0
32508	散件蓝逍遥手腕(80)	-1	-1	5	-1	-1	8537	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	356	0
32608	散件蓝逍遥武器(80)	5	-1	1	-1	-1	0	0	0	0	0	0	1138	0	0	0	0	0	0.6	0	0	0	0	0	7	250	0	-1	0	0	9	433	0	-1	0	0
32708	散件蓝逍遥饰品1(80)	-1	-1	7	-1	-1	0	0	0	0	0	0	455	0	0	0	0	0	-1	0	0	0	0	0	7	499	0	-1	0	0	9	433	0	-1	0	0
32808	散件蓝逍遥饰品2(80)	-1	-1	8	-1	-1	2846	0	502	0	0	0	341	0	0	0	0	0	-1	0	0	0	0	0	7	250	0	-1	0	0	9	288	0	-1	0	0
32109	散件蓝逍遥头部(90)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	331	0	549	0	-1	0	0	0	0	0	-1	0	0	8	140	0	-1	0	0	10	80	0
32209	散件蓝逍遥上衣(90)	5	-1	3	-1	-1	6379	0	838	0	0	0	0	0	248	0	412	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	80	0
32309	散件蓝逍遥下衣(90)	-1	-1	4	-1	-1	9569	0	838	0	0	0	0	0	166	0	274	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	160	0
32409	散件蓝逍遥鞋子(90)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	83	0	137	0	-1	0	0	0	0	0	-1	0	0	8	560	0	-1	0	0	10	80	0
32509	散件蓝逍遥手腕(90)	-1	-1	5	-1	-1	9569	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	400	0
32609	散件蓝逍遥武器(90)	5	-1	1	-1	-1	0	0	0	0	0	0	1268	0	0	0	0	0	0.6	0	0	0	0	0	7	280	0	-1	0	0	9	480	0	-1	0	0
32709	散件蓝逍遥饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	0	0	507	0	0	0	0	0	-1	0	0	0	0	0	7	560	0	-1	0	0	9	480	0	-1	0	0
32809	散件蓝逍遥饰品2(90)	-1	-1	8	-1	-1	3190	0	558	0	0	0	380	0	0	0	0	0	-1	0	0	0	0	0	7	280	0	-1	0	0	9	320	0	-1	0	0
32110	散件蓝逍遥头部(100)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	363	0	605	0	-1	0	0	0	0	0	-1	0	0	8	153	0	-1	0	0	10	87	0
32210	散件蓝逍遥上衣(100)	5	-1	3	-1	-1	7067	0	922	0	0	0	0	0	272	0	454	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	87	0
32310	散件蓝逍遥下衣(100)	-1	-1	4	-1	-1	10601	0	922	0	0	0	0	0	182	0	302	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	175	0
32410	散件蓝逍遥鞋子(100)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	91	0	151	0	-1	0	0	0	0	0	-1	0	0	8	613	0	-1	0	0	10	87	0
32510	散件蓝逍遥手腕(100)	-1	-1	5	-1	-1	10601	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	437	0
32610	散件蓝逍遥武器(100)	5	-1	1	-1	-1	0	0	0	0	0	0	1398	0	0	0	0	0	0.6	0	0	0	0	0	7	307	0	-1	0	0	9	526	0	-1	0	0
32710	散件蓝逍遥饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	0	0	559	0	0	0	0	0	-1	0	0	0	0	0	7	614	0	-1	0	0	9	526	0	-1	0	0
32810	散件蓝逍遥饰品2(100)	-1	-1	8	-1	-1	3534	0	614	0	0	0	419	0	0	0	0	0	-1	0	0	0	0	0	7	307	0	-1	0	0	9	351	0	-1	0	0
33101	散件蓝大理头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	92	0	85	0	-1	0	0	0	0	0	-1	0	0	8	33	0	-1	0	0	10	19	0
33201	散件蓝大理上衣(10)	-1	-1	3	-1	-1	890	0	155	0	0	0	0	0	69	0	64	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	19	0
33301	散件蓝大理下衣(10)	-1	-1	4	-1	-1	1335	0	155	0	0	0	0	0	46	0	42	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	39	0
33401	散件蓝大理鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	23	0	21	0	-1	0	0	0	0	0	-1	0	0	8	133	0	-1	0	0	10	19	0
33501	散件蓝大理手腕(10)	-1	-1	5	-1	-1	1335	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	97	0
33601	散件蓝大理武器(10)	-1	-1	1	-1	-1	0	0	0	0	214	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	72	0	-1	0	0	9	98	0	-1	0	0
33701	散件蓝大理饰品1(10)	-1	-1	7	-1	-1	0	0	0	0	86	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	144	0	-1	0	0	9	98	0	-1	0	0
33801	散件蓝大理饰品2(10)	-1	-1	8	-1	-1	445	0	103	0	64	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	72	0	-1	0	0	9	66	0	-1	0	0
33102	散件蓝大理头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	140	0	125	0	-1	0	0	0	0	0	-1	0	0	8	46	0	-1	0	0	10	27	0
33202	散件蓝大理上衣(20)	5	-1	3	-1	-1	1590	0	227	0	0	0	0	0	105	0	94	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	27	0
33302	散件蓝大理下衣(20)	-1	-1	4	-1	-1	2385	0	227	0	0	0	0	0	70	0	62	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	54	0
33402	散件蓝大理鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	35	0	31	0	-1	0	0	0	0	0	-1	0	0	8	186	0	-1	0	0	10	27	0
33502	散件蓝大理手腕(20)	-1	-1	5	-1	-1	2385	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	134	0
33602	散件蓝大理武器(20)	5	-1	1	-1	-1	0	0	0	0	334	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	108	0	-1	0	0	9	131	0	-1	0	0
33702	散件蓝大理饰品1(20)	-1	-1	7	-1	-1	0	0	0	0	134	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	216	0	-1	0	0	9	131	0	-1	0	0
33802	散件蓝大理饰品2(20)	-1	-1	8	-1	-1	795	0	151	0	100	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	108	0	-1	0	0	9	87	0	-1	0	0
33103	散件蓝大理头部(30)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	188	0	165	0	-1	0	0	0	0	0	-1	0	0	8	60	0	-1	0	0	10	34	0
33203	散件蓝大理上衣(30)	5	-1	3	-1	-1	2290	0	299	0	0	0	0	0	141	0	124	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	34	0
33303	散件蓝大理下衣(30)	-1	-1	4	-1	-1	3435	0	299	0	0	0	0	0	94	0	82	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	68	0
33403	散件蓝大理鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	47	0	41	0	-1	0	0	0	0	0	-1	0	0	8	238	0	-1	0	0	10	34	0
33503	散件蓝大理手腕(30)	-1	-1	5	-1	-1	3435	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	171	0
33603	散件蓝大理武器(30)	5	-1	1	-1	-1	0	0	0	0	454	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	144	0	-1	0	0	9	163	0	-1	0	0
33703	散件蓝大理饰品1(30)	-1	-1	7	-1	-1	0	0	0	0	182	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	288	0	-1	0	0	9	163	0	-1	0	0
33803	散件蓝大理饰品2(30)	-1	-1	8	-1	-1	1145	0	199	0	136	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	144	0	-1	0	0	9	109	0	-1	0	0
33104	散件蓝大理头部(40)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	236	0	205	0	-1	0	0	0	0	0	-1	0	0	8	73	0	-1	0	0	10	42	0
33204	散件蓝大理上衣(40)	5	-1	3	-1	-1	2990	0	371	0	0	0	0	0	177	0	154	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	42	0
33304	散件蓝大理下衣(40)	-1	-1	4	-1	-1	4485	0	371	0	0	0	0	0	118	0	102	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	83	0
33404	散件蓝大理鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	59	0	51	0	-1	0	0	0	0	0	-1	0	0	8	291	0	-1	0	0	10	42	0
