Id	Desc	StrDictionary
1813	每日幸运抽奖_MessageBox_20140224	免费次数不足，抽奖一次，将花费{0}元宝，要继续抽奖吗？
1814	每日幸运抽奖_MessageBox_20140224	抽奖十次，将花费{0}元宝，要继续抽奖吗？
1815	每日幸运抽奖_MessageBox_20140224	每日幸运抽奖
1816	每日幸运抽奖_提示_20140224	您已经没有免费抽奖次数。
1817	每日幸运抽奖_提示_20140224	您的元宝不足。
1818	每日幸运抽奖_界面_20140224	{0}元宝
1819	每日幸运抽奖_界面_20140224	{0}金币
1820	每日幸运抽奖_界面_20140224	{0}#q3
1821	每日幸运抽奖_界面_20140224	剩余{0}次
1822	装备打星_界面_20140225	橙色12星
1823	装备打星_界面_20140225	当前12星
1824	华山论剑_20140425	匹配时间还剩余{0}秒
1825	伙伴_提示_20140226	技能已到顶级，不能继续升级
1826	伙伴_提示_20140226	道具不足不能升级
1827	伙伴_提示_20140226	该伙伴不能装备此类技能
1828	伙伴_提示_20140226	该伙伴已到星级上限，无法继续升星
1829	伙伴_提示_20140226	升星成功
1830	伙伴_提示_20140226	金币不足
1831	伙伴_提示_20140226	伙伴背包已满
1832	伙伴_提示_20140226	绑定元宝不足
1833	伙伴_提示_20140226	[FFFFFF]今日可免费抽取[a2ff00]{0}/10[FFFFFF]次
1834	伙伴_提示_20140226	{0}金币
1835	伙伴_提示_20140226	{0}元宝
1836	伙伴_提示_20140226	请先选择伙伴
1837	伙伴_提示_20140226	请输入伙伴名字
1838	伙伴_提示_20140226	请选择一个或多个材料伙伴
1839	伙伴_提示_20140226	无可用伙伴填充
1840	伙伴_提示_20140226	未分配资质点
1841	伙伴_提示_20140226	资质点不足
1842	伙伴_提示_20140226	资质已达到上限
1843	伙伴_提示_20140226	技能未激活，请使用道具激活
1844	华山论剑_20140428	1/{0}比赛
1845	华山论剑_20140428	匹配成功
1846	华山论剑_20140428	正在为您匹配对手…
1847	日常副本通用规则_提示信息_20140428	退出副本将依然扣除副本次数，您确认退出副本吗？
1848	元宝商店_提示_20140428	您的元宝不足，无法使用此功能，是否现在充值？
1849	元宝商店_提示_20140428	本次交易将花费{0}元宝补足差额
1850	元宝商店_提示_20140428	总价：{0}元宝
1851	元宝商店_提示_20140428	背包空位不足
1852	登陆_提示_20140428	亲，本服排队人数已满，请稍后再试或尝试登录其他服务器
1853	日常副本通用规则_提示信息_20140429	您正在离开一个副本进入另一个副本，离开后将无法获得当前副本奖励，确认离开吗？
1854	日常副本通用规则_提示信息_20140429	您正在进入一个副本，确认进入吗？
1855	帮会_UI_20140429	繁荣度:{0}/{1}
1856	帮会_UI_20140429	退出
1857	帮会_UI_20140429	公告修改
1858	帮会_UI_20140429	该帮会预备成员已满，无法申请。
1859	帮会_UI_20140429	同意
1860	帮会_UI_20140429	拒绝
1861	帮会_UI_20140429	只能同时申请一个帮会，将替换原来的请求，是否继续？
1862	日常副本通用规则_提示信息_20140320	副本将于5秒后关闭！
1863	新技能提示_UI_20140430	开启新功能
1864	雇佣_UI_20140430	您今天剩余雇佣次数{0}次
1865	雇佣_UI_20140430	返回
1866	雇佣_UI_20140430	雇佣
1867	雇佣_UI_20140430	关系
1868	雇佣_UI_20140430	姓名
1869	雇佣_UI_20140430	佣金
1870	雇佣_UI_20140430	好友
1871	雇佣_UI_20140430	精英
1872	雇佣_UI_20140430	大侠
1873	雇佣_UI_20140430	陌生人
1874	雇佣_提示_20140430	您不是队长，无法进行此操作。
1875	雇佣_提示_20140430	队伍已满，请稍后再试
1876	雇佣_提示_20140430	金钱不足
1877	元宝_UI_20140430	热卖
1878	元宝_UI_20140430	强化
1879	元宝_UI_20140430	时装
1880	元宝_UI_20140430	坐骑
1881	元宝_UI_20140430	其它
1882	元宝_UI_20140430	重置形象
1883	元宝_UI_20140430	购买预览
1884	元宝_UI_20140430	快速充值
1885	元宝_UI_20140430	购买
1886	元宝_UI_20140430	元宝:
1887	元宝_UI_20140430	珠宝:
1888	元宝商店_提示_20140430	您花费的元宝数量已达到今天的上限，为了您的账号安全，请明天再来购物。
1889	元宝商店_提示_20140430	您的元宝不足，情充值后再购买。
1890	公告_提示_20140430	[系统公告]
1891	生活技能_UI_20140430	打造
1892	生活技能_UI_20140430	制药
1893	生活技能_UI_20140430	配方一览
1894	生活技能_UI_20140430	所需材料
1895	生活技能_UI_20140430	拾取
1896	生活技能_UI_20140430	求购
1897	生活技能_UI_20140430	打造
1898	生活技能_UI_20140430	求购
1899	生活技能_UI_20140430	手续费:{0}
1900	生活技能_提示_20140430	需要角色等级达到{0}，目前无法制作。
1901	生活技能_提示_20140430	材料不足，无法制作。
1902	生活技能_提示_20140430	金钱不足，无法制作。
1903	生活技能_提示_20140430	背包已满，请清理背包至少有一个空格。
1904	SNS扩散_UI_20140430	恭喜少侠开始闯荡江湖~还不快和好友们分享一下！#r好友进入游戏时输入此分享码，您和TA都会获得金钱及道具奖励！当TA升至30级时，双方会得更多奖励哦！#r每天分享游戏到任意平台一次，可得10绑定元宝。#r（次日凌晨4时刷新）
1905	SNS扩散_UI_20140430	（次数{0}/{1}）
1906	SNS扩散_UI_20140430	分享奖励
1907	SNS扩散_UI_20140430	成长奖励
1908	SNS扩散_UI_20140430	分享
1909	SNS扩散_UI_20140430	微信好友
1910	SNS扩散_UI_20140430	新浪微博
1911	SNS扩散_UI_20140430	腾讯微博
1912	SNS扩散_UI_20140430	奖励码
1913	SNS扩散_UI_20140430	下方输入分享码，得高额奖品携友闯江湖！
1914	SNS扩散_UI_20140430	输入分享码
1915	SNS扩散_UI_20140430	确定
1916	SNS扩散_UI_20140430	分享
1917	SNS扩散_UI_20140430	每日将游戏推送到朋友圈都可以得到以下精美奖励：
1918	SNS扩散_UI_20140430	等级*100金币
1919	SNS扩散_UI_20140430	#天龙八部3D版，指尖武侠新体验#快来看看吧！{0}我在{1}服务器。输入奖励码{2}立即获得成长礼包！
1920	SNS扩散_UI_20140430	#天龙八部3D版，指尖武侠新体验#快来看看吧！奖励码{0}，与好友分享成长礼包！
1921	SNS扩散_提示_20140430	输入的分享码格式不正确
1922	SNS扩散_提示_20140430	输入成功，请打开邮件查看并收取奖励。
1923	SNS扩散_提示_20140430	分享成功。
1924	SNS扩散_提示_20140430	分享失败。
1925	日常副本通用规则_提示信息_20140504	队员{0}拒绝了参加副本！
1926	日常副本通用规则_提示信息_20140504	队员全部到位，副本正常开启！
1927	酒楼_提示_20140504	{0}级自动激活
1928	酒楼_提示_20140504	达到VIP{0}激活
1929	酒楼_提示_20140504	消费{0}元宝激活
1930	日常副本通用规则_提示信息_20140504	请在列表中选择一项再尝试操作！
1931	帮战_提示信息_20140504	进入战场需要先组队！
1932	帮战_提示信息_20140504	只有队长才能开启战场。
1933	帮战_提示信息_20140504	有队友非本帮成员，无法进入战场！
1934	帮战_提示信息_20140504	有队友无剩余可参战次数，无法进入战场！
1935	帮战_提示信息_20140504	有队友不在线，请重新报名！
1936	帮战_提示信息_20140504	无剩余可参战次数
1937	帮战_提示信息_20140504	比赛正式开始！
1938	帮战_提示信息_20140504	距离比赛开始还剩{0}秒
1939	帮战_提示信息_20140504	{0}成功击杀{1}
1940	帮战_提示信息_20140504	{0}秒后副本将关闭
1941	帮战_提示信息_20140504	距离比赛结束还剩{0}秒，请双方抓紧时间
1942	帮战_提示信息_20140504	当前不是海选赛时间，无法报名！
1943	帮战_提示信息_20140504	比赛已经开始，无法进行传送！
1944	帮战_提示信息_20140504	有队友已经报名比赛，无法再次报名
1945	帮战_提示信息_20140504	报名成功，当前暂无可匹配对手，请稍后片刻
1946	帮战_提示信息_20140504	匹配对手成功，请点击帮战图标确认传送
1947	帮战_提示信息_20140504	本次报名排队等候超时，请队长重新报名
1948	帮战_提示信息_20140504	扣除{0}真气，提升自身{1}防御，{2}攻击
1949	世界BOSS_提示信息_20140504	据闻天山童姥出现在{0}荼毒当地百姓，众位侠士快去制止！
1950	世界BOSS_提示信息_20140504	您和对方战力相差太远，不能挑战！
1951	世界BOSS_提示信息_20140504	您被{0}挑战，5秒后开启战斗场景！
1952	世界BOSS_提示信息_20140504	您一番神勇表现，把天山童姥吓得不轻，获得了{0}的威慑！
1953	世界BOSS_提示信息_20140504	看到您失败，天山童姥顿时胆大起来，您失去了{0}的威慑！
1954	世界BOSS_提示信息_20140504	{0}带领的队伍成功震慑住了天山童姥，获得了最终奖励！
1955	世界BOSS_提示信息_20140504	{0}单枪匹马成功震慑住了天山童姥，获得了最终奖励！
1956	世界BOSS_提示信息_20140504	{0}给了天山童姥最后一击，获得了额外奖励！
1957	帮会日常活动_UI_20140504	段延庆为了重夺皇位，暗中筹备了大量珍宝，以备日后兵马之需。然而，近日大理发生大地动，将这些珍宝悉数抛出地面。乔峰闻言，恐这批珍宝落入歹人之手，遂率丐帮弟子前来将其取走，以资中原穷苦百姓。许多江湖上对乔峰仰慕已久的后辈，纷纷借助拳之机一睹尊容。本帮弟子也不妨前去助拳，和江湖第一大帮会结个善缘。
1958	帮会日常活动_提示信息_20140504	{0}地区{1}线发现宝藏，请各位武林朋友前往<a>[{2}，{3}]</a>相助！
1959	帮会日常活动_剧情对话_20140504	多谢各位朋友助拳，待拿到珍宝后将因公行赏，多劳者多得！
1960	帮会日常活动_提示信息_20140504	{0}帮众志成城、勇猛无敌，成功击碎了“聚宝盆”！
1961	帮会日常活动_提示信息_20140504	只有{0}帮会的玩家可以领取！
1962	帮会日常活动_提示信息_20140504	在天降奇珍活动中您我有缘相见，此一份小小礼物不成敬意，还请少侠收下！#r#r——乔峰
1963	帮会日常活动_提示信息_20140504	在天降奇珍活动中您功不可没，这是您应得的报酬，还请少侠收下！#r#r——乔峰
1964	帮会日常活动_提示信息_20140504	在天降奇珍活动中您的英勇表现使我们得到了大量宝藏，乔某代中原百姓向少侠道谢，这一份报酬还望少侠收下！#r#r——乔峰
1965	雇佣兵__UI_20140504	大侠
1966	雇佣兵__UI_20140504	精英
1967	雇佣兵__UI_20140504	好友
1968	雇佣兵__提示_20140504	雇佣次数已用完
1969	雇佣兵__提示_20140504	您不是队长，无法进行雇佣
1970	雇佣兵__提示_20140504	您的队伍已经满员
1971	雇佣兵__提示_20140504	已达到雇佣上限
1972	雇佣兵__提示_20140504	已经被雇佣
1973	雇佣兵__提示_20140504	金钱不足，不可雇佣。
1974	日常副本通用规则_提示信息_20140505	{0}邀请您进入普通【{1}】
1975	日常任务_提示_20140505	放弃后任务内容可能发生变化，是否继续？
1976	GM指令_提示_20140506	MoveSpeed = {0}
1977	摇钱树_提示_20140507	摇一摇
1978	伙伴_提示_20140506	当前出战的伙伴无法修改技能
1979	日常副本通用规则_提示信息_20140507	需要组队才能进入
1980	酒楼_提示_20140508	没有可以结账的餐桌
1981	酒楼_提示_20140508	操作过于频繁，请稍后再试
1982	酒楼_提示_20140508	准备时间#r{0}
1983	酒楼_提示_20140508	用餐时间#r{0}
1984	酒楼_提示_20140508	[A2FF00]等待结账
1985	酒楼_提示_20140508	点击上菜
1986	酒楼_提示_20140508	少侠莫急，到达{0}级会开启此桌位
1987	酒楼_提示_20140508	解锁该桌位需要花费{0}元宝，是否开启?
1988	酒楼_提示_20140508	少侠莫急，到达VIP{0}会开启此桌位
1989	酒楼_提示_20140508	此菜品将在等级{0}开启
1990	酒楼_提示_20140508	今天已经帮该好友结过账了，请明天再光临
1991	酒楼_提示_20140509	背包已满或者该物品已经超出上限，清理背包后再试
1992	酒楼_提示_20140509	添加物品失败
1993	世界Boss_UI_20140512	可以被挑战
1994	世界Boss_UI_20140512	{0}秒后可被挑战
1995	纸娃娃系统_提示_20140513	战斗状态中无法更换装备
1996	纸娃娃系统_提示_20140513	战斗状态中无法更换时装
1997	师门_提示_20140513	师门人数已满
1998	师门_提示_20140514	已加入其它师门
1999	师门_提示_20140515	师门审批列表已满
2000	师门_提示_20140516	操作成功
2001	师门_提示_20140517	学习技能成功
2002	师门_提示_20140518	遗忘技能成功
2003	师门_提示_20140519	操作失败
2004	师门_提示_20140520	服务器师门已满
2005	师门_提示_20140521	创建师门成功
2006	师门_提示_20140522	学习技能失败
2007	师门_提示_20140523	遗忘技能失败
2008	师门_提示_20140524	激活技能成功
2009	师门_提示_20140525	激活技能失败
2010	师门_提示_20140526	薪火不足
2011	师门_提示_20140527	等级达到60级才能创建师门
2012	师门_提示_20140528	踢出成员成功
2013	师门_提示_20140529	批准申请成功
2014	师门_提示_20140530	拒绝申请成功
2015	日常副本通用规则_提示信息_20140514	{0}邀请您进入困难【{1}】
2016	日常副本通用规则_提示信息_20140514	{0}邀请您进入挑战【{1}】
2017	酒楼_提示_20140514	在好友酒楼无法进行此操作
2018	帮会日常活动_提示信息_20140514	{0}帮会众志成城、勇猛无敌，成功击碎了“聚宝盆”！
2019	雇佣_提示_20140514	您已成功雇佣{0}，花费{1}金币，进入副本并肩战斗去吧
2020	日常副本通用规则_提示信息_20140514	您获得{0}个{1}
2021	日常副本通用规则_提示信息_20140514	您获得{0}金币
2022	日常副本通用规则_提示信息_20140514	您获得{0}元宝
2023	日常副本通用规则_提示信息_20140514	您获得{0}经验
2024	帮会日常活动_提示信息_20140514	{0}地区{1}线发现宝藏，我现在分身乏术，烦请各位武林朋友前往<a>[{2}，{3}]</a>取回！
2025	帮会_UI_20140515	公告
2026	帮会_UI_20140515	创建帮会
2027	帮会_提醒_20140515	{0}帮会在<a>【{1}】</a>的领导下，等级达到{2}级！
2028	帮会_提醒_20140515	本帮在在{0}的领导下，等级达到{1}级！
2029	师门_提示_20140530	师门名已存在
2030	寄售行_提示_20140530	寄售行功能暂时关闭，目前无法使用
2031	时装_UI_20140515	已购买
2032	日常副本通用规则_提示信息_20140515	将在{0}秒后关闭副本！
2033	师门_提示_20140516	师门薪火不足，无法升级
2034	师门_提示_20140516	个人薪火不足，无法升级
2035	师门_提示_20140517	您已退出师门
2036	师门_提示_20140518	您被掌门踢出师门
2037	师门_提示_20140519	您所在师门已解散
2038	师门_提示_20140520	加入师门审批被拒绝
2039	日常副本通用规则_提示信息_20140516	您获得{0}个{1}通过邮件获得
2040	时装_提示_20140516	您的元宝不足
2041	排行榜_UI_20140516	排名
2042	排行榜_UI_20140516	姓名
2043	排行榜_UI_20140516	职业
2044	排行榜_UI_20140516	等级
2045	排行榜_UI_20140516	层数
2046	排行榜_UI_20140516	通关时间
2047	排行榜_UI_20140516	帮会
2048	排行榜_UI_20140516	战力
2049	排行榜_UI_20140516	我的排名
2050	帮战_提示信息_20140516	配对成功，是否进入帮战副本?
2051	登录_提示_20140516	消息包不匹配
2052	生活技能_提示_20140517	生产成功
2053	师门_提示_20140520	申请成功，请等待掌门批准
2054	师门_UI_20140520	师门成立于{0}年{1}月{2}日
2055	死亡复活_UI_20140520	新手复活
2056	排行榜_UI_20140517	战绩
2057	排行榜_UI_20140517	获得次数
2058	排行榜_UI_20140517	血量
2059	排行榜_UI_20140517	未入榜
2060	伙伴_UI_20140519	绿色以下
2061	伙伴_UI_20140519	蓝色以下
2062	伙伴_UI_20140519	紫色以下
2063	伙伴_UI_20140519	橙色以下
2064	伙伴_UI_20140519	所有伙伴
2065	伙伴_UI_20140519	清空选择
2066	乾坤袋_UI_20140520	先点击放入按钮，后单击物品图标。
2067	乾坤袋_UI_20140520	合成
2068	乾坤袋_UI_20140520	放入
2069	乾坤袋_UI_20140520	取消
2070	乾坤袋_UI_20140520	若参与合成的任何一个材料是绑定的，则生成的产物仍然是绑定的，请问是否继续？
2071	乾坤袋_UI_20140520	当前携带的金钱不足无法合成。
2072	乾坤袋_UI_20140520	确定
2073	乾坤袋_UI_20140520	取消
2074	乾坤袋_提示_20140520	沉迷状态下不可使用此功能
2075	乾坤袋_提示_20140520	在安全时间内不能进行此操作。
2076	乾坤袋_提示_20140520	乾坤袋已满
2077	乾坤袋_提示_20140520	物品已加锁
2078	乾坤袋_提示_20140520	该物品不可放入乾坤袋
2079	乾坤袋_提示_20140521	您没有放入物品无法合成。
2080	开关设置_提示20140520	副本施工中……
2081	乾坤袋_提示_20140520	合成成功，获得{0}，花费{1}金币。
2082	乾坤袋_提示_20140520	合成失败，请再次尝试。
2083	乾坤袋_提示_20140521	当前放入的物品无法合成。
2084	藏经阁_提示20140520	已经刷满了
2085	藏经阁_提示20140520	您还没有挑战过藏经阁
2086	伙伴_提示_20140520	激活成功
2087	藏经阁_UI_20140521	{0}层
2088	藏经阁_UI_20140521	剩余扫荡次数：{0}
2089	藏经阁_UI_20140521	当前：第{0}层
2090	藏经阁_UI_20140521	推荐战力：{0}
2091	藏经阁_UI_20140521	敌人信息：
2092	藏经阁_UI_20140521	掉落信息：
2093	藏经阁_UI_20140521	通关奖励：
2094	藏经阁_UI_20140521	副本玩法：25级开放，不限制挑战时间。挑战的层数越高奖励越丰富，是强化装备的首选副本。每日可扫荡三次，第一次免费，扫荡次数04:00刷新。
2095	藏经阁_UI_20140521	您获得了以下奖励：
2096	伙伴_提示_20140521	此分类技能数量已达上限
2097	乾坤袋_UI_20140521	配方列表
2098	乾坤袋_UI_20140521	最多可合成{0}次
2099	美人_提示_20140328	进化至{0}阶需要消耗冰魄神丹*{1}，金币{2}，是否确定进化
2100	藏经阁_UI_20140521	{0}元宝
2101	宝石_提示_20140521	请选择要镶嵌的宝石
2102	宝石_提示_20140521	背包已满
2103	宝石_提示_20140521	同类宝石只能镶嵌一颗哦！
2104	宝石_提示_20140521	该镶嵌孔未开放
2105	宝石_提示_20140521	没有更多的宝石
2106	宝石_提示_20140521	镶嵌成功
2107	宝石_提示_20140521	摘除成功
2108	宝石_提示_20140521	请先选择装备部位
2109	元宝商店_提示_20140422	该商品已达今日购买上限，请次日凌晨4：00后尝试。
2110	组队平台_UI_20140422	列表中都是想要参加“普通{0}”活动的玩家，欢迎您加入他们！
2111	组队平台_UI_20140422	列表中都是想要参加“困难{0}”活动的玩家，欢迎您加入他们！
2112	组队平台_UI_20140422	列表中都是想要参加“挑战{0}”活动的玩家，欢迎您加入他们！
2113	世界BOSS_UI_20140522	{0}的队伍
2114	装备_提示_20140523	强化暴击！！直接提升2级！！
2115	装备_提示_20140523	打星暴击！！直接提升2星！！
2116	世界BOSS_UI_20140523	您的队伍暂时不能发起挑战，稍后重试
2117	世界BOSS_UI_20140523	对方队伍暂时不能被挑战，稍后重试
2118	乾坤袋_UI_20140523	宝石升级：#r三个完全相同的宝石，可升为相应的更高一级宝石。#r宝石炼化：#r放入任意一颗宝石和宝石炼化符，可随机得到一个相应等级的宝石（宝石炼化符在珍珑棋局活动中一定几率掉落）。#r美人合成：#r200个相同的美人碎片可合成相应的美人卡片。#r美人碎片转化：#r将美人碎片转化符和任意美人碎片放入合成，可随机得到一张新的美人碎片。#r普通结婚戒指合成：#r1个[40级戒指打造图]、1个[3级法力宝石]、99个[一品锻石]、99个[一品璞玉]可合成一个[一见倾心（普通）]戒指#r汗血马碎片合成：#r100个汗血马碎片合成汗血马（7天）#r赤炎麒麟碎片合成：#r200个碎片合成赤炎麒麟（7天）
2119	任务_提示_20140522	您知道熊是怎么死的么？再来一次吧，别让我鄙视您。
2120	任务_提示_20140522	少侠才高八斗、学富五车！拼接正确！
2121	坐骑_开关_20140523	坐骑功能未开启
2122	体能值_UI_20140524	体能:{0}/{1}
2123	体能值_UI_20140524	今天第{0}次购买，体能{1}点，#r需要{2}绑定元宝。是否购买？
2124	体能值_UI_20140524	{0}:{1}
2125	UI_提示_20140524	雇佣功能未开启
2126	UI_提示_20140524	比武功能未开启
2127	UI_提示_20140524	世界BOSS功能未开启
2128	UI_提示_20140524	江湖名人录功能未开启
2129	UI_提示_20140524	排行榜功能未开启
2130	体能值_UI_20140524	体能值不足
2131	体能值_提示_20140524	已达到当日购买次数上限，无法购买。
2132	体能值_提示_20140524	购买体能成功
2133	装备_提示_20140524	此部位无法镶嵌宝石
2134	伙伴_提示_20140526	当前出战的伙伴无法改名
2135	元宝商店_提示_20140526	购买成功
2136	元宝商店_提示_20140526	暂未开通充值功能
2137	元宝商店_提示_20140526	是否购买所有已预览物品
2138	生活技能_UI_20140526	消耗体能:{0}
2139	生活技能_UI_20140526	体能不足，无法制作
2140	华山论剑_提示_20140527	真气不足
2141	华山论剑_提示_20140527	当前已满10层助战效果
2142	华山论剑_提示_20140527	扣除{0}真气，提升自身{1}防御，{2}攻击
2143	华山论剑_提示_20140527	{0}层效果
2144	目标_UI_20140527	去完成
2145	藏经阁_掉落公告_20140527	恭喜<a>【{0}】</a>在藏经阁挑战中获得了<a>[{1}]</a>
2146	世界BOSS_提示信息_20140528	同仇敌忾围攻天山童姥，不可解散队伍！
2147	世界BOSS_提示信息_20140528	同仇敌忾围攻天山童姥，不可请离队员！
2148	世界BOSS_提示信息_20140528	少侠在刚刚阻止天山童姥的战斗中功不可没，这是获救百姓送上的谢礼，还望您收下！
2149	首周奖励_提示信息_20140529	活动尚未开启！
2150	每日奖励_提示信息_20140530	活动尚未开启！
2151	在线奖励_提示信息_20140531	活动尚未开启！
2152	系统商店_提示信息_20140529	系统商店功能暂未开启。
2153	每日幸运抽奖_提示信息_20140529	每日幸运抽奖功能暂未开启。
2154	组队平台_超链接_20140529	普通{0}开组，<a>[申请入队]</a>
2155	组队平台_超链接_20140529	困难{0}开组，<a>[申请入队]</a>
2156	组队平台_超链接_20140529	挑战{0}开组，<a>[申请入队]</a>
2157	生活技能_公告_20140530	神兵出世！{0}几经磨难，制造了{1}！
2158	创建角色_提示_20140530	请选择角色
2159	组队平台_超链接_20140530	没有队伍，无法发送信息
2160	升级_提示_20140530	等级达到上限，无法再获得经验
2161	登陆_提示_20140530	您的客户端版本过低，点击确定下载最新客户端
2162	技能界面_界面文字_20140424	{0}级
2163	组队平台_超链接_20140603	发送太频繁了
2164	伙伴_提示_20140603	当前出战的伙伴无法分配资质点
2165	宝石_提示_20140603	此孔位{0}级开放
2166	首周奖励_提示信息_20140604	累计领取4次奖励后，才能领取第7日奖励
2167	元宝商店_提示_20140604	当前元宝商店未开放
2168	装备强化_UI_20140604	没有可供强化的装备
2169	装备强化_UI_20140604	没有可供吸收的装备
2170	装备强化_UI_20140604	没有可供打星的装备
2171	PK_提示_20140604	当前杀气过高，自动进入监狱，杀气减为0时自动传出
2172	排队_提示_20140604	正在排队中，您排在{0}位，请稍后……
2173	乾坤袋_提示_20140604	不可选择同种材料
2174	换线_提示_20140604	请输入正确的分线号
2175	领奖_提示_20140605	奖励已领取
2176	领奖_提示_20140606	死亡状态不可领取
2177	副本通用规则_提示_20140605	选择:{0}
2178	副本通用规则_提示_20140605	您已经提交申请
2179	副本通用规则_提示_20140605	您已经有队伍了
2180	帮会_提示_20140605	帮会功能尚未开放。
2181	目标头像_界面文字_20140605	查看属性
2182	功能开启_界面文字_20140606	功能尚未开启
2183	伙伴_提示_20140606	伙伴技能已满
2184	公告_提示_20140605	珍珑棋局将在10分钟后开启。
2185	公告_提示_20140605	珍珑棋局开始
2186	公告_提示_20140605	燕子坞将在5分钟后开启。
2187	公告_提示_20140605	燕子坞开始
2188	公告_提示_20140605	帮会活动将在5分钟后开启。
2189	公告_提示_20140605	帮会活动开始
2190	公告_提示_20140605	华山论剑报名开启。
2191	公告_提示_20140605	华山论剑开始
2192	公告_提示_20140605	华山论剑报名开启。
2193	公告_提示_20140605	华山论剑开始
2194	公告_提示_20140605	帮战海选赛第一轮将在10分钟后开启
2195	公告_提示_20140605	帮战海选赛第一轮开始，请各帮通过帮战界面进入比赛
2196	公告_提示_20140605	帮战海选赛第二轮将在10分钟后开启
2197	公告_提示_20140605	帮战海选赛第二轮开始，请各帮通过帮战界面进入比赛
2198	公告_提示_20140605	帮战八强晋级赛将在10分钟后开启
2199	公告_提示_20140605	帮战八强晋级赛开始，请参赛帮会通过帮战界面进入比赛
2200	公告_提示_20140605	帮战半决赛将在10分钟后开启
2201	公告_提示_20140605	帮战半决赛开始，请晋级帮会通过帮战界面进入比赛
2202	公告_提示_20140605	珍珑棋局将在10分钟后结束
2203	公告_提示_20140605	燕子坞将在15分钟后结束
2204	公告_提示_20140605	帮会活动将在15分钟后结束
2205	公告_提示_20140605	华山论剑报名结束
2206	公告_提示_20140605	华山论剑结束
2207	公告_提示_20140605	华山论剑报名结束
2208	公告_提示_20140605	华山论剑结束
2209	公告_提示_20140605	帮战结束
2210	公告_提示_20140605	帮战结束
2211	公告_提示_20140605	帮战晋级赛结束
2212	公告_提示_20140605	帮战决赛赛结束
2213	聊天_提示_20140606	最多只能输入128个字
2214	世界地图_提示_20140606	您尚未探索过此地图，不能传送
2215	操作锁_提示_20140606	操作过于频繁，请稍后再试
2216	PK_提示_20140607	在监狱中不可参加活动
2217	帮战＿UI_20140607	本周帮战尚未开启
2218	聊天_提示_20140609	暂不开放小喇叭功能，敬请期待！
2219	藏经阁_提示_20140610	藏经阁{0}层挑战失败
2220	藏经阁_提示_20140610	藏经阁{0}层挑战成功，点击下一层可向更高层挑战
2221	藏经阁_提示_20140610	藏经阁{0}层
2222	装备强化_提示	请选择要强化的装备
2223	装备强化_提示	请选择要吸收的装备和材料
2224	UI_20140611	{0}万
2225	聚贤庄副本_提示_20140611	下一波敌人将于{0}秒后来袭！
2226	聚贤庄副本_提示_20140611	您已经成功通关，副本即将关闭
2227	副本通用规则_提示_20140611	距离副本离开时间{0}秒
2228	副本通用规则_提示_20140611	距离副本开启时间{0}秒
2229	组队_提示内容_20140612	恭喜您加入了一个队伍，队伍中的玩家将可获得更多收益！
2230	PK_提示内容_20140612	帮会成员之间无法PK
2231	PK_邮件提示_20140612	您被玩家{0}杀死了。可在社交界面的仇人列表中使用雾影寻踪道具追踪到该玩家具体位置。
2232	华山论剑_提示_20140612	{0}强
2233	华山论剑_提示_20140612	半决赛
2234	华山论剑_提示_20140612	决赛
2235	华山论剑_提示_20140612	本届华山论剑第一名是武功盖世的:{0}
2336	华山论剑_提示_20140612	恭喜少侠在本届华山论剑中获得第{0}名！奖励将通过邮件发放，请注意查收。
2337	华山论剑_提示_20140612	获得{0}战绩
2338	庄园系统_提示_20140612	将消耗{0}#q3消除所有餐桌的等待时间，是否继续？
2339	庄园系统_提示_20140612	将消耗{0}#q3消除本餐桌的等待时间，是否继续？
2340	帮会_提示_20140612	已提交申请，等待对方处理。
2341	伙伴_提示_20140613	坐骑状态下不能召唤伙伴
2342	燕子坞_提示_20140614	距离副本开始还有{0}秒
2343	组队平台_提示_20140614	副本中不允许使用此功能
2344	华山论剑_提示_20140614	对手网络不稳定，请等待
2345	组队平台_提示_20140614	确定要离开副本么?
2346	华山论剑_提示_20140614	恭喜获得决赛胜利
2347	组队平台_提示_20140614	重置时间：4:00、18:00
2348	组队平台_提示_20140614	重置时间：4:00
2349	华山论剑_提示_20140614	比赛结束，点击比赛排行榜可查看结果。
2350	酒楼_提示_20140614	没有符合要求的菜品，请重新选择！
2351	切线_提示_20140614	目标场景人数已满
2352	重连_提示_20140614	正在等待进入场景
2353	副本任务_提示_20140615	敌人即将来袭
2354	华山论剑_提示_20140618	30秒后比武场关闭
2355	社交_UI_20140618	删除好友
2356	社交_UI_20140618	移出名单
2357	社交_提示_20140618	设置黑名单成功
2358	帮会_提示_20140619	您获得{0}点帮贡。
2359	帮会_提示_20140619	解散帮会操作不可撤销，确定执行吗？
2360	帮会_提示_20140619	确定将该玩家从帮会中除名？
2361	帮会_提示_20140619	禅让帮主操作不可撤销，确定执行吗？
2362	帮会_提示_20140619	禅让目标的等级不得低于40级。
2363	武道之巅_提示_20140619	您被别人挑战
2364	任务_UI_20140619	完成
2365	任务_提示_20140620	您获得了{0}活跃度
2366	设置_UI_20140619	关闭指引教学
2367	装备强化_提示_20140619	强化成功
2368	伙伴_提示_20140620	升星石数量不足
2369	登陆_提示_20140623	您的账号授权失败，请重新登陆
2370	死亡推送_UI_20140623	装备：{0}
2371	死亡推送_UI_20140623	美人：{0}
