Id	Desc	SceneID	DataID	PosX	PosZ	FaceDirection
632	叛乱洞主	25	185	18.05	24.8	0
633	叛乱洞主	25	185	18.05	22.1	0
634	叛乱洞主	25	185	20.66	22.36	0
635	叛乱洞主	25	185	21.38	24.93	0
636	叛乱洞主	25	185	12.16	27.6	0
637	叛乱洞主	25	185	13.82	22.44	0
638	叛乱洞主	25	185	17.95	17.25	0
639	叛乱洞主	25	185	9.57	28.43	0
640	叛乱洞主	25	185	20.28	14.03	0
641	叛乱洞主	25	185	18.25	19.63	0
642	叛乱洞主	25	185	14.82	18.1	0
643	叛乱洞主	25	185	15.92	20.58	0
644	叛乱洞主	25	185	13.3	20.79	0
645	叛乱洞主	25	185	11.55	23.34	0
646	叛乱洞主	25	185	14.82	26.47	0
647	叛乱洞主	25	185	8.47	26.13	0
648	叛乱洞主	25	185	16.56	26.03	0
649	叛乱洞主	25	185	15.77	22.08	0
650	叛乱洞主	25	185	9.19	23.98	0
651	戈壁马匪	23	174	18.05	19.95	0
652	戈壁马匪	23	174	17.85	24.75	0
653	戈壁马匪	23	174	20.8	22.43	0
654	戈壁马匪	23	174	19.94	17.01	0
655	戈壁马匪	23	174	22.01	20.86	0
656	戈壁马匪	23	174	24.37	23.62	0
657	戈壁马匪	23	174	30.32	22.86	0
658	戈壁马匪	23	174	29.16	19.32	0
659	戈壁马匪	23	174	25.84	20.88	0
660	戈壁马匪	23	174	24.48	17.56	0
661	戈壁马匪	23	174	23.11	21.95	0
662	戈壁马匪	23	174	18.82	21.76	0
663	戈壁马匪	23	174	20.57	24.39	0
664	戈壁马匪	23	174	16.48	21.66	0
665	戈壁马匪	23	174	20.57	19.61	0
666	戈壁马匪	23	174	22.23	16.88	0
667	戈壁马匪	23	174	23.89	19.52	0
668	戈壁马匪	23	174	21.26	13.95	0
669	戈壁马匪	23	174	18.23	16.39	0
670	戈壁马匪	23	174	26.43	18.93	0
671	戈壁马匪	23	174	16.77	19.91	0
672	戈壁马匪	23	174	16.87	23.22	0
673	戈壁马匪	23	174	21.94	18.83	0
674	戈壁马匪	23	174	24.05	14.64	0
675	戈壁马匪	23	174	23.3	9.76	0
676	宋兵	23	175	48.37	25.69	0
677	宋兵	23	175	47.74	20.64	0
678	宋兵	23	175	51.26	14.06	0
679	宋兵	23	175	48.87	12.2	0
680	宋兵	23	175	46.73	8.8	0
681	宋兵	23	175	43.9	10.15	0
682	宋兵	23	175	52.08	15.15	0
683	宋兵	23	175	42.27	8.36	0
684	宋兵	23	175	46.23	18.72	0
685	宋兵	23	175	46.09	16.3	0
686	宋兵	23	175	49.29	16.44	0
687	宋兵	23	175	50.72	17.94	0
688	宋兵	23	175	50.79	21.78	0
689	宋兵	23	175	49.93	19.72	0
690	宋兵	23	175	48.08	22.71	0
691	宋兵	23	175	50.01	23.71	0
692	宋兵	23	175	46.23	24.92	0
693	宋兵	23	175	46.66	27.13	0
694	宋兵	23	175	43.52	19	0
695	宋兵	23	175	42.95	15.59	0
696	宋兵	23	175	44.66	13.59	0
697	宋兵	23	175	47.73	13.73	0
698	宋兵	23	175	46.44	11.45	0
699	宋兵	23	175	42.95	11.95	0
700	宋兵	23	175	41.46	17.51	0
701	宋兵	23	175	43.95	23.28	0
702	宋兵	23	175	53	19.36	0
703	宋兵	23	175	49.44	14.66	0
704	宋兵	23	175	47.73	16.51	0
705	宋兵	23	175	45.17	20.83	0
706	荒原豹	23	176	33.25	36.06	0
707	荒原豹	23	176	27.56	36.45	0
708	荒原豹	23	176	31.64	44.58	0
709	荒原豹	23	176	37	37	0
710	荒原豹	23	176	40.08	39.73	0
711	荒原豹	23	176	47.81	41.13	0
712	荒原豹	23	176	46.93	43.3	0
713	荒原豹	23	176	49.01	44.9	0
714	荒原豹	23	176	51.99	44.58	0
715	荒原豹	23	176	53.35	42.17	0
716	荒原豹	23	176	56.08	40.49	0
717	荒原豹	23	176	51.02	41.21	0
718	荒原豹	23	176	50.14	42.58	0
719	荒原豹	23	176	46.69	45.23	0
720	荒原豹	23	176	44.28	42.9	0
721	荒原豹	23	176	43.23	40.49	0
722	荒原豹	23	176	39.78	38	0
723	荒原豹	23	176	36.32	38.32	0
724	荒原豹	23	176	51.75	47.47	0
725	荒原豹	23	176	53.91	45.07	0
726	荒原豹	23	176	50.86	45.87	0
727	荒原豹	23	176	47.33	47.31	0
728	荒原豹	23	176	50.3	48.52	0
729	荒原豹	23	176	55.2	38.8	0
730	荒原豹	23	176	52.63	37.68	0
731	荒原豹	23	176	49.26	47.3	0
732	荒原豹	23	176	52.98	47.19	0
733	荒原豹	23	176	55.96	43.94	0
734	荒原豹	23	176	53.13	39.71	0
735	西夏兵	24	177	23.78	28.97	0
736	西夏兵	24	177	23.04	24.93	0
737	西夏兵	24	177	17.27	28.28	0
738	西夏兵	24	177	15.28	33.27	0
739	西夏兵	24	177	8.5	33.73	0
740	西夏兵	24	177	7.45	30.23	0
741	西夏兵	24	177	12.28	28.77	0
742	西夏兵	24	177	15.66	26.42	0
743	西夏兵	24	177	15.53	28.9	0
744	西夏兵	24	177	13.5	30.23	0
745	西夏兵	24	177	15.85	31.25	0
746	西夏兵	24	177	12.55	32.07	0
747	西夏兵	24	177	12.48	34.17	0
748	西夏兵	24	177	10.13	31.69	0
749	西夏兵	24	177	11.13	29.69	0
750	西夏兵	24	177	14.03	27.85	0
751	西夏兵	24	177	9.36	28.8	0
752	西夏兵	24	177	8.21	31.6	0
753	西夏兵	24	177	10.5	34.65	0
754	西夏兵	24	177	12.52	35.07	0
755	西夏兵	24	177	14.75	34.55	0
756	西夏兵	24	177	17.25	32.79	0
757	西夏兵	24	177	17.68	30.52	0
758	西夏兵	24	177	18.76	28.99	0
759	西夏兵	24	177	21.09	28.7	0
760	西夏兵	24	177	20.66	26.83	0
761	西夏兵	24	177	18.82	24.67	0
762	西夏兵	24	177	16.97	24.76	0
763	西夏兵	24	177	22.88	27.41	0
764	西夏兵	24	177	21.04	24.48	0
765	西夏兵	24	177	20.47	22.39	0
766	西夏兵	24	177	23.9	22.9	0
767	西夏兵	24	177	22.76	21.37	0
768	西夏兵	24	177	18.18	22.34	0
769	西夏兵	24	177	18.64	26.96	0
770	辽兵	24	178	24.54	57.12	0
771	辽兵	24	178	27.44	53.96	0
772	辽兵	24	178	30.07	57.81	0
773	辽兵	24	178	33.25	58.3	0
774	辽兵	24	178	35.84	55.64	0
775	辽兵	24	178	37.06	57.44	0
776	辽兵	24	178	39.96	57.44	0
777	辽兵	24	178	39.19	55.96	0
778	辽兵	24	178	42.09	55.45	0
779	辽兵	24	178	43.82	56.93	0
780	辽兵	24	178	30.88	56.58	0
781	辽兵	24	178	29.03	58.27	0
782	辽兵	24	178	41.58	58.06	0
783	辽兵	24	178	35.5	58.22	0
784	辽兵	24	178	34.23	56.37	0
785	辽兵	24	178	31.84	55.41	0
786	辽兵	24	178	37.42	55.13	0
787	辽兵	24	178	37.95	56.05	0
788	辽兵	24	178	31.73	58.25	0
789	辽兵	24	178	34.76	57.03	0
790	辽兵	24	178	29.2	55.86	0
791	辽兵	24	178	26.89	57.53	0
792	辽兵	24	178	28.46	57.32	0
793	辽兵	24	178	32.18	57.51	0
794	辽兵	24	178	30.2	54.45	0
795	辽兵	24	178	33.59	55.18	0
796	辽兵	24	178	32.73	56.51	0
797	辽兵	24	178	38.68	58.68	0
798	辽兵	24	178	43.06	58.63	0
799	辽兵	24	178	26.38	55.59	0
800	辽兵	24	178	27.3	55.93	0
801	辽兵	24	178	39.9	54.1	0
802	盗贼	24	179	47.91	38.54	0
803	盗贼	24	179	48.56	43.18	0
804	盗贼	24	179	46.39	44.51	0
805	盗贼	24	179	49.84	42.33	0
806	盗贼	24	179	48.79	41.04	0
807	盗贼	24	179	49.14	38.49	0
808	盗贼	24	179	50.06	39.95	0
809	盗贼	24	179	48.85	36.41	0
810	盗贼	24	179	50.93	36.58	0
811	盗贼	24	179	52.4	40.42	0
812	盗贼	24	179	53.18	41.91	0
813	盗贼	24	179	53.65	44.51	0
814	盗贼	24	179	55.14	45.48	0
815	盗贼	24	179	50.89	45.97	0
816	盗贼	24	179	47.53	40.35	0
817	盗贼	24	179	52.44	46.48	0
818	盗贼	24	179	50.44	44.48	0
819	盗贼	24	179	51.19	42.22	0
820	盗贼	24	179	48.19	45.22	0
821	盗贼	24	179	51.06	43.15	0
822	盗贼	24	179	54.36	43.46	0
823	盗贼	24	179	50.79	40.8	0
824	盗贼	24	179	47.09	38.88	0
825	盗贼	24	179	47.3	42.44	0
826	盗贼	24	179	51.75	39.13	0
827	盗贼	24	179	52.83	42.9	0
828	盗贼	24	179	52.13	44.5	0
829	盗贼	24	179	54.07	46.82	0
830	盗贼	24	179	55.81	13.73	0
831	盗贼	24	179	56.11	11.29	0
832	盗贼	24	179	52.93	12.22	0
833	盗贼	24	179	47.77	13.75	0
834	盗贼	24	179	47.84	10.72	0
835	司仪	29	848	12	16.5	-1.55
836	媒婆	29	849	5.15	5.78	0.23
837	伏地武士	34	906	10.27	13.07	0
838	伏地武士	34	906	7.88	9.92	0
839	伏地武士	34	906	10.75	6.29	0
840	伏地武士	34	906	57.91	16.16	0
841	伏地武士	34	906	6.73	11.47	0
842	伏地武士	34	906	9.25	10.84	0
843	伏地武士	34	906	52.53	9.19	0
844	伏地武士	34	906	8.7	7.62	0
845	伏地武士	34	906	11.01	11.24	0
846	伏地武士	34	906	13.69	12.25	0
847	伏地武士	34	906	11.78	10.52	0
848	伏地武士	34	906	14.46	10.84	0
849	伏地武士	34	906	12.79	7.45	0
850	伏地武士	34	906	5.77	9.85	0
851	伏地武士	34	906	54.93	9.44	0
852	伏地武士	34	906	52.85	11.37	0
853	伏地武士	34	906	57	13.47	0
854	伏地武士	34	906	55.37	13.11	0
855	伏地武士	34	906	47.08	17.68	0
856	伏地武士	34	906	10.54	8.62	0
857	伏地武士	34	906	13.2	8.83	0
858	伏地武士	34	906	6.57	8.58	0
859	伏地武士	34	906	55.68	11.29	0
860	伏地武士	34	906	49.14	18.79	0
861	伏地武士	34	906	43.56	11.74	0
862	伏地武士	34	906	46.05	12.72	0
863	伏地武士	34	906	45.47	15.44	0
864	伏地武士	34	906	49.05	15.15	0
865	伏地武士	34	906	49.7	8.96	0
866	伏地武士	34	906	53.29	15.47	0
867	巫灵	34	907	15.92	50.68	0
868	巫灵	34	907	10.86	46.27	0
869	巫灵	34	907	16.66	45.72	0
870	巫灵	34	907	17.74	48.45	0
871	巫灵	34	907	14.35	44.62	0
872	巫灵	34	907	16.61	53.08	0
873	巫灵	34	907	20.28	47.3	0
874	巫灵	34	907	21.73	51.99	0
875	巫灵	34	907	26.66	35.76	0
876	巫灵	34	907	29.02	36.19	0
877	巫灵	34	907	34.1	43.21	0
878	巫灵	34	907	27.91	37.3	0
879	巫灵	34	907	29.66	38.04	0
880	巫灵	34	907	31.8	43.05	0
881	巫灵	34	907	31.95	39.97	0
882	巫灵	34	907	33.03	45.26	0
883	巫灵	34	907	35.07	47.42	0
884	巫灵	34	907	35.79	50.67	0
885	巫灵	34	907	35.79	47.66	0
886	巫灵	34	907	36.03	51.75	0
887	巫灵	34	907	12.54	48.16	0
888	巫灵	34	907	15.74	48.75	0
889	巫灵	34	907	12.35	50.55	0
890	巫灵	34	907	14.27	47.42	0
891	巫灵	34	907	18.72	51.87	0
892	巫灵	34	907	19.92	44.42	0
893	巫灵	34	907	21.12	49.71	0
894	巫灵	34	907	36.19	54.63	0
895	巫灵	34	907	36.76	56.8	0
896	巫灵	34	907	34.38	53.25	0
897	灵兽	34	908	51.45	34.15	0
898	灵兽	34	908	49.17	32.52	0
899	灵兽	34	908	41.18	29.57	0
900	灵兽	34	908	44.9	29.73	0
901	灵兽	34	908	43.98	32.01	0
902	灵兽	34	908	43.56	29.77	0
903	灵兽	34	908	46.43	32.49	0
904	灵兽	34	908	42.38	27.81	0
905	灵兽	34	908	42	30.69	0
906	灵兽	34	908	54.52	37.19	0
907	灵兽	34	908	51.35	53.48	0
908	灵兽	34	908	48.91	53.82	0
909	灵兽	34	908	49.89	52.11	0
910	灵兽	34	908	47.01	55.91	0
911	灵兽	34	908	52.11	52.71	0
912	灵兽	34	908	47.62	54.24	0
913	灵兽	34	908	54.87	49.59	0
914	灵兽	34	908	56.59	46.94	0
915	灵兽	34	908	58.18	44.2	0
916	灵兽	34	908	57.51	40.93	0
917	灵兽	34	908	56.03	38.22	0
918	灵兽	34	908	55.91	39.9	0
919	灵兽	34	908	57.42	42.63	0
920	灵兽	34	908	54.44	51.36	0
921	灵兽	34	908	54.44	34.54	0
922	灵兽	34	908	55.68	42.26	0
923	灵兽	34	908	56.4	44.73	0
924	灵兽	34	908	56.4	49.52	0
925	灵兽	34	908	48.07	52.06	0
926	灵兽	34	908	53.7	53.94	0
