EffectID	Name	Path	DelayTime	IsOnlyDeactive	Type	ParentName	IsFellowOwner	MaxOwnNum	X	Y	Z	RotationX	RotationY	RotationZ	Duration
197	聚贤庄-怪物召唤	Prefab/Effect/boss_mafuren_zhaohuan	0	1	0	EffectPoint	1	-1	0	0	0	0	0	0	1.5
198	聚贤庄-千娇百媚	Prefab/Effect/boss_mafuren_qianjiaobaimei_001	0	1	0	EffectPoint	0	-1	0	0	0	0	0	0	2
199	聚贤庄-袖里乾坤	Prefab/Effect/boss_xuanan_xiuliqiankun_001	0	1	0	EffectPoint	0	-1	0	0.2	0	0	0	0	1.9
200	聚贤庄-天竺佛指	Prefab/Effect/boss_xuanan_tianzhufozhi_001	0	1	0	EffectPoint	0	-1	0	0.6	0.5	0	0	0	1.4
201	聚贤庄-缠死擒拿手	Prefab/Effect/boss_chansiqingnashou	0.55	1	0	EffectPoint	1	-1	0	0.7	0.5	0	0	0	1.1
202	聚贤庄-缠死擒拿手BUFF	Prefab/Effect/buff_chansiqingnashou	0	1	0	CenterPoint	1	-1	0	0	0	0	0	0	0
203	聚贤庄-降龙十八掌2	Prefab/Effect/boss_xianglongshibazhang_002	0	1	0	EffectPoint	1	-1	0	0.7	0	0	0	0	0.6
204	聚贤庄-挑拨离间	Prefab/Effect/boss_xiangwanghai_tiaobolijian	0	1	0	EffectPoint	1	-1	0	0	0	0	0	0	1.5
205	聚贤庄-挑拨离间BUFF	Prefab/Effect/buff_xiangwanghai_tiaobolijian	0	1	0	EffectPoint	1	-1	0	0.5	0	0	0	0	0
206	燕子坞-迷踪步	Prefab/Effect/boss_gongyeqian_mizongbu_001	0.8	1	0	EffectPoint	1	-1	0	0.1	1	0	0	0	0.6
207	珍珑棋局-黄金棋子爆炸	Prefab/Effect/boss_jiashafumogong_001	0	1	0	EffectPoint	1	-1	0	0.2	0	0	0	0	0.8
208	美人亲密宝箱特效	Prefab/Effect/ui_baoxiang_002	0	0	0	EffectPoint	0	-1	0	0	3	0	0	0	2.3
209	雁门关BOSS（废弃）	Prefab/Effect/boss_skill_001	0.55	1	0	EffectPoint	1	-1	0	0.4	0	0	0	0	1.7
210	雁门关BOSS斗转星移1	Prefab/Effect/boss_wuliskill_001	0.2	1	0	EffectPoint	0	-1	0.5	1	1	0	0	0	0.4
211	雁门关BOSS斗转星移2	Prefab/Effect/boss_wuliskill_002	0.5	1	0	EffectPoint	0	-1	1	1.2	1	0	0	0	0.4
212	雁门关BOSS斗转星移3	Prefab/Effect/boss_wuliskill_003	0.75	1	0	EffectPoint	1	-1	0	0.5	0.2	0	0	0	2
213	大烟花	Prefab/Effect/ui_yaoqianshu_001	0	1	0	EffectPoint	0	-1	-0.1456413	1.685679	3.089695	0	0	0	3
214	小烟花	Prefab/Effect/ui_meirenjiechu_001	0	1	0	EffectPoint	0	-1	-0.1456413	1.685679	3.089695	0	0	0	3
215	雁门关普攻1特效	Prefab/Effect/boss_wuliskill_002	0.32	1	0	EffectPoint	0	-1	1	0.96	0	345.5	10.68	4.88	0.4
216	动物型伙伴普攻特效	Prefab/Effect/tongyong_monster_gongji	0.47	1	0	EffectPoint	0	-1	0	0.5	1.5	0	0	0	1.6
217	人形普攻特效（物攻）	Prefab/Effect/tongyong_meirenskill_001	0.3	1	0	EffectPoint	0	-1	0	1.3	0.3	0	0	0	0.55
218	人形普攻特效（法功）	Prefab/Effect/tongyong_meirenskill_002	0.488	1	0	EffectPoint	0	-1	0	1.3	0.7	0	0	0	1.1
219	粉花小烟花	Prefab/Effect/scene_yanhua_s_001	0	0	0	EffectPoint	0	-1	0	1	0	0	0	0	0
220	蓝星小烟花	Prefab/Effect/scene_yanhua_s_002	0	0	0	EffectPoint	0	-1	0	1	0	0	0	0	0
221	橙桃小烟花	Prefab/Effect/scene_yanhua_s_003	0	0	0	EffectPoint	0	-1	0	1	0	0	0	0	0
222	橙射中烟花	Prefab/Effect/scene_yanhua_m_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	0	0
223	粉荆中烟花	Prefab/Effect/scene_yanhua_m_002	0	0	0	EffectPoint	0	-1	0	0	0	0	0	0	0
224	光棍节-表白	Prefab/Effect/buff_xinhun_001	0	0	0	EffectPoint	1	-1	0	1	0	0	0	0	15
225	通用换装特效	Prefab/Effect/tongyong_huanzhuang_001	0	0	0	EffectPoint	0	-1	0	0	0	270	0	0	1.2
226	缤纷大烟花	Prefab/Effect/scene_yanhua_L_he_001	0	0	0	EffectPoint	1	1	0	1.7	0	0	0	0	0
227	珍珑棋局-段延庆-段家剑	Prefab/Effect/boss_duanyanqing_001	0	1	0	EffectPoint	1	-1	0	0	0	0	0	0	1.25
228	珍珑棋局-苏星河-天鉴神功	Prefab/Effect/boss_suxinghe_001	0	1	0	EffectPoint	1	-1	0	0	0	0	0	0	2
229	珍珑棋局-远古棋魂-落雷	Prefab/Effect/boss_yuanguqihun_001	0	1	0	EffectPoint	1	-1	0	0	0	0	0	0	2.3
230	创建角色-少林1	Prefab/Effect/skill_shaolin_chuchang_001	0.65	0	0	EffectPoint	1	-1	0	0.1	-0.5	0	0	0	1
231	创建角色-少林2	Prefab/Effect/skill_shaolin_chuchang_002	0.2	0	0	EffectPoint	1	-1	-0.5	1.9	0	0	0	0	0.4
232	创建角色-天山1	Prefab/Effect/skill_tianshan_chuchang_001	0.25	0	0	EffectPoint	1	-1	-2.7	0.6	-0.3	1.6	3.4	7.8	0.3
233	创建角色-天山2	Prefab/Effect/skill_tianshan_chuchang_002	1.3	0	0	EffectPoint	1	-1	-1.9	0.25	-0.5	0	0	0	0.7
234	创建角色-大理1	Prefab/Effect/skill_dali_chuchang_001	1.2	0	0	EffectPoint	1	-1	1.4	2.3	-1	0	0	0	2
235	创建角色-大理2	Prefab/Effect/skill_dali_chuchang_002	3.15	0	0	EffectPoint	1	-1	2.64	0.03	-2.17	1.73	14.58	19.7	0.25
236	创建角色-逍遥	Prefab/Effect/skill_xiaoyao_chuchang_002	2.32	0	0	EffectPoint	1	-1	-2	1.5	-1.7	0	0	0	1
237	泰山压顶	Prefab/Effect/shaolin_weituochu_001	0.5	1	0	EffectPoint	0	-1	0	0	1	0	0	0	1.3
