Id	DESC	szString	type_1	type_2
1149		www.maituan.com	1	1
1150		www.neicehao.cn	1	1
1151		www.sanjidianying.com.cn	1	1
1152		www.sexwyt.com	1	1
1153		www.sf766.com.cn	1	1
1154		www.wang567.com	1	1
1155		www.wow366.cn	1	1
1156		www.xaoh.cn	1	1
1157		www.yhzt.org	1	1
1158		www.ylteam.cn	1	1
1159		www.yxnpc.com	1	1
1160		www.zsyxhd.cn	1	1
1161		www.zxkaku.cn	1	1
1162		www.zy528.com	1	1
1163		wy33.com	1	1
1164		wy3868.com	1	1
1165		wy724.com	1	1
1166		xiao77.1243.net.cn	1	1
1167		xiao77luntan.1249.net.cn	1	1
1168		xiaoqinzaixian.cn	1	1
1169		xingqingzhongren.1174.net.cn	1	1
1170		xinguangming	1	1
1171		xinsheng	1	1
1172		xiuau.cn	1	1
1173		xl517.com	1	1
1174		xq-wl.cn	1	1
1175		xya3.cn	1	1
1176		yaokong7.com	1	1
1177		youxiji888.cn	1	1
1178		ys168.com	1	1
1179		yuanming	1	1
1180		yuanmingxinsheng	1	1
1181		yuming	1	1
1182		yz55.cn	1	1
1183		zaixu.net	1	1
1184		zhengjian	1	1
1185		zhengjianwang	1	1
1186		zhengqing	1	1
1187		zhengwunet	1	1
1188		zhenshanren	1	1
1189		zhongguohun	1	1
1190		zhuanfalun	1	1
1191		zxsj188.com	1	1
1192		zy666.net	1	1
1193		zzmysf.com	1	1
1194		zzz.xaoh.cn	1	1
1195		阿扁万岁	1	1
1196		阿扁萬歲	1	1
1197		阿拉法特	1	1
1198		啊無卵	1	1
1199		哀悼	1	1
1200		挨球	1	1
1201		艾滋	1	1
1202		爱液	1	1
1203		爱滋	1	1
1204		愛滋	1	1
1205		安非他命	1	1
1206		安南	1	1
1207		安全局	1	1
1208		垵	1	1
1209		奧克拉	1	1
1210		嶴	1	1
1211		澳洲光明网	1	1
1212		八 仙	1	1
1213		八 仙靠	1	1
1214		八九	1	1
1215		八九风波	1	1
1216		八仙	1	1
1217		八仙靠	1	1
1218		白粉	1	1
1219		白立樸	1	1
1220		白莲教	1	1
1221		白皮書	1	1
1222		白色星期三	1	1
1223		班禅	1	1
1224		班禪	1	1
1225		办理文凭	1	1
1226		办理证件	1	1
1227		包皮	1	1
1228		薄一波	1	1
1229		保钓	1	1
1230		保釣	1	1
1231		保监会	1	1
1232		保密局	1	1
1233		鸨	1	1
1234		报警	1	1
1235		鲍岳桥	1	1
1236		暴动	1	1
1237		暴恐	1	1
1238		暴力事件	1	1
1239		暴乱	1	1
1240		暴亂	1	1
1241		暴徒	1	1
1242		暴徒、昆明火车站	1	1
1243		爆破	1	1
1244		北大三角地论坛	1	1
1245		北大三角地論壇	1	1
1246		北韩	1	1
1247		北韓	1	1
1248		北京当局	1	1
1249		北京當局	1	1
1250		北京路	1	1
1251		北京之春	1	1
1252		北美自由论坛	1	1
1253		北美自由論壇	1	1
1254		贝肉	1	1
1255		貝尤爾	1	1
1256		被抓	1	1
1257		本拉登	1	1
1258		苯比	1	1
1259		笨屄	1	1
1260		笨逼	1	1
1261		屄	1	1
1262		屄毛	1	1
1263		逼毛	1	1
1264		逼你老母	1	1
1265		逼迫	1	1
1266		逼样	1	1
1267		逼樣	1	1
1268		比毛	1	1
1269		比样	1	1
1270		比樣	1	1
1271		蹕	1	1
1272		颮	1	1
1273		鑣	1	1
1274		婊	1	1
1275		婊子	1	1
1276		婊子靠	1	1
1277		婊子养的	1	1
1278		婊子養的	1	1
1279		賓周	1	1
1280		冰毒	1	1
1281		冰後	1	1
1282		波霸	1	1
1283		博讯	1	1
1284		博訊	1	1
1285		不爽不要錢	1	1
1286		不玩了	1	1
1287		不玩了靠	1	1
1288		布莱尔	1	1
1289		布萊爾	1	1
1290		布雷尔	1	1
1291		布雷爾	1	1
1292		布什	1	1
1293		步行街	1	1
1294		财政部	1	1
1295		蔡崇國	1	1
1296		蔡啓芳	1	1
1297		参事室	1	1
1298		黲	1	1
1299		藏独	1	1
1300		藏独靠	1	1
1301		藏獨	1	1
1302		藏妇会	1	1
1303		藏青会	1	1
1304		藏人	1	1
1305		藏人行政中央	1	1
1306		藏人支持和赞成	1	1
1307		藏人自焚	1	1
1308		藏人自焚档案	1	1
1309		操	1	1
1310		操GM	1	1
1311		操XX	1	1
1312		操薄一波	1	1
1313		操逼	1	1
1314		操逼毛	1	1
1315		操逼你老母	1	1
1316		操逼样	1	1
1317		操比	1	1
1318		操比毛	1	1
1319		操婊	1	1
1320		操婊子	1	1
1321		操宾周	1	1
1322		操冰毒	1	1
1323		操波霸	1	1
1324		操博讯	1	1
1325		操布莱尔	1	1
1326		操布雷尔	1	1
1327		操布什	1	1
1328		操财政部	1	1
1329		操参事室	1	1
1330		操藏独	1	1
1331		操操	1	1
1332		操操GM	1	1
1333		操操XX	1	1
1334		操操逼	1	1
1335		操操比	1	1
1336		操操蛋	1	1
1337		操操你	1	1
1338		操操你八辈祖宗	1	1
1339		操操你妈	1	1
1340		操操你妈屄	1	1
1341		操操他	1	1
1342		操曹刚川	1	1
1343		操草的你妈	1	1
1344		操草妈	1	1
1345		操草拟妈	1	1
1346		操草你妈	1	1
1347		操肏	1	1
1348		操测绘局	1	1
1349		操插GM	1	1
1350		操插你	1	1
1351		操插你妈	1	1
1352		操插妳	1	1
1353		操插深些	1	1
1354		操产权局	1	1
1355		操朝鲜	1	1
1356		操车臣	1	1
1357		操车仑	1	1
1358		操陈功	1	1
1359		操陈良宇	1	1
1360		操陈水扁	1	1
1361		操陈希同	1	1
1362		操陈晓宁	1	1
1363		操陈毅	1	1
1364		操陈至立	1	1
1365		操成人电影	1	1
1366		操成人片	1	1
1367		操吃大便	1	1
1368		操吃屎	1	1
1369		操迟浩田	1	1
1370		操赤匪	1	1
1371		操抽插	1	1
1372		操抽你丫的	1	1
1373		操臭化西	1	1
1374		操出售假币	1	1
1375		操出售枪支	1	1
1376		操出售手枪	1	1
1377		操吹喇叭	1	1
1378		操吹箫	1	1
1379		操春药	1	1
1380		操蠢猪	1	1
1381		操戳你	1	1
1382		操粗制吗啡	1	1
1383		操催情药	1	1
1384		操达赖	1	1
1385		操达赖喇嘛	1	1
1386		操打炮	1	1
1387		操大*FA弟*子	1	1
1388		操大B	1	1
1389		操大逼	1	1
1390		操大便	1	1
1391		操大波波	1	1
1392		操大东亚共荣	1	1
1393		操大法	1	1
1394		操蛋	1	1
1395		操鶏	1	1
1396		操林	1	1
1397		操那嗎B	1	1
1398		操那嗎逼	1	1
1399		操那嗎比	1	1
1400		操那吗B	1	1
1401		操那吗逼	1	1
1402		操那吗比	1	1
1403		操尼	1	1
1404		操你	1	1
1405		操你八辈祖宗	1	1
1406		操你姐	1	1
1407		操你老母	1	1
1408		操你妈	1	1
1409		操你妈屄	1	1
1410		操你妈靠	1	1
1411		操你媽	1	1
1412		操你妹	1	1
1413		操你奶	1	1
1414		操你全家	1	1
1415		操你爷爷	1	1
1416		操你爺爺	1	1
1417		操妳妈	1	1
1418		操他	1	1
1419		操他妈	1	1
1420		操她	1	1
1421		操她妈	1	1
1422		曹长青	1	1
1423		艹	1	1
1424		草的你妈	1	1
1425		草妈	1	1
1426		草拟妈	1	1
1427		草你	1	1
1428		草你 妈	1	1
1429		草你妈	1	1
1430		草你妈靠	1	1
1431		草你媽	1	1
1432		草擬媽	1	1
1433		肏	1	1
1434		侧那	1	1
1435		测绘局	1	1
1436		测拿	1	1
1437		插GM	1	1
1438		插那嗎B	1	1
1439		插那嗎逼	1	1
1440		插那嗎比	1	1
1441		插那吗B	1	1
1442		插那吗逼	1	1
1443		插那吗比	1	1
1444		插你	1	1
1445		插你妈	1	1
1446		插你媽	1	1
1447		插你爷爷	1	1
1448		插你爺爺	1	1
1449		插妳	1	1
1450		插深些	1	1
1451		蕆	1	1
1452		囅	1	1
1453		閶	1	1
1454		常勁	1	1
1455		朝鲜	1	1
1456		朝鮮	1	1
1457		车臣	1	1
1458		车仑	1	1
1459		車侖女幹	1	1
1460		陈水扁	1	1
1461		陳炳基	1	1
1462		陳博志	1	1
1463		陳定南	1	1
1464		陳建銘	1	1
1465		陳景俊	1	1
1466		陳菊	1	1
1467		陳軍	1	1
1468		陳良宇	1	1
1469		陳蒙	1	1
1470		陳破空	1	1
1471		陳水扁	1	1
1472		陳唐山	1	1
1473		陳希同	1	1
1474		陳小同	1	1
1475		陳宣良	1	1
1476		陳學聖	1	1
1477		陳一諮	1	1
1478		陳總統	1	1
1479		諶	1	1
1480		齔	1	1
1481		櫬	1	1
1482		讖	1	1
1483		成人电影	1	1
1484		成人片	1	1
1485		程鐵軍	1	1
1486		吃大便	1	1
1487		吃屎	1	1
1488		痴鳩	1	1
1489		痴拈	1	1
1490		鴟	1	1
1491		持不同政见	1	1
1492		持不同政見	1	1
1493		赤匪	1	1
1494		赤色的护身符	1	1
1495		赤色騎士	1	1
1496		赤色戰士	1	1
1497		抽插	1	1
1498		抽獎	1	1
1499		抽你丫的	1	1
1500		抽头	1	1
1501		臭化西	1	1
1502		臭机	1	1
1503		臭机八	1	1
1504		臭鸡	1	1
1505		臭鸡巴	1	1
1506		臭西	1	1
1507		出售此号	1	1
1508		出售此号靠	1	1
1509		出售假币	1	1
1510		出售枪支	1	1
1511		出售神符	1	1
1512		出售神符靠	1	1
1513		出售手枪	1	1
1514		出售账号	1	1
1515		出售账号靠	1	1
1516		楚雄市	1	1
1517		处女膜	1	1
1518		處女膜	1	1
1519		穿藏装	1	1
1520		吹喇叭	1	1
1521		吹簫	1	1
1522		春夏自由論壇	1	1
1523		春药	1	1
1524		蠢猪	1	1
1525		戳那嗎B	1	1
1526		戳那嗎逼	1	1
1527		戳那嗎比	1	1
1528		戳那吗B	1	1
1529		戳那吗逼	1	1
1530		戳那吗比	1	1
1531		戳你	1	1
1532		粗制吗啡	1	1
1533		催情药	1	1
1534		鹾	1	1
1535		鹺	1	1
1536		错B	1	1
1537		错逼	1	1
1538		错比	1	1
1539		错那吗B	1	1
1540		错那吗逼	1	1
1541		错那吗比	1	1
1542		錯B	1	1
1543		錯逼	1	1
1544		錯比	1	1
1545		錯那嗎B	1	1
1546		錯那嗎逼	1	1
1547		錯那嗎比	1	1
1548		达赖	1	1
1549		达赖代表	1	1
1550		达赖喇嘛	1	1
1551		达赖喇嘛返藏	1	1
1552		达赖喇嘛和平慈悲日	1	1
1553		达赖喇嘛宗教基金会	1	1
1554		达癞	1	1
1555		达兰萨拉日与夜	1	1
1556		達癩	1	1
1557		打倒共产党	1	1
1558		打飞机	1	1
1559		打飛機	1	1
1560		打虎	1	1
1561		打炮	1	1
1562		打砸抢烧	1	1
1563		打砸搶燒	1	1
1564		大*FA弟*子	1	1
1565		大B	1	1
1566		大逼	1	1
1567		大便	1	1
1568		大波波	1	1
1569		大参考	1	1
1570		大參考	1	1
1571		大东亚	1	1
1572		大东亚共荣	1	1
1573		大東亞	1	1
1574		大東亞共榮	1	1
1575		大法	1	1
1576		大法弟子	1	1
1577		大花B	1	1
1578		大会堂	1	1
1579		大鶏巴	1	1
1580		大纪元	1	1
1581		大纪元新闻网	1	1
1582		大纪园	1	1
1583		大紀元	1	1
1584		大紀元新聞網	1	1
1585		大紀園	1	1
1586		大家论坛	1	1
1587		大家論壇	1	1
1588		大理	0	1
1589		大麻	1	1
1590		大麻树脂	1	1
1591		大麻油	1	1
1592		大奶媽	1	1
1593		大师	1	1
1594		大史紀	1	1
1595		大史記	1	1
1596		大树营	1	1
1597		大卫教	1	1
1598		大衛教	1	1
1599		大学骚乱	1	1
1600		大血B	1	1
1601		大血比	1	1
1602		大中国论坛	1	1
1603		大中國論壇	1	1
1604		大中华论坛	1	1
1605		大中華論壇	1	1
1606		大众真人真事	1	1
1607		大衆真人真事	1	1
1608		呆卵	1	1
1609		歹徒口供	1	1
1610		代表大会	1	1
1611		盗窃	1	1
1612		盗窃犯	1	1
1613		道教	1	1
1614		盜竊犯	1	1
1615		得寸进尺	1	1
1616		德維爾	1	1
1617		登輝	1	1
1618		邓小平	1	1
1619		鄧笑貧	1	1
1620		迪里夏提	1	1
1621		迪裏夏提	1	1
1622		敌意	1	1
1623		糴	1	1
1624		地铁	1	1
1625		地下教會	1	1
1626		地震局	1	1
1627		弟大物勃	1	1
1628		帝国主义	1	1
1629		帝國主義	1	1
1630		帝顺	1	1
1631		蒂顺	1	1
1632		缔顺	1	1
1633		电监会	1	1
1634		電視流氓	1	1
1635		叼你	1	1
1636		叼你妈	1	1
1637		叼你媽	1	1
1638		屌	1	1
1639		屌7	1	1
1640		屌鸠	1	1
1641		屌毛	1	1
1642		屌妳	1	1
1643		屌七	1	1
1644		屌西	1	1
1645		钓鱼岛	1	1
1646		钓鱼台	1	1
1647		釣魚島	1	1
1648		丁關根	1	1
1649		东北独立	1	1
1650		东北各地	1	1
1651		东方红时空	1	1
1652		东方时空	1	1
1653		东南西北论谈	1	1
1654		东条	1	1
1655		东条英机	1	1
1656		东突	1	1
1657		东突暴动	1	1
1658		东突暴动和独立	1	1
1659		东突独立	1	1
1660		东突厥	1	1
1661		东突厥斯坦伊斯兰运动	1	1
1662		东突组织	1	1
1663		东土耳其斯坦	1	1
1664		东西南北论坛	1	1
1665		东亚病夫	1	1
1666		东正教	1	1
1667		東北獨立	1	1
1668		東方紅時空	1	1
1669		東方時空	1	1
1670		東南西北論談	1	1
1671		東社	1	1
1672		東升	1	1
1673		東條	1	1
1674		東條英機	1	1
1675		東突暴動	1	1
1676		東突獨立	1	1
1677		東土耳其斯坦	1	1
1678		東土耳其斯坦）	1	1
1679		東西南北論壇	1	1
1680		東亞	1	1
1681		动乱	1	1
1682		動亂	1	1
1683		独裁	1	1
1684		独裁政治	1	1
1685		独夫	1	1
1686		独立	1	1
1687		独立台湾会	1	1
1688		渎职罪	1	1
1689		獨裁	1	1
1690		獨裁政治	1	1
1691		獨夫	1	1
1692		獨立臺灣會	1	1
1693		赌博	1	1
1694		赌马	1	1
1695		赌球	1	1
1696		杜冷丁	1	1
1697		短信群发器	1	1
1698		对日强硬	1	1
1699		多麦协会	1	1
1700		多维社	1	1
1701		多维网	1	1
1702		多维新闻	1	1
1703		多维周刊	1	1
1704		屙	1	1
1705		额尔德尼	1	1
1706		恶搞晚会	1	1
1707		恩格斯	1	1
1708		鮞	1	1
1709		二B	1	1
1710		二屄	1	1
1711		二逼	1	1
1712		二乙基酰胺	1	1
1713		发改委	1	1
1714		发奖使者	1	1
1715		发抡	1	1
1716		发抡功	1	1
1717		发仑	1	1
1718		发伦	1	1
1719		发伦功	1	1
1720		发囵	1	1
1721		发沦	1	1
1722		发轮	1	1
1723		发轮功	1	1
1724		发论	1	1
1725		发论公	1	1
1726		发论功	1	1
1727		发骚	1	1
1728		发展研究中心	1	1
1729		发正念	1	1
1730		發楞	1	1
1731		發掄	1	1
1732		發掄功	1	1
1733		發倫	1	1
1734		發倫功	1	1
1735		發輪	1	1
1736		發論	1	1
1737		發論公	1	1
1738		發論功	1	1
1739		發騷	1	1
1740		發正念	1	1
1741		法(轮)功	1	1
1742		法*轮*功	1	1
1743		法~倫	1	1
1744		法~淪	1	1
1745		法~綸	1	1
1746		法~輪	1	1
1747		法~論	1	1
1748		法爾卡	1	1
1749		法功	1	1
1750		法愣	1	1
1751		法抡	1	1
1752		法掄	1	1
1753		法掄功	1	1
1754		法仑	1	1
1755		法伦	1	1
1756		法囵	1	1
1757		法纶	1	1
1758		法轮	1	1
1759		法轮大法	1	1
1760		法轮大法靠	1	1
1761		法轮功	1	1
1762		法轮功靠	1	1
1763		法侖	1	1
1764		法淪	1	1
1765		法綸	1	1
1766		法輪大法	1	1
1767		法輪功	1	1
1768		法十輪十功	1	1
1769		法西斯	1	1
1770		法謫	1	1
1771		法謫功	1	1
1772		法制办	1	1
1773		反党	1	1
1774		反动	1	1
1775		反封锁技术	1	1
1776		反封鎖技術	1	1
1777		反腐败论坛	1	1
1778		反腐敗論壇	1	1
1779		反革命	1	1
1780		反共	1	1
1781		反华	1	1
1782		反恐委员会	1	1
1783		反人类	1	1
1784		反人類	1	1
1785		反日	1	1
1786		反社会	1	1
1787		反社會	1	1
1788		反政府	1	1
1789		贩毒	1	1
1790		方勵之	1	1
1791		放荡	1	1
1792		放蕩	1	1
1793		飛揚論壇	1	1
1794		废物	1	1
1795		費鴻泰	1	1
1796		費良勇	1	1
1797		分裂分子	1	1
1798		分裂祖国	1	1
1799		分批行动	1	1
1800		粉飾太平	1	1
1801		粪	1	1
1802		粪便	1	1
1803		糞便	1	1
1804		鱝	1	1
1805		风雨神州	1	1
1806		风雨神州论坛	1	1
1807		封從德	1	1
1808		風雨神州	1	1
1809		風雨神州論壇	1	1
1810		馮東海	1	1
1811		馮素英	1	1
1812		佛教	1	1
1813		佛展千手法	1	1
1814		佛祖	1	1
1815		紱	1	1
1816		福州机场	1	1
1817		襆	1	1
1818		斧头镰刀	1	1
1819		傅作義	1	1
1820		尕玛才旺	1	1
1821		改变西藏政策	1	1
1822		赶你娘	1	1
1823		趕你娘	1	1
1824		干bi	1	1
1825		干GM	1	1
1826		干X	1	1
1827		干爆	1	1
1828		干逼	1	1
1829		干比	1	1
1830		干到	1	1
1831		干的你	1	1
1832		干干干	1	1
1833		干机	1	1
1834		干鸡	1	1
1835		干啦	1	1
1836		干勒	1	1
1837		干拎娘	1	1
1838		干林	1	1
1839		干尼	1	1
1840		干你	1	1
1841		干你老比	1	1
1842		干你老母	1	1
1843		干你妈	1	1
1844		干你妈B	1	1
1845		干你妈逼	1	1
1846		干你娘	1	1
1847		干妳	1	1
1848		干妳老母	1	1
1849		干妳妈	1	1
1850		干妳娘	1	1
1851		干您	1	1
1852		干七八	1	1
1853		干全家	1	1
1854		干汝	1	1
1855		干入	1	1
1856		干爽	1	1
1857		干死	1	1
1858		干死你	1	1
1859		干他	1	1
1860		干他妈	1	1
1861		干它	1	1
1862		干她	1	1
1863		干她妈	1	1
1864		干牠	1	1
1865		干我	1	1
1866		干新疆人	1	1
1867		干一干	1	1
1868		干一家	1	1
1869		幹bi	1	1
1870		幹逼	1	1
1871		幹比	1	1
1872		幹的你	1	1
1873		幹幹幹	1	1
1874		幹你	1	1
1875		幹你老比	1	1
1876		幹你老母	1	1
1877		幹你娘	1	1
1878		幹全家	1	1
1879		幹死	1	1
1880		幹死你	1	1
1881		幹他	1	1
1882		幹她	1	1
1883		幹一家	1	1
1884		冈峦	1	1
1885		刚比	1	1
1886		刚比样子	1	1
1887		肛	1	1
1888		肛交	1	1
1889		肛门	1	1
1890		肛門	1	1
1891		岡巒	1	1
1892		剛比	1	1
1893		剛比樣子	1	1
1894		港澳办	1	1
1895		高丽棒子	1	1
1896		高丽朴	1	1
1897		高麗棒子	1	1
1898		高校暴乱	1	1
1899		高校群体事件	1	1
1900		高校骚乱	1	1
1901		高薪養廉	1	1
1902		高治联	1	1
1903		高自联	1	1
1904		高自聯	1	1
1905		睾	1	1
1906		睾丸	1	1
1907		膏药旗	1	1
1908		膏藥旗	1	1
1909		告西藏同胞书	1	1
1910		歌功頌德	1	1
1911		鴿派	1	1
1912		格杀	1	1
1913		个旧	1	1
1914		鯁	1	1
1915		工力	1	1
1916		工商局	1	1
1917		工自联	1	1
1918		工自聯	1	1
1919		工作人员	1	1
1920		弓虽女干	1	1
1921		弓雖	1	1
1922		公安	1	1
1923		公安部	1	1
1924		公安局	1	1
1925		公共场所	1	1
1926		公雅寺高僧	1	1
1927		功友	1	1
1928		共 产党	1	1
1929		共产 党	1	1
1930		共产党	1	1
1931		共产党靠	1	1
1932		共产主义	1	1
1933		共産	1	1
1934		共産黨	1	1
1935		共産主義	1	1
1936		共党	1	1
1937		共黨	1	1
1938		共匪	1	1
1939		共狗	1	1
1940		共军	1	1
1941		共軍	1	1
1942		共青团员	1	1
1943		共荣圈	1	1
1944		共榮圈	1	1
1945		緱	1	1
1946		韝	1	1
1947		狗0日	1	1
1948		狗b	1	1
1949		狗操	1	1
1950		狗操卖逼	1	1
1951		狗誠	1	1
1952		狗干	1	1
1953		狗狼养的	1	1
1954		狗狼養的	1	1
1955		狗卵	1	1
1956		狗娘	1	1
1957		狗娘养的	1	1
1958		狗娘養的	1	1
1959		狗屁	1	1
1960		狗日	1	1
1961		狗日的	1	1
1962		狗日靠	1	1
1963		狗屎	1	1
1964		狗养	1	1
1965		狗養	1	1
1966		狗杂种	1	1
1967		狗雜種	1	1
1968		覯	1	1
1969		轂	1	1
1970		古方迷香	1	1
1971		鯝	1	1
1972		鴰	1	1
1973		詿	1	1
1974		拐卖	1	1
1975		观世音	1	1
1976		观音桥	1	1
1977		官逼民反	1	1
1978		官渡区	1	1
1979		官商勾结	1	1
1980		關卓中	1	1
1981		管理	1	1
1982		管理0员	1	1
1983		管理人员	1	1
1984		管理员	1	1
1985		管理員	1	1
1986		管制刀具	1	1
1987		貫通兩極法	1	1
1988		灌云	1	1
1989		光明日报	1	1
1990		广电局	1	1
1991		广闻	1	1
1992		廣聞	1	1
1993		龟儿子	1	1
1994		龟公	1	1
1995		龟孙子	1	1
1996		龟头	1	1
1997		龟投	1	1
1998		嬀	1	1
1999		龜兒子	1	1
2000		龜公	1	1
2001		龜孫子	1	1
2002		龜投	1	1
2003		龜頭	1	1
2004		鬼村	1	1
2005		刿	1	1
2006		劌	1	1
2007		绲	1	1
2008		滚那吗	1	1
2009		滚那吗B	1	1
2010		滚那吗错比	1	1
2011		滚那吗老比	1	1
2012		滚那吗瘟比	1	1
2013		滾那嗎	1	1
2014		滾那嗎B	1	1
2015		滾那嗎錯比	1	1
2016		滾那嗎老比	1	1
2017		滾那嗎瘟比	1	1
2018		国安局	1	1
2019		国防部	1	1
2020		国防科工委	1	1
2021		国管局	1	1
2022		国际法院	1	1
2023		国际声援西藏	1	1
2024		国际声援西藏运动	1	1
2025		国家安全	1	1
2026		国家机密	1	1
2027		国家民委	1	1
2028		国家主席	1	1
2029		国家主要部委	1	1
2030		国军	1	1
2031		国民党	1	1
2032		国民党万岁	1	1
2033		国土资源部	1	1
2034		国务院	1	1
2035		国研室	1	1
2036		国贼	1	1
2037		国资委	1	1
2038		國家安全	1	1
2039		國家機密	1	1
2040		國軍	1	1
2041		國賊	1	1
2042		哈批	1	1
2043		海关总署	1	1
2044		海洛因	1	1
2045		海洋局	1	1
2046		汉奸	1	1
2047		漢奸	1	1
2048		和锅枪	1	1
2049		河殤	1	1
2050		贺过墙	1	1
2051		賀國强	1	1
2052		賀龍	1	1
2053		赫鲁晓夫	1	1
2054		黑 手党	1	1
2055		黑帮	1	1
2056		黑社会	1	1
2057		黑社會	1	1
2058		黑手，党	1	1
2059		黑手p党	1	1
2060		黑手党	1	1
2061		黑手黨	1	1
2062		红灯区	1	1
2063		红河步行街	1	1
2064		红河州	1	1
2065		红色恐怖	1	1
2066		红卫兵	1	1
2067		紅燈區	1	1
2068		紅色恐怖	1	1
2069		紅炎猛獸	1	1
2070		黌	1	1
2071		鱟	1	1
2072		呼市	1	1
2073		胡XX	1	1
2074		胡紧涛	1	1
2075		胡紧掏	1	1
2076		胡紧套	1	1
2077		胡锦涛	1	1
2078		胡锦涛靠	1	1
2079		胡锦滔	1	1
2080		胡锦淘	1	1
2081		胡緊掏	1	1
2082		胡錦滔	1	1
2083		胡錦淘	1	1
2084		許家屯	1	1
2085		許信良	1	1
2086		鸌	1	1
2087		花柳	1	1
2088		华通时事论坛	1	1
2089		华夏文摘	1	1
2090		华语世界论坛	1	1
2091		华岳时事论坛	1	1
2092		華建敏	1	1
2093		華通時事論壇	1	1
2094		華夏文摘	1	1
2095		華語世界論壇	1	1
2096		華岳時事論壇	1	1
2097		欢城互动	1	1
2098		环保总局	1	1
2099		鍰	1	1
2100		换妻	1	1
2101		皇军	1	1
2102		皇軍	1	1
2103		黄　菊	1	1
2104		黄祸	1	1
2105		黄菊	1	1
2106		黄片	1	1
2107		黄色	1	1
2108		黄色电影	1	1
2109		黄色夹克	1	1
2110		黄色靠	1	1
2111		黄色小电影	1	1
2112		黃伯源	1	1
2113		黃慈萍	1	1
2114		黃禍	1	1
2115		黃劍輝	1	1
2116		黃菊	1	1
2117		黃片	1	1
2118		恢复中藏接谈	1	1
2119		回回	1	1
2120		回教	1	1
2121		回民暴动	1	1
2122		回民暴動	1	1
2123		回民吃猪肉	1	1
2124		回族人吃猪肉	1	1
2125		会泽	1	1
2126		噦	1	1
2127		繢	1	1
2128		昏药	1	1
2129		混 沌决	1	1
2130		混 沌决靠	1	1
2131		混沌诀	1	1
2132		混沌诀靠	1	1
2133		混沌靠	1	1
2134		鍃	1	1
2135		活动大使	1	1
2136		活捉	1	1
2137		火棒	1	1
2138		击毙	1	1
2139		机八	1	1
2140		机巴	1	1
2141		机叭	1	1
2142		机掰	1	1
2143		【鸡】	1	1
2144		鸡 巴	1	1
2145		鸡，巴	1	1
2146		鸡八	1	1
2147		鸡巴	1	1
2148		鸡巴o	1	1
2149		鸡巴靠	1	1
2150		鸡叭	1	1
2151		鸡芭	1	1
2152		鸡掰	1	1
2153		鸡鸡	1	1
2154		鸡奸	1	1
2155		鸡毛信文汇	1	1
2156		鸡歪	1	1
2157		姬勝德	1	1
2158		基地组织	1	1
2159		基督	1	1
2160		基督教	1	1
2161		賫	1	1
2162		激情电影	1	1
2163		激情小电影	1	1
2164		鶏8	1	1
2165		鶏八	1	1
2166		鶏巴	1	1
2167		鶏吧	1	1
2168		鶏鶏	1	1
2169		鶏奸	1	1
2170		鶏毛信文匯	1	1
2171		鶏女	1	1
2172		鶏院	1	1
2173		吉比特	1	1
2174		集中营	1	1
2175		覿	1	1
2176		几届中央政治局委员	1	1
2177		计牌软件	1	1
2178		计生委	1	1
2179		纪念西藏爱国英雄纪念碑	1	1
2180		妓	1	1
2181		妓女	1	1
2182		妓女靠	1	1
2183		妓院	1	1
2184		继续杀人	1	1
2185		鱭	1	1
2186		佳静安定片	1	1
2187		嘉瓦仁波切	1	1
2188		假青林	1	1
2189		假庆林	1	1
2190		賈廷安	1	1
2191		賈育台	1	1
2192		尖阁列岛	1	1
2193		奸	1	1
2194		奸暴	1	1
2195		奸夫淫妇	1	1
2196		奸你	1	1
2197		奸他	1	1
2198		奸她	1	1
2199		奸一奸	1	1
2200		奸淫	1	1
2201		戔	1	1
2202		监察部	1	1
2203		监管局	1	1
2204		监听王	1	1
2205		监狱式管理	1	1
2206		检察院	1	1
2207		简鸿章	1	1
2208		簡肇棟	1	1
2209		建國黨	1	1
2210		建设部	1	1
2211		建水大道	1	1
2212		贱	1	1
2213		贱B	1	1
2214		贱bi	1	1
2215		贱逼	1	1
2216		贱比	1	1
2217		贱货	1	1
2218		贱人	1	1
2219		贱种	1	1
2220		賤B	1	1
2221		賤bi	1	1
2222		賤逼	1	1
2223		賤比	1	1
2224		賤貨	1	1
2225		賤人	1	1
2226		賤種	1	1
2227		江Core	1	1
2228		江八	1	1
2229		江八点	1	1
2230		江八點	1	1
2231		江北中医院	1	1
2232		江独裁	1	1
2233		江汉路	1	1
2234		江核心	1	1
2235		江羅	1	1
2236		江綿恒	1	1
2237		江派犯罪集团	1	1
2238		江青	1	1
2239		江戏子	1	1
2240		江戲子	1	1
2241		江油	1	1
2242		江则民	1	1
2243		江择民	1	1
2244		江泽慧	1	1
2245		江泽民	1	1
2246		江泽民靠	1	1
2247		江則民	1	1
2248		江澤慧	1	1
2249		江贼	1	1
2250		江贼民	1	1
2251		江賊	1	1
2252		江賊民	1	1
2253		江折民	1	1
2254		江猪	1	1
2255		江猪媳	1	1
2256		江主席	1	1
2257		将则民	1	1
2258		將則民	1	1
2259		僵贼	1	1
2260		僵贼民	1	1
2261		僵賊	1	1
2262		僵賊民	1	1
2263		薑春雲	1	1
2264		疆独	1	1
2265		疆独立	1	1
2266		蒋介石	1	1
2267		蒋经国	1	1
2268		蒋中正	1	1
