SkillExID	Desc	BaseId	SkillDesc	level	CombatValue	SkillLogic	LogicParam01	LogicParam02	LogicParam03	LogicParam04	RefixThreat	Radius	CDTimeId	SkillDelayTime	SkillContinueTime	YinChangTime	DelType_01	DelNum_01	DelType_02	DelNum_02	GainsType_01	GainsNum_01	GainsType_02	GainsNum_02	NextSkillId	Impact_01	Impact_2	Impact_03	Impact_04	Impact_05	Impact_06	SatrtMotionId	EndMotionId	CameraRockId	CameraRockRate	SceneEffectId	BulletEffectID_01	BulletEffectID_02	BulletEffectID_03	RangeEffectType	RangeEffectTarType	RangeEffectSize01	RangeEffectSize02
10805	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]10%[-]，持续[a2ff00]5[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	5	6910	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	240	-1	0	301	12	-1	0	-1	21717	21718	21719	21720	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
10806	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]11%[-]，持续[a2ff00]5[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	6	7720	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	380	-1	0	301	12	-1	0	-1	21721	21722	21723	21724	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
10807	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]12%[-]，持续[a2ff00]6[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	7	8530	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	490	-1	0	301	12	-1	0	-1	21725	21726	21727	21728	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
10808	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]13%[-]，持续[a2ff00]7[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	8	9340	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	640	-1	0	301	12	-1	0	-1	21729	21730	21731	21732	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
10809	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]14%[-]，持续[a2ff00]8[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	9	10160	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	960	-1	0	301	12	-1	0	-1	21733	21734	21735	21736	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
10810	狮吼功	108	少林七十二绝技之一，以丹田之气发出狮吼震慑敌人胆魄。嘲讽附近[a2ff00]8[-]步范围内的所有敌人，持续[a2ff00]5[-]秒；并使其伤害降低[a2ff00]15%[-]，持续[a2ff00]9[-]秒。使你和附近[a2ff00]8[-]步范围内所有队友攻击提升[a2ff00]20%[-]，持续[a2ff00]10[-]秒。	10	10970	8	-1	-1	-1	-1	0	10	35	0	1500	0	201	1350	-1	0	301	12	-1	0	-1	21737	21738	21739	21740	-1	-1	71	71	9	100	-1	-1	-1	-1	-1	-1	-1	-1
20101	天山普攻	201	攻击单个近身敌人，每秒造成[a2ff00]100%[-]外功攻击伤害。自动连续攻击。	1	0	2	-1	-1	-1	-1	0	2	1	0	1933	0	-1	0	-1	0	301	1	-1	0	20101	102101	-1	-1	-1	-1	-1	31	33	11	100	-1	-1	-1	-1	-1	-1	-1	-1
20201	八荒六合唯我独尊	202	天山童姥毕生所练神功，也称天长地久不老长春功。嘲讽全屏范围内所有敌人，驱使一排利剑击杀之，造成等同于其生命上限的伤害。对BOSS和玩家无效。	1	0	8	-1	-1	-1	-1	0	10	15	0	3233	0	302	100	-1	0	-1	0	-1	0	-1	22201	22202	-1	-1	-1	-1	34	36	5	100	46	-1	-1	-1	-1	-1	-1	-1
20301	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]200%[-]的外功攻击伤害。	1	730	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	10	-1	0	301	5	-1	0	20101	2301	2302	2303	2304	2305	2306	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20302	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]210%[-]的外功攻击伤害。	2	890	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	20	-1	0	301	5	-1	0	20101	2307	2308	2309	2310	2311	2312	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20303	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]220%[-]的外功攻击伤害。	3	1050	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	30	-1	0	301	5	-1	0	20101	2313	2314	2315	2316	2317	2318	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20304	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]230%[-]的外功攻击伤害。	4	1220	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	40	-1	0	301	5	-1	0	20101	2319	2320	2321	2322	2323	2324	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20305	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]240%[-]的外功攻击伤害。	5	1380	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	70	-1	0	301	5	-1	0	20101	2325	2326	2327	2328	2329	2330	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20306	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]250%[-]的外功攻击伤害。	6	1540	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	110	-1	0	301	5	-1	0	20101	2331	2332	2333	2334	2335	2336	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20307	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]270%[-]的外功攻击伤害。	7	1700	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	140	-1	0	301	5	-1	0	20101	2337	2338	2339	2340	2341	2342	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20308	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]290%[-]的外功攻击伤害。	8	1870	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	180	-1	0	301	5	-1	0	20101	2343	2344	2345	2346	2347	2348	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20309	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]310%[-]的外功攻击伤害。	9	2030	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	270	-1	0	301	5	-1	0	20101	2349	2350	2351	2352	2353	2354	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20310	阳歌天钧	203	天山派三大杀招之一，凌厉无比。连续快速攻击单个敌人，对其造成[a2ff00]330%[-]的外功攻击伤害。	10	2190	0	-1	-1	-1	-1	0	2	5	0	1833	0	201	390	-1	0	301	5	-1	0	20101	2355	2356	2357	2358	2359	2360	37	37	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20401	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]135%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	1	1650	7	10	42401	-1	-1	0	7	7	0	3867	0	201	50	-1	0	301	15	-1	0	20101	2401	2402	2403	2404	2405	2406	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20402	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]143%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	2	2010	7	10	42402	-1	-1	0	7	7	0	3867	0	201	80	-1	0	301	15	-1	0	20101	2407	2408	2409	2410	2411	2412	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20403	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]149%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	3	2380	7	10	42403	-1	-1	0	7	7	0	3867	0	201	140	-1	0	301	15	-1	0	20101	2413	2414	2415	2416	2417	2418	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20404	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]158%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	4	2740	7	10	42404	-1	-1	0	7	7	0	3867	0	201	220	-1	0	301	15	-1	0	20101	2419	2420	2421	2422	2423	2424	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20405	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]170%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	5	3110	7	10	42405	-1	-1	0	7	7	0	3867	0	201	350	-1	0	301	15	-1	0	20101	2425	2426	2427	2428	2429	2430	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20406	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]180%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	6	3480	7	10	42406	-1	-1	0	7	7	0	3867	0	201	550	-1	0	301	15	-1	0	20101	2431	2432	2433	2434	2435	2436	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20407	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]192%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	7	3840	7	10	42407	-1	-1	0	7	7	0	3867	0	201	700	-1	0	301	15	-1	0	20101	2437	2438	2439	2440	2441	2442	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20408	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]203%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	8	4210	7	10	42408	-1	-1	0	7	7	0	3867	0	201	920	-1	0	301	15	-1	0	20101	2443	2444	2445	2446	2447	2448	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20409	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]215%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	9	4570	7	10	42409	-1	-1	0	7	7	0	3867	0	201	1370	-1	0	301	15	-1	0	20101	2449	2450	2451	2452	2453	2454	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20410	阳关三叠	204	天山派三大杀招之一，迅疾难防。在敌群中穿梭攻击[a2ff00]6[-]次，每击造成[a2ff00]225%[-]的外功攻击伤害。并使[a2ff00]4[-]秒内闪避值提高[a2ff00]50%[-]。	10	4940	7	10	42410	-1	-1	0	7	7	0	3867	0	201	1930	-1	0	301	15	-1	0	20101	2455	2456	2457	2458	2459	2460	39	39	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20501	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]50%[-]外功攻击伤害，并使目标定身[a2ff00]2[-]秒。	1	1100	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	20	-1	0	301	8	-1	0	20101	2501	112501	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20502	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]60%[-]外功攻击伤害，并使目标定身[a2ff00]2[-]秒。	2	1340	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	30	-1	0	301	8	-1	0	20101	2502	112502	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20503	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]70%[-]外功攻击伤害，并使目标定身[a2ff00]2.5[-]秒。	3	1580	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	60	-1	0	301	8	-1	0	20101	2503	112503	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20504	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]85%[-]外功攻击伤害，并使目标定身[a2ff00]2.5[-]秒。	4	1830	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	90	-1	0	301	8	-1	0	20101	2504	112504	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20505	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]100%[-]外功攻击伤害，并使目标定身[a2ff00]3[-]秒。	5	2070	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	140	-1	0	301	8	-1	0	20101	2505	112505	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20506	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]115%[-]外功攻击伤害，并使目标定身[a2ff00]3[-]秒。	6	2320	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	220	-1	0	301	8	-1	0	20101	2506	112506	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20507	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]130%[-]外功攻击伤害，并使目标定身[a2ff00]3[-]秒。	7	2560	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	280	-1	0	301	8	-1	0	20101	2507	112507	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20508	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]145%[-]外功攻击伤害，并使目标定身[a2ff00]3.5[-]秒。	8	2800	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	370	-1	0	301	8	-1	0	20101	2508	112508	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20509	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]160%[-]外功攻击伤害，并使目标定身[a2ff00]3.5[-]秒。	9	3050	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	550	-1	0	301	8	-1	0	20101	2509	112509	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20510	移花接木	205	天山派三大杀招之一，变幻莫测。快速冲到目标身边造成[a2ff00]175%[-]外功攻击伤害，并使目标定身[a2ff00]3.5[-]秒。	10	3290	3	7000	-1	-1	-1	0	7	6	0	1066	0	201	770	-1	0	301	8	-1	0	20101	2510	112510	-1	-1	-1	-1	52	38	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
20601	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3[-]秒，命中值降低[a2ff00]30%[-]，且不会主动攻击直到被攻击为止。	1	2010	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	20	-1	0	301	10	-1	0	-1	132601	42602	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20602	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3[-]秒，命中值降低[a2ff00]33%[-]，且不会主动攻击直到被攻击为止。	2	2460	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	30	-1	0	301	10	-1	0	-1	132602	42603	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20603	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3[-]秒，命中值降低[a2ff00]36%[-]，且不会主动攻击直到被攻击为止。	3	2900	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	40	-1	0	301	10	-1	0	-1	132603	42604	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20604	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3.5[-]秒，命中值降低[a2ff00]36%[-]，且不会主动攻击直到被攻击为止。	4	3350	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	60	-1	0	301	10	-1	0	-1	132604	42605	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20605	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3.5[-]秒，命中值降低[a2ff00]39%[-]，且不会主动攻击直到被攻击为止。	5	3800	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	100	-1	0	301	10	-1	0	-1	132605	42606	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20606	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]3.5[-]秒，命中值降低[a2ff00]42%[-]，且不会主动攻击直到被攻击为止。	6	4240	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	160	-1	0	301	10	-1	0	-1	132606	42607	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20607	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]4[-]秒，命中值降低[a2ff00]42%[-]，且不会主动攻击直到被攻击为止。	7	4690	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	210	-1	0	301	10	-1	0	-1	132607	42608	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20608	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]4[-]秒，命中值降低[a2ff00]45%[-]，且不会主动攻击直到被攻击为止。	8	5140	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	280	-1	0	301	10	-1	0	-1	132608	42609	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20609	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]4[-]秒，命中值降低[a2ff00]48%[-]，且不会主动攻击直到被攻击为止。	9	5580	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	410	-1	0	301	10	-1	0	-1	132609	42610	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20610	生死符	206	由天山童姥所创，手法纷繁复杂，非施术者不可解。使[a2ff00]4[-]步范围内所有敌人致盲[a2ff00]4.5[-]秒，命中值降低[a2ff00]50%[-]，且不会主动攻击直到被攻击为止。	10	6030	0	-1	-1	-1	-1	0	5	37	0	1677	0	201	580	-1	0	301	10	-1	0	-1	132610	42611	-1	-1	-1	-1	73	73	15	100	-1	-1	-1	-1	-1	-1	-1	-1
20701	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]8[-]秒，增加[a2ff00]50%[-]的移动速度，持续[a2ff00]8[-]秒，并且使下一招攻击技能必定暴击。	1	2190	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	20	-1	0	301	3	-1	0	-1	172801	162801	42801	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20702	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]8[-]秒，增加[a2ff00]55%[-]的移动速度，持续[a2ff00]8.5[-]秒，并且使下一招攻击技能必定暴击。	2	2680	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	30	-1	0	301	3	-1	0	-1	172802	162801	42802	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20703	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]9[-]秒，增加[a2ff00]55%[-]的移动速度，持续[a2ff00]8.5[-]秒，并且使下一招攻击技能必定暴击。	3	3170	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	60	-1	0	301	3	-1	0	-1	172803	162801	42803	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20704	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]9[-]秒，增加[a2ff00]60%[-]的移动速度，持续[a2ff00]9[-]秒，并且使下一招攻击技能必定暴击。	4	3660	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	90	-1	0	301	3	-1	0	-1	172804	162801	42804	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20705	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]10[-]秒，增加[a2ff00]60%[-]的移动速度，持续[a2ff00]9[-]秒，并且使下一招攻击技能必定暴击。	5	4140	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	140	-1	0	301	3	-1	0	-1	172805	162801	42805	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20706	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]10[-]秒，增加[a2ff00]65%[-]的移动速度，持续[a2ff00]9.5[-]秒，并且使下一招攻击技能必定暴击。	6	4630	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	220	-1	0	301	3	-1	0	-1	172806	162801	42806	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20707	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]11[-]秒，增加[a2ff00]65%[-]的移动速度，持续[a2ff00]9.5[-]秒，并且使下一招攻击技能必定暴击。	7	5120	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	280	-1	0	301	3	-1	0	-1	172807	162801	42807	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20708	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]11[-]秒，增加[a2ff00]70%[-]的移动速度，持续[a2ff00]10[-]秒，并且使下一招攻击技能必定暴击。	8	5610	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	370	-1	0	301	3	-1	0	-1	172808	162801	42808	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20709	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]12[-]秒，增加[a2ff00]70%[-]的移动速度，持续[a2ff00]10[-]秒，并且使下一招攻击技能必定暴击。	9	6090	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	550	-1	0	301	3	-1	0	-1	172809	162801	42809	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20710	隐遁	207	从漫天飞舞的雪花中悟出的技法，天山派独门秘技。隐身[a2ff00]12[-]秒，增加[a2ff00]80%[-]的移动速度，持续[a2ff00]10[-]秒，并且使下一招攻击技能必定暴击。	10	6580	0	-1	-1	-1	-1	0	1	39	0	1000	0	201	770	-1	0	301	3	-1	0	-1	172810	162801	42810	-1	-1	-1	75	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20801	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]85%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	1	3660	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	40	-1	0	301	12	-1	0	-1	42702	42701	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20802	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]90%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	2	4470	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	60	-1	0	301	12	-1	0	-1	42704	42703	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20803	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]100%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	3	5280	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	100	-1	0	301	12	-1	0	-1	42706	42705	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20804	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]110%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	4	6090	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	150	-1	0	301	12	-1	0	-1	42708	42707	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20805	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]115%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	5	6910	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	240	-1	0	301	12	-1	0	-1	42710	42709	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20806	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]125%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]2[-]秒获得额外[a2ff00]50%[-]的闪避值。	6	7720	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	380	-1	0	301	12	-1	0	-1	42712	42711	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
