Id	Desc	Name	Type	ProductStart	ProductEnd	Money	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	StuffID5	StuffCount5	StuffID6	StuffCount6
218	梅剑碎片	梅剑碎片	3	316	316	10	59216	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	兰剑碎片	兰剑碎片	3	317	317	10	59217	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	竹剑碎片	竹剑碎片	3	318	318	10	59218	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	菊剑碎片	菊剑碎片	3	319	319	10	59219	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	神仙姐姐碎片	神仙姐姐碎片	3	320	320	10	59220	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	香香公主碎片	香香公主碎片	3	321	321	10	59221	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	何铁手碎片	何铁手碎片	3	322	322	10	59222	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	温青青碎片	温青青碎片	3	323	323	10	59223	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	春节_羊年年兽碎片（7天）	羊年年兽碎片	3	324	324	10	59310	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	春节_羊年年兽碎片（30天）	羊年年兽碎片	3	325	325	10	59311	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	春节_羊年年兽碎片（永久）	羊年年兽碎片	3	326	326	10	59312	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	梅剑碎片	梅剑碎片	3	327	343	10	59216	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
230	兰剑碎片	兰剑碎片	3	327	343	10	59217	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
231	竹剑碎片	竹剑碎片	3	327	343	10	59218	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
232	菊剑碎片	菊剑碎片	3	327	343	10	59219	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
233	神仙姐姐碎片	神仙姐姐碎片	3	327	343	10	59220	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
234	香香公主碎片	香香公主碎片	3	327	343	10	59221	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
235	何铁手碎片	何铁手碎片	3	327	343	10	59222	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
236	温青青碎片	温青青碎片	3	327	343	10	59223	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1
237	爪击技能书洗	洗技能书	3	350	369	800	4500	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
238	淬毒技能书洗	洗技能书	3	350	369	800	4501	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
239	削铁技能书洗	洗技能书	3	350	369	800	4502	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
240	横扫技能书洗	洗技能书	3	350	369	800	4503	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
241	阳炎技能书洗	洗技能书	3	350	369	800	4504	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
242	咆哮技能书洗	洗技能书	3	350	369	800	4505	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
243	狂野技能书洗	洗技能书	3	350	369	800	4506	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
244	荆棘之狩技能书洗	洗技能书	3	350	369	800	4507	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
245	熔炼之狩技能书洗	洗技能书	3	350	369	800	4508	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
246	群兽怒吼技能书洗	洗技能书	3	350	369	800	4509	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
247	借力技能书洗	洗技能书	3	350	369	800	4510	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
248	御敌技能书洗	洗技能书	3	350	369	800	4511	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
249	疗伤技能书洗	洗技能书	3	350	369	800	4512	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
250	霜瀑技能书洗	洗技能书	3	350	369	800	4513	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
251	看破技能书洗	洗技能书	3	350	369	800	4514	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
252	护主技能书洗	洗技能书	3	350	369	800	4515	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
253	绊足技能书洗	洗技能书	3	350	369	800	4516	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
254	碧波护体技能书洗	洗技能书	3	350	369	800	4517	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
255	郁兰芬芳技能书洗	洗技能书	3	350	369	800	4518	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
256	般若心经技能书洗	洗技能书	3	350	369	800	4519	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1
257	玄铁合成精钢	玄铁合成精钢	3	562	562	1000	23	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	精钢合成乌金	精钢合成乌金	3	563	563	1000	60	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
259	美人卡片拆通用碎片	甘宝宝	3	538	538	100	56520	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	美人卡片拆通用碎片	木婉清	3	538	538	100	56521	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	美人卡片拆通用碎片	王语嫣	3	538	538	100	56522	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	美人卡片拆通用碎片	阿朱	3	538	538	100	56523	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
263	美人卡片拆通用碎片	阿紫	3	538	538	100	56524	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	美人卡片拆通用碎片	西夏公主	3	538	538	100	56525	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	美人卡片拆通用碎片	阿碧	3	538	538	100	56526	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
266	美人卡片拆通用碎片	李秋水	3	538	538	100	56527	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	美人卡片拆通用碎片	天山童姥	3	538	538	100	56528	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	美人卡片拆通用碎片	刀白凤	3	538	538	100	56529	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	美人卡片拆通用碎片	王夫人	3	538	538	100	56530	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	美人卡片拆通用碎片	秦红棉	3	538	538	100	56531	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
271	美人卡片拆通用碎片	阮星竹	3	538	538	100	56532	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	美人卡片拆通用碎片	钟灵	3	538	538	100	56533	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
273	美人卡片拆通用碎片	马夫人	3	538	538	100	56534	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	美人卡片拆通用碎片	梅剑	3	538	538	100	59208	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	美人卡片拆通用碎片	兰剑	3	538	538	100	59209	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	美人卡片拆通用碎片	竹剑	3	538	538	100	59210	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	美人卡片拆通用碎片	菊剑	3	538	538	100	59211	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
278	美人卡片拆通用碎片	神仙姐姐	3	538	538	100	59212	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
279	美人卡片拆通用碎片	香香公主	3	538	538	100	59213	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
280	美人卡片拆通用碎片	何铁手	3	538	538	100	59214	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
281	美人卡片拆通用碎片	温青青	3	538	538	100	59215	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
282	美人卡片拆通用碎片	西夏公主	3	538	538	100	56500	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
283	美人碎片加通用碎片合卡片	刀白凤碎片	3	539	539	10	56535	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
284	美人碎片加通用碎片合卡片	秦红棉碎片	3	540	540	10	56536	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
285	美人碎片加通用碎片合卡片	王夫人碎片	3	541	541	10	56537	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
286	美人碎片加通用碎片合卡片	甘宝宝碎片	3	542	542	10	59054	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
287	美人碎片加通用碎片合卡片	木婉清碎片	3	543	543	10	59055	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
288	美人碎片加通用碎片合卡片	王语嫣碎片	3	544	544	10	59056	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
289	美人碎片加通用碎片合卡片	阿朱碎片	3	545	545	10	59057	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
290	美人碎片加通用碎片合卡片	阿紫碎片	3	546	546	10	59058	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
291	美人碎片加通用碎片合卡片	西夏公主碎片	3	547	547	10	59059	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
292	美人碎片加通用碎片合卡片	阿碧碎片	3	548	548	10	59060	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
293	美人碎片加通用碎片合卡片	李秋水碎片	3	549	549	10	59061	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
294	美人碎片加通用碎片合卡片	天山童姥碎片	3	550	550	10	59062	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
295	美人碎片加通用碎片合卡片	阮星竹碎片	3	551	551	10	59063	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
296	美人碎片加通用碎片合卡片	钟灵碎片	3	552	552	10	59064	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
297	美人碎片加通用碎片合卡片	马夫人碎片	3	553	553	10	59065	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
298	美人碎片加通用碎片合卡片	梅剑碎片	3	554	554	10	59216	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
299	美人碎片加通用碎片合卡片	兰剑碎片	3	555	555	10	59217	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
300	美人碎片加通用碎片合卡片	竹剑碎片	3	556	556	10	59218	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
301	美人碎片加通用碎片合卡片	菊剑碎片	3	557	557	10	59219	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
302	美人碎片加通用碎片合卡片	神仙姐姐碎片	3	558	558	10	59220	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
303	美人碎片加通用碎片合卡片	香香公主碎片	3	559	559	10	59221	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
304	美人碎片加通用碎片合卡片	何铁手碎片	3	560	560	10	59222	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
305	美人碎片加通用碎片合卡片	温青青碎片	3	561	561	10	59223	100	59378	100	-1	-1	-1	-1	-1	-1	-1	-1
